,,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4
SAC,Number of Deaths,Unexpected,,,,,,,,,,
SAC,Overtime Hours,Custody (Overtime),"18,875.34","22,883.11","30,184.46","24,165.15","39,049.31","20,778.26","18,658.95","19,942.33","25,834.28","17,617.10"
SAC,Overtime Hours,Dental + Mental Health (Overtime),286.00,244.00,287.00,226.50,115.00,142.00,140.00,135.50,207.00,137.00
SAC,Overtime Hours,Non-Custody (Overtime),"2,045.67","2,137.50","2,299.50","1,259.40","1,158.00","1,498.40","1,192.50","1,284.42","1,250.75",996.50
SAC,Overtime Hours,Total Overtime Hours,"21,207.01","25,264.61","32,770.96","25,651.05","40,322.31","22,418.66","19,991.45","21,362.25","27,292.03","18,750.50"
SAC,Positions - Authorized and Vacant,Authorized,"1,120.60","1,120.60","1,120.60","1,120.60","1,120.60","1,120.60","1,120.60","1,120.60","1,120.60","1,119.40"
SAC,Positions - Authorized and Vacant,Vacant,33.30,80.10,77.90,94.10,99.10,95.10,86.10,93.10,94.10,97.90
SAC,Rehabilitative Programs,Academic Education - Actual Enrollment,459.25,523.60,590.00,635.20,639.50,632.25,686.80,662.25,747.50,686.80
SAC,Rehabilitative Programs,Academic Education - Operational Capacity,"1,050.75","1,062.40","1,063.00","1,057.60","1,044.00","1,044.00","1,044.00","1,044.00","1,044.00","1,044.00"
SAC,Rehabilitative Programs,Career Technical Education - Actual Enrollment,82.75,88.60,80.25,99.40,121.25,119.75,122.80,118.00,119.50,122.80
SAC,Rehabilitative Programs,Career Technical Education - Operational Capacity,171.00,156.60,135.00,135.00,135.00,135.00,135.00,135.00,135.00,135.00
SAC,Rehabilitative Programs,Cognitive Behavioral Intervention - Sex Offender - Actual Enrollment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SAC,Rehabilitative Programs,Cognitive Behavioral Intervention - Sex Offender - Operational Capacity,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SAC,Rehabilitative Programs,Number of Associate Degrees,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,3.00,0.00
SAC,Rehabilitative Programs,Number of Bachelors Degrees,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SAC,Rehabilitative Programs,Number of GED Certificates,0.00,4.00,3.00,4.00,4.00,2.00,4.00,3.00,5.00,4.00
SAC,Rehabilitative Programs,Number of High School Diplomas,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SATF,Contraband,Commercial Ammunition,,,,,,,,,,
SATF,Contraband,Controlled Medication Seizure Events,,,,,,,,2.00,1.00,
SATF,Contraband,Fentanyl Seizure Events,,,,2.00,8.00,18.00,2.00,20.00,8.00,30.00
SATF,Contraband,Heroin Seizure Events,,,,8.00,6.00,2.00,6.00,,,6.00
SATF,Contraband,Honey Oil Seizure Events,,,,4.00,4.00,2.00,4.00,2.00,,
SATF,Contraband,Marijuana Seizure Events,,,,,4.00,,,2.00,,2.00
SATF,Contraband,Methamphetamine Seizure Events,,,,34.00,46.00,28.00,26.00,54.00,12.00,38.00
SATF,Contraband,PCP Seizure Events,,,,,,,,1.00,,
SATF,Contraband,Quantity of Cellular Telephones Seized,,,,24.00,74.00,14.00,20.00,28.00,6.00,32.00
SATF,Contraband,Quantity of Cocaine Seized (grams with packaging),,,,,63.80,,9.80,,,
SATF,Contraband,Quantity of Cocaine Seized (grams),,,,,,,27.60,,,
SATF,Contraband,Quantity of Controlled Medication Seized (grams with packaging),,,,,,,,25.80,,
SATF,Contraband,Quantity of Controlled Medication Seized (pills),,,,,,,,2.00,4.00,
SATF,Contraband,Quantity of Fentanyl Seized (grams with packaging),,,,2.00,23.60,178.20,,111.60,318.20,210.80
SATF,Contraband,Quantity of Fentanyl Seized (grams),,,,,6.60,,16.60,,,192.80
SATF,Contraband,Quantity of Heroin Seized (grams with packaging),,,,126.20,167.20,55.20,23.00,,,105.40
SATF,Contraband,Quantity of Heroin Seized (number of strips),,,,2.00,,,,,,
SATF,Contraband,Quantity of Honey Oil Seized (grams with packaging),,,,283.80,44.00,,5.20,1.20,,
SATF,Contraband,Quantity of Honey Oil Seized (number of strips),,,,,,0.60,,,,
SATF,Contraband,Quantity of Marijuana Seized (grams with packaging),,,,,14.80,,,1.00,,0.40
SATF,Contraband,Quantity of Marijuana Seized (grams),,,,,,,,,,
SATF,Contraband,Quantity of Methamphetamine Seized (grams with packaging),,,,496.60,985.80,573.00,293.20,676.00,129.80,690.60
SATF,Contraband,Quantity of Methamphetamine Seized (grams),,,,50.20,,,,0.20,,0.80
SATF,Incarcerated Persons Grievances and Appeals,Appeals Denied,218.00,172.00,132.00,127.00,110.00,113.00,73.00,99.00,87.00,
SATF,Incarcerated Persons Grievances and Appeals,Appeals Granted,56.00,52.00,44.00,43.00,35.00,34.00,35.00,34.00,26.00,
SATF,Incarcerated Persons Grievances and Appeals,Appeals Received,354.00,316.00,261.00,246.00,239.00,298.00,300.00,327.00,336.00,
SATF,Incarcerated Persons Grievances and Appeals,Appeals Time Expired,50.00,62.00,59.00,68.00,81.00,134.00,173.00,173.00,213.00,
SATF,Incarcerated Persons Grievances and Appeals,Grievance Claims Denied,969.00,781.00,692.00,837.00,564.00,806.00,677.00,734.00,811.00,968.00
SATF,Incarcerated Persons Grievances and Appeals,Grievance Claims Granted,175.00,166.00,211.00,237.00,162.00,219.00,166.00,152.00,152.00,166.00
SATF,Incarcerated Persons Grievances and Appeals,Grievance Claims No Jurisdiction,3.00,9.00,4.00,11.00,4.00,12.00,6.00,11.00,12.00,17.00
SATF,Incarcerated Persons Grievances and Appeals,Grievance Claims Pending,,1.00,1.00,,,,,,,
SATF,Incarcerated Persons Grievances and Appeals,Grievance Claims Reassigned,76.00,69.00,52.00,77.00,64.00,71.00,56.00,78.00,78.00,81.00
SATF,Incarcerated Persons Grievances and Appeals,Grievance Claims Received,"1,940.00","1,792.00","1,458.00","1,675.00","1,139.00","1,596.00","1,368.00","1,467.00","1,552.00",
SATF,Incarcerated Persons Grievances and Appeals,Grievance Claims Redirected,146.00,490.00,261.00,246.00,123.00,151.00,274.00,277.00,312.00,261.00
SATF,Incarcerated Persons Grievances and Appeals,Grievance Claims Rejected,146.00,142.00,136.00,191.00,167.00,151.00,141.00,152.00,142.00,150.00
SATF,Incarcerated Persons Grievances and Appeals,Grievance Claims Staff Misconduct,108.00,133.00,101.00,76.00,55.00,123.00,48.00,63.00,45.00,65.00
SATF,Incarcerated Persons Grievances and Appeals,Grievance Claims Time Expired,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SATF,Lockdowns and Modified Programs,Incarcerated Persons-Days on Modified Programs,0.00,1.50,1.86,3.92,0.98,2.42,0.32,3.27,4.86,0.08
SATF,Lockdowns and Modified Programs,Lockdowns,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2.00,
SATF,Number and Housing Level of Incarcerated Persons,Camps,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SATF,Number and Housing Level of Incarcerated Persons,Condemned,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SATF,Number and Housing Level of Incarcerated Persons,Level I,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SATF,Number and Housing Level of Incarcerated Persons,Level II,"3,682.00","3,641.00","3,660.00","3,602.00","3,566.00","3,527.00","3,613.00","3,595.00","3,653.00","3,637.00"
SATF,Number and Housing Level of Incarcerated Persons,Level III,849.00,879.00,883.00,885.00,876.00,843.00,627.00,735.00,742.00,783.00
SATF,Number and Housing Level of Incarcerated Persons,Level IV,808.00,816.00,800.00,777.00,760.00,753.00,775.00,775.00,807.00,846.00
SATF,Number and Housing Level of Incarcerated Persons,Level VI,,,,,,,,,,
SATF,Number and Housing Level of Incarcerated Persons,Non Level - Specific Beds,147.00,124.00,128.00,132.00,132.00,138.00,131.00,129.00,135.00,36.00
SATF,Rehabilitative Programs,Academic Education - Operational Capacity,"1,913.00","1,902.00","1,902.00","1,902.00","1,942.25","1,901.00","1,901.00","1,928.00","1,989.50","1,901.00"
SATF,Rehabilitative Programs,Career Technical Education - Actual Enrollment,158.75,178.80,202.25,207.60,212.75,226.00,220.60,180.50,198.25,220.60
SATF,Rehabilitative Programs,Career Technical Education - Operational Capacity,216.00,216.00,216.00,230.40,229.50,243.00,243.00,243.00,243.00,243.00
SATF,Rehabilitative Programs,Cognitive Behavioral Intervention - Sex Offender - Actual Enrollment,27.50,24.40,35.00,35.00,33.25,35.50,38.60,44.25,53.25,38.60
SATF,Rehabilitative Programs,Cognitive Behavioral Intervention - Sex Offender - Operational Capacity,37.50,32.00,37.50,37.50,40.00,40.00,40.00,47.50,57.50,40.00
SATF,Rehabilitative Programs,Number of Associate Degrees,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
SATF,Rehabilitative Programs,Number of Bachelors Degrees,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SATF,Rehabilitative Programs,Number of GED Certificates,5.00,6.00,0.00,6.00,11.00,2.00,1.00,0.00,4.00,1.00
SATF,Rehabilitative Programs,Number of High School Diplomas,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
SATF,Rehabilitative Programs,Number of Masters Degrees,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SATF,Rehabilitative Programs,Transitions - Actual Enrollment,108.75,135.80,129.00,128.60,116.75,137.75,146.80,111.75,102.00,146.80
SATF,Rehabilitative Programs,Transitions - Operational Capacity,135.00,162.00,162.00,162.00,162.00,162.00,162.00,162.00,162.00,162.00
SATF,Sick Leave Hours,Custody (Sick Leave),"6,285.25","6,813.75","5,969.25","6,194.12","5,731.50","7,777.25","3,566.00","6,098.80","6,427.75","6,400.80"
SATF,Sick Leave Hours,Dental + Mental Health (Sick Leave),888.00,"1,149.50",953.75,960.75,746.00,949.00,785.77,839.25,835.50,965.30
SATF,Sick Leave Hours,Non-Custody (Sick Leave),"1,899.25","1,898.00","2,141.25","1,858.25","2,181.25","2,331.75","2,267.75","1,885.00","2,534.00","2,264.00"
SATF,Sick Leave Hours,Total Sick Leave Hours,"9,072.50","9,861.25","9,064.25","9,013.12","8,658.75","11,058.00","6,619.52","8,823.05","9,797.25","9,630.00"
SATF,Use of Force (UOF),Total UOF Incidents,74.00,59.00,53.00,49.00,50.00,62.00,47.00,36.00,50.00,167.00
SCC,Cognitive Behavioral Intervention,Life Skills - Actual Enrollment,58.50,49.40,39.25,20.60,25.00,30.50,30.80,79.25,126.00,118.50
SCC,Cognitive Behavioral Intervention,Life Skills - Operational Capacity,72.00,72.00,69.00,69.00,36.00,45.00,48.00,87.00,144.00,48.00
SCC,Cognitive Behavioral Intervention,Outpatient - Actual Enrollment,119.75,121.40,128.00,156.20,162.25,162.75,160.80,148.50,137.00,129.75
SCC,Cognitive Behavioral Intervention,Outpatient - Operational Capacity,159.00,133.20,148.50,181.80,196.50,186.00,186.00,180.75,183.00,186.00
SCC,Contraband,Cellular Telephone Seizure Events,,,,72.00,120.00,158.00,72.00,94.00,174.00,124.00
SCC,Contraband,Cocaine Seizure Events,,,,,,,,2.00,,
SCC,Contraband,Quantity of Honey Oil Seized (grams),,,,,,,4.80,,0.20,10.78
SCC,Contraband,Quantity of Honey Oil Seized (number of strips),,,,,12.00,,,,,
SCC,Contraband,Quantity of Marijuana Seized (grams with packaging),,,,16.12,72.20,415.60,219.40,89.20,,
SCC,Contraband,Quantity of Marijuana Seized (grams),,,,43.60,7.00,35.20,,,6.00,21.00
SCC,Contraband,Quantity of Methamphetamine Seized (grams with packaging),,,,59.00,204.02,329.40,15.18,232.60,90.40,325.40
SCC,Contraband,Quantity of Methamphetamine Seized (grams),,,,176.60,10.84,17.90,304.20,320.40,293.00,402.60
SCC,Contraband,Quantity of Methamphetamine Seized (number of strips),,,,,2.00,,,,,
SCC,Contraband,Quantity of Suboxone Seized (grams),,,,94.00,,,6.00,,1.40,
SCC,Contraband,Quantity of Suboxone Seized (number of strips),,,,40.00,28.20,22.00,18.00,32.00,132.00,28.00
SCC,Contraband,Quantity of Synthetic Cannabinoid / Spice Seized (grams with packaging),,,,,4.40,192.60,18.80,,12.60,0.20
SCC,Contraband,Quantity of Synthetic Cannabinoid / Spice Seized (grams),,,,596.20,549.20,173.00,104.00,181.80,93.80,80.60
SCC,Contraband,Quantity of Synthetic Cannabinoid / Spice Seized (number of strips),,,,22.00,56.00,8.00,32.00,52.00,18.00,26.00
SCC,Contraband,Quantity of Tobacco Seized (grams with packaging),,,,739.60,"1,324.20","1,817.00",9.00,228.20,"7,081.60",947.00
SCC,Contraband,Quantity of Tobacco Seized (grams),,,,"15,729.78",7.60,338.60,15.80,4.00,"1,368.20",23.40
SCC,Contraband,Suboxone Seizure Events,,,,14.00,18.00,10.00,8.00,8.00,20.00,16.00
SCC,Contraband,Synthetic Cannabinoid / Spice Seizure Events,,,,22.00,40.00,24.00,28.00,32.00,16.00,14.00
SCC,Contraband,Tobacco Seizure Events,,,,40.00,18.00,10.00,16.00,12.00,26.00,14.00
SCC,Fiscal,Actual Expenditures ($),"34,818,212.68","61,445,827.95","86,400,628.85","111,669,390.91","134,253,384.84","156,404,363.92","177,947,276.14","202,700,133.27","222,166,662.36","239,043,068.07"
SCC,Fiscal,Institution Budget ($),"263,122,694.00","263,139,011.00","263,648,387.00","263,832,792.00","265,170,204.00","251,580,250.00","251,668,322.00","253,541,723.69","253,024,689.69","260,349,581.69"
SCC,Incarcerated Persons Grievances and Appeals,Appeals Denied,25.00,21.00,21.00,34.00,24.00,34.00,15.00,23.00,22.00,
SCC,Incarcerated Persons Grievances and Appeals,Appeals Granted,11.00,4.00,6.00,6.00,4.00,5.00,7.00,9.00,9.00,
SCC,Incarcerated Persons Grievances and Appeals,Appeals Received,50.00,38.00,48.00,55.00,37.00,61.00,38.00,53.00,55.00,
SCC,Number and Housing Level of Incarcerated Persons,Level II,826.00,757.00,772.00,746.00,846.00,842.00,878.00,836.00,776.00,702.00
SCC,Number and Housing Level of Incarcerated Persons,Level III,720.00,690.00,662.00,635.00,629.00,644.00,667.00,669.00,657.00,631.00
SCC,Number and Housing Level of Incarcerated Persons,Level IV,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SCC,Number and Housing Level of Incarcerated Persons,Level VI,,,,,,,,,,
SCC,Number and Housing Level of Incarcerated Persons,Non Level - Specific Beds,114.00,96.00,92.00,102.00,92.00,96.00,100.00,130.00,122.00,0.00
SCC,Number and Housing Level of Incarcerated Persons,Restricted Housing,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,112.00
SCC,Number and Housing Level of Incarcerated Persons,Total Number of Incarcerated Persons,"4,048.00","3,965.00","4,004.00","4,031.00","4,142.00","4,164.00","4,170.00","4,180.00","4,110.00","4,026.00"
SCC,Number of Deaths,Expected,,,,,,,,,,
SCC,Overtime Hours,Custody (Overtime),"81,260.61","78,040.18","70,734.30","33,286.85","27,457.29","33,284.49","73,415.67","32,758.73","28,090.98","23,655.10"
SCC,Overtime Hours,Dental + Mental Health (Overtime),51.00,215.00,15.00,46.00,38.00,45.00,44.00,29.50,24.00,25.00
SCC,Overtime Hours,Non-Custody (Overtime),"6,764.25","3,635.75","3,111.25","3,291.50","2,487.25","4,155.75","3,956.25","3,301.00","5,019.50","2,609.80"
SCC,Overtime Hours,Total Overtime Hours,"88,075.86","81,890.93","73,860.55","36,624.35","29,982.54","37,485.24","77,415.92","36,089.23","33,134.48","26,289.90"
SCC,Positions - Authorized and Vacant,Authorized,"1,185.70","1,185.70","1,185.70","1,185.70","1,185.70","1,185.70","1,185.70","1,185.70","1,185.70","1,182.20"
SCC,Positions - Authorized and Vacant,Vacant,133.40,124.40,124.40,155.20,146.20,148.20,132.20,139.20,148.20,142.20
SCC,Rehabilitative Programs,Academic Education - Actual Enrollment,951.75,858.20,707.75,890.80,917.75,961.75,734.60,667.75,896.25,734.60
SCC,Rehabilitative Programs,Academic Education - Operational Capacity,"1,183.50","1,224.00","1,278.00","1,278.00","1,278.00","1,278.00","1,278.00","1,314.00","1,305.00","1,278.00"
SCC,Rehabilitative Programs,Career Technical Education - Actual Enrollment,56.25,34.40,31.00,33.20,42.50,61.50,82.80,91.25,115.75,82.80
SCC,Rehabilitative Programs,Career Technical Education - Operational Capacity,81.00,81.00,74.25,54.00,74.25,94.50,118.80,135.00,135.00,118.80
SCC,Rehabilitative Programs,Cognitive Behavioral Intervention - Sex Offender - Actual Enrollment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SCC,Rehabilitative Programs,Cognitive Behavioral Intervention - Sex Offender - Operational Capacity,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SCC,Rehabilitative Programs,Number of Associate Degrees,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
SCC,Rehabilitative Programs,Number of Bachelors Degrees,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SOL,Contraband,Fentanyl Seizure Events,,,,2.00,,,,,,
SOL,Contraband,Heroin Seizure Events,,,,10.00,,2.00,,2.00,,2.00
SOL,Contraband,Marijuana Seizure Events,,,,48.00,6.00,18.00,18.00,24.00,6.00,8.00
SOL,Contraband,Methamphetamine Seizure Events,,,,20.00,4.00,,6.00,8.00,,10.00
SOL,Contraband,Quantity of Cellular Telephones Seized,,,,78.00,36.00,70.00,70.00,106.00,40.00,156.00
SOL,Contraband,Quantity of Fentanyl Seized (grams with packaging),,,,9.00,,,,,,
SOL,Contraband,Quantity of Heroin Seized (grams with packaging),,,,11.20,,11.00,,1.40,,28.20
SOL,Contraband,Quantity of Marijuana Seized (grams with packaging),,,,328.60,3.60,566.40,411.80,123.20,7.00,"1,076.60"
SOL,Contraband,Quantity of Marijuana Seized (grams),,,,6.00,0.04,,,,,
SOL,Contraband,Quantity of Methamphetamine Seized (grams with packaging),,,,13.98,"1,142.20",,20.80,10.80,,696.80
SOL,Contraband,Quantity of Methamphetamine Seized (grams),,,,2.00,,,,,,2.00
SOL,Contraband,Quantity of Methamphetamine Seized (number of strips),,,,,,,,,,
SOL,Contraband,Quantity of Suboxone Seized (number of strips),,,,,,,,2.00,,126.00
SOL,Contraband,Quantity of Synthetic Cannabinoid / Spice Seized (number of strips),,,,,,,,,,14.00
SOL,Contraband,Quantity of Tobacco Seized (grams with packaging),,,,1.60,,,,,,
SOL,Contraband,Suboxone Seizure Events,,,,,,,,2.00,,10.00
SOL,Contraband,Synthetic Cannabinoid / Spice Seizure Events,,,,,,,,,,2.00
SOL,Contraband,Tobacco Seizure Events,,,,2.00,,,,,,
SOL,Fiscal,Actual Expenditures ($),"21,161,764.63","37,710,476.29","55,114,268.85","71,676,772.55","89,763,629.14","107,945,598.49","123,610,312.83","139,122,085.33","155,891,298.84","171,662,238.71"
SOL,Fiscal,Institution Budget ($),"217,130,598.00","217,130,624.00","217,304,936.00","217,432,210.00","218,984,532.00","205,440,334.00","205,488,732.00","206,971,799.25","207,145,067.25","206,563,573.25"
SOL,Incarcerated Persons Grievances and Appeals,Appeals Denied,50.00,35.00,59.00,35.00,29.00,31.00,21.00,24.00,17.00,
SOL,Incarcerated Persons Grievances and Appeals,Appeals Granted,4.00,5.00,14.00,8.00,11.00,9.00,10.00,8.00,8.00,
SOL,Number and Housing Level of Incarcerated Persons,Level I,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SOL,Number and Housing Level of Incarcerated Persons,Level II,"2,463.00","2,390.00","2,319.00","2,239.00","2,184.00","2,245.00","2,214.00","2,193.00","2,198.00","2,160.00"
SOL,Number and Housing Level of Incarcerated Persons,Level III,"1,513.00","1,520.00","1,550.00","1,553.00","1,566.00","1,545.00","1,547.00","1,556.00","1,548.00","1,518.00"
SOL,Number and Housing Level of Incarcerated Persons,Level IV,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SOL,Number and Housing Level of Incarcerated Persons,Level VI,,,,,,,,,,
SOL,Number and Housing Level of Incarcerated Persons,Non Level - Specific Beds,110.00,134.00,135.00,110.00,133.00,134.00,121.00,126.00,136.00,6.00
SOL,Number and Housing Level of Incarcerated Persons,Restricted Housing,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,105.00
SOL,Number and Housing Level of Incarcerated Persons,Total Number of Incarcerated Persons,"4,086.00","4,044.00","4,004.00","3,902.00","3,883.00","3,924.00","3,882.00","3,875.00","3,882.00","3,789.00"
SOL,Number of Deaths,Unexpected,,1.00,,,1.00,,,,,
SOL,Overtime Hours,Custody (Overtime),"19,529.45","18,798.58","18,892.25","18,162.75","15,395.48","20,772.34","12,905.27","15,352.81","20,027.08","14,340.70"
SOL,Overtime Hours,Dental + Mental Health (Overtime),54.00,83.25,73.25,5.00,0.00,29.00,278.54,18.25,0.00,0.00
SOL,Overtime Hours,Non-Custody (Overtime),"2,585.00","4,622.50","3,034.92","1,950.70","1,763.25","2,205.50","4,459.00","2,203.25","2,923.75","2,299.50"
SOL,Overtime Hours,Total Overtime Hours,"22,168.45","23,504.33","22,000.42","20,118.45","17,158.73","23,006.84","17,642.81","17,574.31","22,950.83","16,640.20"
SOL,Positions - Authorized and Vacant,Authorized,"1,075.50","1,075.50","1,075.50","1,075.50","1,075.50","1,075.50","1,075.50","1,075.50","1,075.50","1,074.40"
SOL,Positions - Authorized and Vacant,Vacant,114.10,121.10,120.10,124.50,124.50,129.50,115.50,128.50,122.50,128.40
SOL,Rehabilitative Programs,Academic Education - Actual Enrollment,"1,057.25","1,041.60","1,232.25","1,192.40","1,162.00",939.25,"1,182.80","1,297.25","1,319.75","1,182.80"
SOL,Rehabilitative Programs,Academic Education - Operational Capacity,"1,326.00","1,326.00","1,326.00","1,272.00","1,272.00","1,272.00","1,272.00","1,272.00","1,326.00","1,272.00"
SOL,Rehabilitative Programs,Career Technical Education - Actual Enrollment,125.00,122.60,127.25,143.20,140.25,113.75,77.60,78.00,81.00,77.60
SOL,Rehabilitative Programs,Career Technical Education - Operational Capacity,135.00,135.00,137.50,151.60,148.50,121.50,81.00,81.00,83.25,81.00
SOL,Rehabilitative Programs,Cognitive Behavioral Intervention - Sex Offender - Actual Enrollment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SOL,Rehabilitative Programs,Cognitive Behavioral Intervention - Sex Offender - Operational Capacity,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SOL,Rehabilitative Programs,Number of Associate Degrees,3.00,4.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SQ,Contraband,Cellular Telephone Seizure Events,,,,8.00,14.00,,6.00,,,18.00
SQ,Contraband,Cocaine Seizure Events,,,,,,,,,,
SQ,Contraband,Controlled Medication Seizure Events,,,,,,,,,,1.00
SQ,Contraband,Heroin Seizure Events,,,,,4.00,,,,,4.00
SQ,Contraband,Marijuana Seizure Events,,,,4.00,,,,,,6.00
SQ,Contraband,Methamphetamine Seizure Events,,,,4.00,4.00,,2.00,,,4.00
SQ,Contraband,Quantity of Cellular Telephones Seized,,,,8.00,18.00,,6.00,,,18.00
SQ,Contraband,Quantity of Cocaine Seized (grams with packaging),,,,,,,,,,
SQ,Contraband,Quantity of Controlled Medication Seized (grams),,,,,,,,,,0.80
SQ,Contraband,Quantity of Heroin Seized (grams with packaging),,,,,8.46,,,,,45.68
SQ,Contraband,Quantity of Marijuana Seized (grams with packaging),,,,82.48,,,,,,25.44
SQ,Contraband,Quantity of Methamphetamine Seized (grams with packaging),,,,15.60,226.12,,0.58,,,2.48
SQ,Contraband,Quantity of Methamphetamine Seized (grams),,,,,2.00,,,,,
SQ,Contraband,Quantity of Suboxone Seized (grams with packaging),,,,,,,,,,7.34
SQ,Contraband,Quantity of Suboxone Seized (number of strips),,,,16.00,19.00,,8.00,,,4.00
SQ,Contraband,Quantity of Synthetic Cannabinoid / Spice Seized (grams with packaging),,,,,,,,,,1.82
SQ,Contraband,Quantity of Synthetic Cannabinoid / Spice Seized (grams),,,,,,,,,,
SQ,Contraband,Quantity of Synthetic Cannabinoid / Spice Seized (number of strips),,,,,,,,,,
SQ,Contraband,Quantity of Tobacco Seized (grams with packaging),,,,,1.46,,,,,
SQ,Contraband,Quantity of Tobacco Seized (grams),,,,,236.22,,,,,
SQ,Contraband,Suboxone Seizure Events,,,,6.00,14.00,,4.00,,,6.00
SQ,Incarcerated Persons Grievances and Appeals,Grievance Claims Staff Misconduct,19.00,19.00,20.00,19.00,25.00,13.00,14.00,11.00,4.00,4.00
SQ,Incarcerated Persons Grievances and Appeals,Grievance Claims Time Expired,3.00,0.00,0.00,2.00,4.00,0.00,3.00,0.00,1.00,0.00
SQ,Lockdowns and Modified Programs,Incarcerated Persons-Days on Modified Programs,4.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SQ,Lockdowns and Modified Programs,Lockdowns,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
SQ,Number and Housing Level of Incarcerated Persons,Camps,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SQ,Number and Housing Level of Incarcerated Persons,Condemned,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SQ,Number and Housing Level of Incarcerated Persons,Level I,7.00,7.00,7.00,7.00,6.00,5.00,5.00,5.00,4.00,3.00
SQ,Number and Housing Level of Incarcerated Persons,Level II,"3,178.00","3,103.00","3,053.00","2,958.00","2,892.00","2,844.00","2,828.00","2,773.00","2,740.00","2,683.00"
SQ,Number and Housing Level of Incarcerated Persons,Level III,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SQ,Number and Housing Level of Incarcerated Persons,Level IV,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SQ,Number and Housing Level of Incarcerated Persons,Level VI,,,,,,,,,,
SQ,Number and Housing Level of Incarcerated Persons,Non Level - Specific Beds,110.00,111.00,92.00,78.00,94.00,96.00,98.00,101.00,121.00,47.00
SQ,Number and Housing Level of Incarcerated Persons,Restricted Housing,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.00
SQ,Number and Housing Level of Incarcerated Persons,Total Number of Incarcerated Persons,"3,295.00","3,221.00","3,152.00","3,043.00","2,992.00","2,945.00","2,931.00","2,879.00","2,865.00","2,805.00"
SQ,Number of Deaths,Expected,,1.00,,,,,,,,
SQ,Number of Deaths,Missing,,,1.00,,,1.00,,,,
SQ,Number of Deaths,Suicide,,,,,,,,,1.00,
SQ,Number of Deaths,Unexpected,,,,,,1.00,,,1.00,
SQ,Overtime Hours,Custody (Overtime),"6,966.27","7,104.59","9,284.93","5,399.24","10,283.67","6,082.60","3,764.77","4,147.41","4,353.42","3,171.70"
SQ,Overtime Hours,Dental + Mental Health (Overtime),110.00,200.00,172.75,23.00,237.00,51.75,99.50,96.50,214.50,62.50
SQ,Overtime Hours,Non-Custody (Overtime),"2,555.75","5,920.00","2,297.75","2,377.00","2,106.25","2,005.00","6,108.95","3,066.50","2,387.25","1,701.50"
SQ,Overtime Hours,Total Overtime Hours,"9,632.02","13,224.59","11,755.43","7,799.24","12,626.92","8,139.35","9,973.22","7,310.41","6,955.17","4,935.70"
SQ,Positions - Authorized and Vacant,Authorized,"1,195.60","1,195.60","1,195.60","1,195.60","1,195.60","1,195.60","1,195.60","1,195.60","1,195.60","1,194.60"
