institution,fiscal_year,category,metric,Jul,Aug,Sep,Oct,Nov,Dec,Jan,Feb,Mar,Apr,May,Jun
CCC,2022-2023,Fiscal,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
CCC,2022-2023,Fiscal,Metric,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23
CCC,2022-2023,Lockdowns and Modified Programs,Incarcerated Persons-Days on Modified Programs,9.24,7.31,2.03,0.00,,,,,,,,
CCC,2022-2023,Lockdowns and Modified Programs,Lockdowns,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CCC,2022-2023,Lockdowns and Modified Programs,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
CCC,2022-2023,Lockdowns and Modified Programs,Metric,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23
CCC,2022-2023,Overtime Hours,Custody (Overtime),"31,253.54","29,980.10","33,749.08","19,031.44","3,014.36","1,145.00","1,634.67","2,002.67","1,659.84","2,055.01","1,649.34","1,672.51"
CCC,2022-2023,Overtime Hours,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
CCC,2022-2023,Overtime Hours,Metric,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23
CCC,2022-2023,Overtime Hours,Dental + Mental Health (Overtime),81.00,26.30,48.70,45.00,8.00,0.00,24.00,8.00,21.88,8.00,0.00,0.00
CCC,2022-2023,Overtime Hours,Non-Custody (Overtime),"1,826.50","1,407.25","1,447.75","1,774.75",759.00,538.25,609.00,575.75,383.00,692.00,491.00,220.25
CCC,2022-2023,Overtime Hours,Total Overtime Hours,"33,161.04","31,413.65","35,245.53","20,851.19","3,781.36","1,683.25","2,267.67","2,586.42","2,064.72","2,755.01","2,140.34","1,892.76"
CCC,2022-2023,Use of Force (UOF),Total UOF Incidents,2.00,3.00,7.00,1.00,,,,,,,,
CCI,2022-2023,Fiscal,Actual Expenditures ($),"19,231,965.44","39,733,733.80","59,446,723.97","80,433,591.30","101,028,837.63","123,715,802.37","143,351,640.50","163,481,181.61","183,181,015.17","201,735,018.24","220,833,694.29","240,746,131.75"
CCI,2022-2023,Fiscal,Institution Budget ($),"216,548,512.00","216,704,486.00","216,746,918.00","216,766,678.00","228,620,736.00","228,854,378.00","232,407,027.00","233,424,938.00","233,579,457.00","247,529,120.00","248,328,377.00","249,024,344.00"
CCI,2022-2023,Lockdowns and Modified Programs,Incarcerated Persons-Days on Modified Programs,2.52,1.33,1.31,1.18,1.07,1.02,2.51,0.59,2.55,0.10,1.72,2.10
CCI,2022-2023,Lockdowns and Modified Programs,Lockdowns,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CCI,2022-2023,Number of Deaths,Expected,,,,,,,,1.00,,,,
CCI,2022-2023,Number of Deaths,Suicide,,1.00,,,,,,,,,,
CCI,2022-2023,Number of Deaths,Unexpected,,,,,,,1.00,,,,,
CCI,2022-2023,Number of Deaths,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
CCI,2022-2023,Number of Deaths,Metric,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23
CCI,2022-2023,Overtime Hours,Custody (Overtime),"38,735.34","30,867.29","55,611.53","36,045.81","23,911.12","27,536.87","31,418.45","24,175.97","20,669.67","23,566.63","20,941.95","17,413.22"
CCI,2022-2023,Overtime Hours,Dental + Mental Health (Overtime),138.10,151.05,127.85,102.90,112.10,96.50,95.15,116.45,77.85,94.30,74.15,80.90
CCI,2022-2023,Overtime Hours,Non-Custody (Overtime),"1,568.50","1,481.50","1,483.33","2,491.75","1,357.25","1,055.00",889.00,"1,186.00","1,573.75","1,449.50","1,434.00","1,399.25"
CCI,2022-2023,Overtime Hours,Total Overtime Hours,"40,441.94","32,499.84","57,222.71","38,640.46","25,380.47","28,688.37","32,402.60","25,478.42","22,321.27","25,110.43","22,450.10","18,893.37"
CCI,2022-2023,Use of Force (UOF),Total UOF Incidents,32.00,38.00,38.00,41.00,38.00,29.00,34.00,44.00,19.00,23.00,19.00,25.00
CCWF,2022-2023,Fiscal,Actual Expenditures ($),"14,774,048.96","29,321,485.49","43,033,956.50","58,395,252.30","72,781,587.37","88,728,292.00","101,925,808.69","116,351,348.56","130,368,988.00","143,843,590.00","157,753,782.28","170,942,430.18"
CCWF,2022-2023,Fiscal,Institution Budget ($),"150,810,617.00","151,044,672.00","151,144,447.00","151,391,087.00","166,671,218.00","166,824,376.00","169,679,459.00","170,697,991.00","171,022,380.00","175,523,588.00","175,484,410.00","175,564,307.00"
CCWF,2022-2023,Fiscal,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
CCWF,2022-2023,Fiscal,Metric,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23
CCWF,2022-2023,Lockdowns and Modified Programs,Incarcerated Persons-Days on Modified Programs,11.02,2.46,15.02,2.18,1.22,7.13,3.91,0.00,0.00,3.00,1.02,0.00
CCWF,2022-2023,Lockdowns and Modified Programs,Lockdowns,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CCWF,2022-2023,Lockdowns and Modified Programs,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
CCWF,2022-2023,Lockdowns and Modified Programs,Metric,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23
CCWF,2022-2023,Number of Deaths,Expected,,,1.00,,,,,,,,,
CCWF,2022-2023,Number of Deaths,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
CCWF,2022-2023,Number of Deaths,Metric,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23
CCWF,2022-2023,Number of Deaths,Unexpected,,,,,1.00,,,,,,,
CCWF,2022-2023,Overtime Hours,Custody (Overtime),"20,234.01","17,573.12","36,937.26","21,538.82","14,189.58","15,437.57","22,293.21","17,077.15","18,343.26","21,944.05","17,464.51","18,819.71"
CCWF,2022-2023,Overtime Hours,Dental + Mental Health (Overtime),51.75,56.01,38.29,46.00,35.00,67.00,56.00,44.56,30.50,37.00,48.00,59.00
CCWF,2022-2023,Overtime Hours,Non-Custody (Overtime),"1,735.50","1,422.67","2,830.20","1,778.75","1,574.00","1,252.50","1,617.25","1,565.00","1,280.75","1,701.00","1,408.50","1,536.75"
CCWF,2022-2023,Overtime Hours,Total Overtime Hours,"22,021.26","19,051.80","39,805.75","23,363.57","15,798.58","16,757.07","23,966.46","18,686.71","19,654.51","23,682.05","18,921.01","20,415.46"
CCWF,2022-2023,Use of Force (UOF),Total UOF Incidents,20.00,10.00,17.00,21.00,26.00,25.00,26.00,19.00,17.00,23.00,23.00,27.00
CEN,2022-2023,Fiscal,Actual Expenditures ($),"16,155,213.89","34,222,861.66","51,356,784.08","69,639,689.02","87,052,467.71","107,195,534.32","125,579,337.80","143,633,806.00","161,564,028.77","178,739,257.61","195,918,189.13","212,854,896.23"
CEN,2022-2023,Fiscal,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
CEN,2022-2023,Fiscal,Metric,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23
CEN,2022-2023,Fiscal,Institution Budget ($),"184,339,716.00","184,589,843.00","184,630,870.00","184,945,789.00","200,905,142.00","200,941,234.00","204,138,578.00","205,201,736.00","205,244,175.00","215,168,346.98","215,242,597.98","215,266,910.98"
CEN,2022-2023,Lockdowns and Modified Programs,Incarcerated Persons-Days on Modified Programs,6.45,4.20,0.29,0.04,0.05,2.08,0.14,0.08,0.07,0.01,0.02,0.03
CEN,2022-2023,Lockdowns and Modified Programs,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
CEN,2022-2023,Lockdowns and Modified Programs,Metric,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23
CEN,2022-2023,Lockdowns and Modified Programs,Lockdowns,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00
CEN,2022-2023,Number of Deaths,Expected,,,,,1.00,,,1.00,,,,
CEN,2022-2023,Number of Deaths,Homicide,,,,,1.00,,,,,,,1.00
CEN,2022-2023,Number of Deaths,Missing,,,,,,,,,,1.00,,
CEN,2022-2023,Overtime Hours,Custody (Overtime),"25,412.42","19,093.83","19,423.32","21,053.11","17,410.25","20,743.54","21,262.82","16,608.58","17,346.06","21,835.81","15,781.81","13,653.21"
CEN,2022-2023,Overtime Hours,Dental + Mental Health (Overtime),142.10,91.60,123.45,131.35,175.35,139.45,120.20,113.68,128.17,103.15,168.20,96.65
CEN,2022-2023,Overtime Hours,Non-Custody (Overtime),"1,853.75","1,472.75","1,841.75","1,850.45","1,312.75","1,327.75","1,464.00","1,469.75","1,643.50","2,107.25","1,815.20","1,959.50"
CEN,2022-2023,Overtime Hours,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
CEN,2022-2023,Overtime Hours,Metric,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23
CEN,2022-2023,Overtime Hours,Total Overtime Hours,"27,408.27","20,658.18","21,388.52","23,034.91","18,898.35","22,210.74","22,847.02","18,192.01","19,117.73","24,046.21","17,765.21","15,709.36"
CEN,2022-2023,Use of Force (UOF),Total UOF Incidents,13.00,6.00,11.00,10.00,7.00,7.00,8.00,12.00,7.00,13.00,10.00,8.00
CEN,2022-2023,Use of Force (UOF),Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
CEN,2022-2023,Use of Force (UOF),Metric,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23
CHCF,2022-2023,Fiscal,Actual Expenditures ($),"38,493,106.18","62,574,078.34","87,632,286.48","113,545,153.93","139,831,722.59","170,920,485.34","196,412,378.51","222,418,055.73","249,762,403.68","275,524,247.36","304,316,680.29","332,132,078.48"
CHCF,2022-2023,Fiscal,Institution Budget ($),"304,584,874.00","304,625,285.00","304,653,367.00","304,734,217.00","324,680,203.00","324,727,524.00","329,310,995.00","330,850,417.00","331,213,722.00","337,826,860.00","337,916,542.00","338,056,810.00"
CHCF,2022-2023,Lockdowns and Modified Programs,Incarcerated Persons-Days on Modified Programs,14.76,9.79,12.70,4.43,3.16,12.30,9.30,9.58,7.70,3.29,4.54,2.04
CHCF,2022-2023,Lockdowns and Modified Programs,Lockdowns,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CHCF,2022-2023,Number of Deaths,Expected,5.00,3.00,2.00,5.00,8.00,8.00,7.00,11.00,5.00,3.00,4.00,4.00
CHCF,2022-2023,Number of Deaths,Missing,,,,,1.00,1.00,,2.00,,,,
CHCF,2022-2023,Number of Deaths,Unexpected,,1.00,2.00,,,5.00,1.00,2.00,3.00,,1.00,
CHCF,2022-2023,Number of Deaths,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
CHCF,2022-2023,Number of Deaths,Metric,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23
CHCF,2022-2023,Overtime Hours,Custody (Overtime),"41,814.94","26,410.16","44,349.91","34,605.34","22,718.24","21,872.94","32,029.72","26,416.20","30,474.98","36,909.83","34,126.15","30,420.97"
CHCF,2022-2023,Overtime Hours,Dental + Mental Health (Overtime),190.25,125.50,177.00,156.75,231.75,121.75,182.50,255.50,206.50,249.50,254.90,306.50
CHCF,2022-2023,Overtime Hours,Non-Custody (Overtime),"4,987.00","5,304.75","5,236.00","7,022.25","4,446.75","3,762.25","4,529.25","3,441.00","3,790.00","4,495.50","3,810.50","3,882.75"
CHCF,2022-2023,Overtime Hours,Total Overtime Hours,"46,992.19","31,840.41","49,762.91","41,784.34","27,396.74","25,756.94","36,741.47","30,112.70","34,471.48","41,654.83","38,191.55","34,610.22"
CHCF,2022-2023,Use of Force (UOF),Total UOF Incidents,25.00,18.00,19.00,21.00,21.00,11.00,23.00,12.00,27.00,23.00,33.00,27.00
CIM,2022-2023,Fiscal,Actual Expenditures ($),"22,296,337.20","45,097,433.70","66,618,553.78","88,386,979.85","110,666,712.34","136,433,305.48","157,260,117.30","178,564,402.61","200,301,954.56","220,346,699.30","243,075,175.73","263,680,805.84"
CIM,2022-2023,Fiscal,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
CIM,2022-2023,Fiscal,Metric,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23
CIM,2022-2023,Fiscal,Institution Budget ($),"228,016,449.00","228,408,445.00","228,674,204.00","229,558,997.00","255,036,557.00","256,196,354.00","260,497,592.00","261,607,397.00","263,797,791.00","269,285,512.00","269,743,143.00","269,846,733.00"
CIM,2022-2023,Lockdowns and Modified Programs,Incarcerated Persons-Days on Modified Programs,3.82,10.00,10.32,7.65,0.24,1.13,1.82,0.00,0.00,0.00,0.00,0.00
CIM,2022-2023,Lockdowns and Modified Programs,Lockdowns,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CIM,2022-2023,Lockdowns and Modified Programs,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
CIM,2022-2023,Lockdowns and Modified Programs,Metric,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23
CIM,2022-2023,Number of Deaths,Expected,4.00,1.00,,1.00,2.00,1.00,,1.00,,,1.00,
CIM,2022-2023,Number of Deaths,Missing,1.00,,,,,1.00,,,,,1.00,
CIM,2022-2023,Number of Deaths,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
CIM,2022-2023,Number of Deaths,Metric,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23
CIM,2022-2023,Number of Deaths,Unexpected,,,1.00,,,,,,,2.00,,
CIM,2022-2023,Overtime Hours,Custody (Overtime),"41,394.16","29,629.68","58,949.81","32,270.68","29,891.13","31,486.94","38,751.11","30,082.83","26,197.47","23,880.25","19,013.90","19,072.53"
CIM,2022-2023,Overtime Hours,Dental + Mental Health (Overtime),187.62,157.14,62.00,162.86,179.60,143.25,198.90,163.20,80.35,110.95,92.60,83.50
CIM,2022-2023,Overtime Hours,Non-Custody (Overtime),"5,689.00","4,006.97","4,045.75","5,480.75","2,867.50","3,514.50","3,679.75","3,328.00","3,751.62","4,655.75","3,874.25","4,271.75"
CIM,2022-2023,Overtime Hours,Total Overtime Hours,"47,270.78","33,793.79","63,057.56","37,914.29","32,938.23","35,144.69","42,629.76","33,574.03","30,029.44","28,646.95","22,980.75","23,427.78"
CIM,2022-2023,Overtime Hours,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
CIM,2022-2023,Overtime Hours,Metric,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23
CIM,2022-2023,Use of Force (UOF),Total UOF Incidents,6.00,10.00,5.00,5.00,2.00,8.00,3.00,2.00,1.00,1.00,1.00,2.00
CIW,2022-2023,Fiscal,Actual Expenditures ($),"11,377,148.03","24,465,868.49","36,812,126.18","50,394,323.46","63,457,794.10","77,975,901.97","90,492,249.94","103,305,153.23","116,568,922.26","129,538,942.71","142,207,440.25","155,103,430.25"
CIW,2022-2023,Fiscal,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
CIW,2022-2023,Fiscal,Metric,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23
CIW,2022-2023,Fiscal,Institution Budget ($),"139,099,222.00","139,136,193.00","139,155,620.00","139,223,024.00","153,735,011.00","154,163,528.00","156,098,776.00","156,474,701.00","156,691,854.00","158,601,527.00","158,764,482.00","158,791,206.00"
CIW,2022-2023,Lockdowns and Modified Programs,Incarcerated Persons-Days on Modified Programs,28.51,14.31,0.00,28.69,6.38,0.00,8.92,1.65,0.00,0.00,0.00,0.00
CIW,2022-2023,Lockdowns and Modified Programs,Lockdowns,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CIW,2022-2023,Lockdowns and Modified Programs,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
CIW,2022-2023,Lockdowns and Modified Programs,Metric,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23
CIW,2022-2023,Number of Deaths,Expected,,1.00,1.00,,1.00,,,1.00,,,,
CIW,2022-2023,Number of Deaths,Missing,,1.00,,,,,,,,,,
CIW,2022-2023,Number of Deaths,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
CIW,2022-2023,Number of Deaths,Metric,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23
CIW,2022-2023,Number of Deaths,Unexpected,1.00,,,,,,,,,,,
CIW,2022-2023,Overtime Hours,Custody (Overtime),"17,825.97","8,586.27","20,264.78","12,624.29","6,653.47","6,726.00","9,139.50","9,452.26","8,970.64","8,679.03","9,122.29","8,679.75"
CIW,2022-2023,Overtime Hours,Dental + Mental Health (Overtime),263.20,175.80,172.40,164.70,278.70,221.50,228.70,245.72,234.93,216.65,162.80,239.55
CIW,2022-2023,Overtime Hours,Non-Custody (Overtime),"2,222.75","1,611.50","1,277.00","2,365.25","1,705.00","1,258.75","2,134.00","1,772.25","2,414.00","2,175.00","2,171.00","2,130.00"
CIW,2022-2023,Overtime Hours,Total Overtime Hours,"20,311.92","10,373.57","21,714.18","15,154.24","8,637.17","8,206.25","11,502.20","11,470.23","11,619.57","11,070.68","11,456.09","11,049.30"
CIW,2022-2023,Overtime Hours,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
CIW,2022-2023,Overtime Hours,Metric,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23
CIW,2022-2023,Use of Force (UOF),Total UOF Incidents,4.00,5.00,4.00,3.00,8.00,5.00,7.00,10.00,4.00,7.00,2.00,9.00
CMC,2022-2023,Fiscal,Actual Expenditures ($),"21,146,075.94","44,373,222.73","65,246,189.94","87,891,304.66","109,444,147.96","135,065,449.38","156,043,045.13","177,586,930.12","199,942,011.74","221,545,526.12","242,951,960.41","264,248,075.67"
CMC,2022-2023,Fiscal,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
CMC,2022-2023,Fiscal,Metric,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23
CMC,2022-2023,Fiscal,Institution Budget ($),"230,732,081.00","230,974,636.00","230,983,982.00","231,100,052.00","253,130,430.00","253,175,180.00","257,012,156.00","258,357,543.00","258,151,833.00","268,027,146.00","268,269,050.00","269,137,691.00"
CMC,2022-2023,Lockdowns and Modified Programs,Incarcerated Persons-Days on Modified Programs,8.83,5.18,0.06,0.00,0.00,1.04,0.00,0.00,0.00,0.00,0.00,0.00
CMC,2022-2023,Lockdowns and Modified Programs,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
CMC,2022-2023,Lockdowns and Modified Programs,Metric,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23
CMC,2022-2023,Lockdowns and Modified Programs,Lockdowns,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CMC,2022-2023,Number of Deaths,Expected,,,,,,1.00,,,1.00,1.00,,
CMC,2022-2023,Number of Deaths,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
CMC,2022-2023,Number of Deaths,Metric,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23
CMC,2022-2023,Number of Deaths,Suicide,2.00,,,,1.00,,,,,,,
CMC,2022-2023,Number of Deaths,Unexpected,,,,,1.00,,,1.00,,,,
CMC,2022-2023,Overtime Hours,Custody (Overtime),"36,205.34","24,975.24","48,221.31","31,634.30","23,242.59","25,353.71","32,445.97","27,407.69","29,373.66","33,743.03","27,278.85","28,143.28"
CMC,2022-2023,Overtime Hours,Dental + Mental Health (Overtime),189.30,138.45,207.75,124.95,363.15,251.40,350.15,255.15,245.10,246.10,335.80,265.50
CMC,2022-2023,Overtime Hours,Non-Custody (Overtime),"1,143.38","1,147.50",997.00,"1,551.22","1,468.75","1,076.50","1,487.50","1,550.00","1,498.50","1,670.50","2,162.50","2,098.75"
CMC,2022-2023,Overtime Hours,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
CMC,2022-2023,Overtime Hours,Metric,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23
CMC,2022-2023,Overtime Hours,Total Overtime Hours,"37,538.02","26,261.19","49,426.06","33,310.47","25,074.49","26,681.61","34,283.62","29,212.84","31,117.26","35,659.63","29,777.15","30,507.53"
CMC,2022-2023,Use of Force (UOF),Total UOF Incidents,7.00,11.00,12.00,10.00,10.00,19.00,17.00,14.00,14.00,10.00,14.00,10.00
CMC,2022-2023,Use of Force (UOF),Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
CMC,2022-2023,Use of Force (UOF),Metric,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23
CMF,2022-2023,Fiscal,Actual Expenditures ($),"18,686,015.67","39,431,511.27","58,686,638.48","81,783,659.86","102,821,795.35","127,797,740.79","149,117,904.78","169,835,815.69","193,033,365.65","214,037,567.36","234,947,700.04","255,252,270.03"
CMF,2022-2023,Fiscal,Institution Budget ($),"234,250,463.00","234,354,484.00","234,409,595.00","237,404,609.00","255,804,287.00","255,833,137.00","259,486,124.00","260,239,303.00","260,190,162.00","265,898,962.00","266,416,419.00","267,244,399.00"
CMF,2022-2023,Lockdowns and Modified Programs,Incarcerated Persons-Days on Modified Programs,31.20,30.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CMF,2022-2023,Lockdowns and Modified Programs,Lockdowns,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CMF,2022-2023,Number of Deaths,Expected,3.00,1.00,3.00,2.00,5.00,6.00,4.00,2.00,5.00,5.00,3.00,4.00
CMF,2022-2023,Number of Deaths,Missing,,,,,,,,,3.00,,,
CMF,2022-2023,Number of Deaths,Suicide,,,,1.00,,,,,1.00,,,
CMF,2022-2023,Number of Deaths,Unexpected,,,,,1.00,,,,5.00,1.00,,
CMF,2022-2023,Number of Deaths,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
CMF,2022-2023,Number of Deaths,Metric,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23
CMF,2022-2023,Overtime Hours,Custody (Overtime),"26,661.76","18,110.54","19,338.65","25,049.02","19,456.25","19,975.17","21,289.64","16,396.07","17,311.83","16,215.39","14,696.39","16,793.38"
CMF,2022-2023,Overtime Hours,Dental + Mental Health (Overtime),750.45,500.57,421.48,481.95,380.87,423.90,373.90,440.15,521.00,483.25,433.48,430.50
CMF,2022-2023,Overtime Hours,Non-Custody (Overtime),941.25,938.50,946.75,"1,188.50","1,059.50",984.00,"1,537.75","1,045.00","1,048.25","1,663.75","1,408.50","1,385.25"
CMF,2022-2023,Overtime Hours,Total Overtime Hours,"28,353.46","19,549.61","20,706.88","26,719.47","20,896.62","21,383.07","23,201.29","17,881.22","18,881.08","18,362.39","16,538.37","18,609.13"
CMF,2022-2023,Use of Force (UOF),Total UOF Incidents,27.00,39.00,30.00,15.00,22.00,25.00,26.00,18.00,14.00,15.00,22.00,20.00
COR,2022-2023,Fiscal,Actual Expenditures ($),"22,678,793.29","47,803,771.96","71,377,838.79","98,153,024.45","122,709,254.70","152,159,435.54","177,214,387.55","201,790,222.98","228,308,252.76","252,152,510.82","276,708,237.00","300,185,387.64"
COR,2022-2023,Fiscal,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
COR,2022-2023,Fiscal,Metric,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23
COR,2022-2023,Fiscal,Institution Budget ($),"264,855,455.00","265,102,142.00","265,369,823.00","265,396,120.00","286,944,917.00","286,948,292.00","291,381,169.00","292,810,642.00","293,115,141.00","304,633,300.00","304,819,387.00","304,974,552.00"
COR,2022-2023,Lockdowns and Modified Programs,Incarcerated Persons-Days on Modified Programs,14.42,7.81,3.95,3.13,4.08,3.23,3.63,2.17,2.37,2.46,2.70,3.27
COR,2022-2023,Lockdowns and Modified Programs,Lockdowns,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
COR,2022-2023,Number of Deaths,Expected,,,2.00,2.00,,1.00,1.00,,,1.00,,2.00
COR,2022-2023,Number of Deaths,Missing,1.00,,,,,,,,,,1.00,
COR,2022-2023,Number of Deaths,Suicide,,,,,,,1.00,,,,1.00,
COR,2022-2023,Number of Deaths,Unexpected,2.00,1.00,,1.00,1.00,,,,,,,2.00
COR,2022-2023,Overtime Hours,Custody (Overtime),"40,690.42","28,913.28","53,417.22","35,585.56","24,814.90","27,191.20","32,416.35","28,505.24","28,215.29","29,743.24","21,867.09","19,157.92"
