institution,fiscal_year,category,metric,Jul,Aug,Sep,Oct,Nov,Dec,Jan,Feb,Mar,Apr,May,Jun
CHCF,2024-2025,Use of Force (UOF),Total UOF Incidents,42.00,42.00,45.00,33.00,51.00,32.00,27.00,17.00,37.00,47.00,36.00,32.00
CIM,2024-2025,Fiscal,Actual Expenditures ($),"20,877,687.35","40,793,621.90","59,923,223.83","79,925,025.08","100,815,039.70","120,918,799.44","141,136,376.51","162,508,646.01","182,942,345.62","202,062,410.27","220,996,235.00","239,929,428.77"
CIM,2024-2025,Fiscal,Institution Budget ($),"243,948,348.00","243,948,009.00","244,132,440.00","244,104,958.00","244,872,454.00","230,720,614.00","230,814,817.00","233,078,771.69","232,315,319.69","243,258,318.69","243,330,967.69","243,610,239.69"
CIM,2024-2025,Fiscal,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
CIM,2024-2025,Fiscal,Metric,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Jan-25,Feb-25,Mar-25,Apr-25,May-25,Jun-25
CIM,2024-2025,Lockdowns and Modified Programs,Incarcerated Persons-Days on Modified Programs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CIM,2024-2025,Lockdowns and Modified Programs,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
CIM,2024-2025,Lockdowns and Modified Programs,Metric,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Jan-25,Feb-25,Mar-25,Apr-25,May-25,Jun-25
CIM,2024-2025,Lockdowns and Modified Programs,Lockdowns,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
CIM,2024-2025,Number of Deaths,Expected,2.00,,,,1.00,1.00,2.00,,,1.00,,1.00
CIM,2024-2025,Number of Deaths,Missing,,,,,1.00,,,,,1.00,,
CIM,2024-2025,Overtime Hours,Custody (Overtime),"16,265.29","21,289.70","26,825.89","18,060.28","16,515.04","22,331.95","18,363.60","22,960.06","26,789.95","15,916.10","19,855.40","25,994.40"
CIM,2024-2025,Overtime Hours,Dental + Mental Health (Overtime),662.00,576.00,618.00,299.00,171.50,138.00,163.50,92.00,49.50,45.00,43.00,60.00
CIM,2024-2025,Overtime Hours,Non-Custody (Overtime),"3,347.00","3,815.25","4,365.25","3,464.25","2,986.25","3,180.25","2,717.00","3,672.95","3,860.25","2,359.80","3,683.00","4,415.00"
CIM,2024-2025,Overtime Hours,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
CIM,2024-2025,Overtime Hours,Metric,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Jan-25,Feb-25,Mar-25,Apr-25,May-25,Jun-25
CIM,2024-2025,Overtime Hours,Total Overtime Hours,"20,274.29","25,680.95","31,809.14","21,823.53","19,672.79","25,650.20","21,244.10","26,725.01","30,699.70","18,320.80","23,581.40","30,469.40"
CIM,2024-2025,Use of Force (UOF),Total UOF Incidents,5.00,13.00,10.00,6.00,2.00,4.00,5.00,5.00,6.00,5.00,7.00,9.00
CIW,2024-2025,Fiscal,Actual Expenditures ($),"12,472,785.40","26,170,471.86","39,205,840.58","52,610,706.11","66,440,185.99","80,287,973.33","93,360,874.35","106,733,376.11","120,622,130.84","134,371,450.41","149,095,534.98","162,815,464.12"
CIW,2024-2025,Fiscal,Institution Budget ($),"169,573,472.00","169,577,189.00","169,834,491.00","169,502,897.00","170,122,101.00","157,633,009.00","158,152,234.00","158,711,829.32","159,126,190.32","166,752,043.32","166,950,883.32","167,162,264.32"
CIW,2024-2025,Lockdowns and Modified Programs,Incarcerated Persons-Days on Modified Programs,0.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CIW,2024-2025,Lockdowns and Modified Programs,Lockdowns,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
CIW,2024-2025,Number of Deaths,Expected,,1.00,,1.00,,,,,4.00,,,
CIW,2024-2025,Number of Deaths,Unexpected,,,,,,1.00,,,1.00,,,
CIW,2024-2025,Number of Deaths,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
CIW,2024-2025,Number of Deaths,Metric,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Jan-25,Feb-25,Mar-25,Apr-25,May-25,Jun-25
CIW,2024-2025,Overtime Hours,Custody (Overtime),"8,647.11","10,062.67","13,988.26","13,060.39","7,450.45","10,480.65","10,134.61","12,552.28","13,313.67","10,622.40","11,749.20","1,661.80"
CIW,2024-2025,Overtime Hours,Dental + Mental Health (Overtime),164.00,186.50,324.00,220.25,272.75,279.50,262.00,321.75,324.50,222.30,234.00,367.00
CIW,2024-2025,Overtime Hours,Non-Custody (Overtime),"1,822.13","5,898.25","2,354.25","2,076.50","1,921.25","2,107.50","3,828.50","2,062.50","2,508.75","1,459.00","1,745.30","2,761.00"
CIW,2024-2025,Overtime Hours,Total Overtime Hours,"10,633.24","16,147.42","16,666.51","15,357.14","9,644.45","12,867.65","14,225.11","14,936.53","16,146.92","12,303.70","13,728.50","19,789.80"
CIW,2024-2025,Use of Force (UOF),Total UOF Incidents,11.00,12.00,7.00,10.00,5.00,11.00,16.00,23.00,14.00,11.00,15.00,17.00
CMC,2024-2025,Fiscal,Actual Expenditures ($),"16,313,294.69","35,150,160.89","51,932,746.68","70,067,934.36","89,265,836.91","106,601,789.15","124,844,967.02","142,820,088.68","160,068,396.80","176,184,404.19","193,824,067.99","211,706,747.27"
CMC,2024-2025,Fiscal,Institution Budget ($),"222,624,626.00","222,607,223.00","222,799,308.00","224,850,995.00","225,700,355.00","213,827,868.00","213,964,576.00","214,790,634.00","215,207,161.00","214,867,933.00","214,835,689.00","215,136,825.00"
CMC,2024-2025,Fiscal,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
CMC,2024-2025,Fiscal,Metric,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Jan-25,Feb-25,Mar-25,Apr-25,May-25,Jun-25
CMC,2024-2025,Lockdowns and Modified Programs,Incarcerated Persons-Days on Modified Programs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.23,13.66
CMC,2024-2025,Lockdowns and Modified Programs,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
CMC,2024-2025,Lockdowns and Modified Programs,Metric,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Jan-25,Feb-25,Mar-25,Apr-25,May-25,Jun-25
CMC,2024-2025,Lockdowns and Modified Programs,Lockdowns,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,1.00
CMC,2024-2025,Number of Deaths,Expected,1.00,,,1.00,,1.00,,,,1.00,,
CMC,2024-2025,Number of Deaths,Missing,1.00,,1.00,,,,,,,,,
CMC,2024-2025,Number of Deaths,Suicide,1.00,,,,,,,,,,,1.00
CMC,2024-2025,Number of Deaths,Unexpected,,,,,1.00,,,,,,1.00,
CMC,2024-2025,Overtime Hours,Custody (Overtime),"14,313.12","13,525.59","16,502.21","9,425.85","10,038.12","14,720.01","12,426.11","8,731.96","9,709.43","10,024.40","11,350.70","14,256.80"
CMC,2024-2025,Overtime Hours,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
CMC,2024-2025,Overtime Hours,Metric,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Jan-25,Feb-25,Mar-25,Apr-25,May-25,Jun-25
CMC,2024-2025,Overtime Hours,Dental + Mental Health (Overtime),84.00,40.00,148.00,84.00,238.00,131.00,164.00,184.00,127.00,90.00,123.50,119.30
CMC,2024-2025,Overtime Hours,Non-Custody (Overtime),959.75,"1,175.50","1,372.63","1,000.25",726.50,748.25,"1,108.75",769.75,848.25,"1,012.50",922.50,863.00
CMC,2024-2025,Overtime Hours,Total Overtime Hours,"15,356.87","14,741.09","18,022.84","10,510.10","11,002.62","15,599.26","13,698.86","9,685.71","10,684.68","11,132.90","12,396.70","15,239.00"
CMC,2024-2025,Use of Force (UOF),Total UOF Incidents,9.00,13.00,12.00,18.00,14.00,18.00,5.00,12.00,10.00,59.00,13.00,25.00
CMF,2024-2025,Fiscal,Actual Expenditures ($),"15,151,702.78","37,206,022.69","58,560,513.47","79,851,812.68","102,756,327.34","126,990,162.23","149,236,195.60","171,531,770.52","193,260,079.27","214,724,144.55","237,200,886.82","262,101,818.96"
CMF,2024-2025,Fiscal,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
CMF,2024-2025,Fiscal,Metric,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Jan-25,Feb-25,Mar-25,Apr-25,May-25,Jun-25
CMF,2024-2025,Fiscal,Institution Budget ($),"263,364,147.00","263,386,774.00","263,509,503.00","266,962,961.00","267,660,092.00","259,544,316.00","260,326,462.00","260,887,400.69","260,891,344.69","259,455,838.69","259,532,380.69","259,800,249.69"
CMF,2024-2025,Lockdowns and Modified Programs,Incarcerated Persons-Days on Modified Programs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30
CMF,2024-2025,Lockdowns and Modified Programs,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
CMF,2024-2025,Lockdowns and Modified Programs,Metric,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Jan-25,Feb-25,Mar-25,Apr-25,May-25,Jun-25
CMF,2024-2025,Lockdowns and Modified Programs,Lockdowns,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
CMF,2024-2025,Number of Deaths,Expected,8.00,,,6.00,5.00,10.00,7.00,,,8.00,4.00,3.00
CMF,2024-2025,Number of Deaths,Homicide,,,,,,,,,,,,1.00
CMF,2024-2025,Number of Deaths,Missing,,,5.00,2.00,2.00,1.00,,,,,,1.00
CMF,2024-2025,Number of Deaths,Unexpected,1.00,,,1.00,,,2.00,,,,,1.00
CMF,2024-2025,Number of Deaths,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
CMF,2024-2025,Number of Deaths,Metric,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Jan-25,Feb-25,Mar-25,Apr-25,May-25,Jun-25
CMF,2024-2025,Overtime Hours,Custody (Overtime),"9,724.74","9,128.08","8,333.03","6,665.64","5,492.11","6,948.17","4,531.14","4,827.91","5,208.71","5,034.10","5,435.50","8,391.80"
CMF,2024-2025,Overtime Hours,Dental + Mental Health (Overtime),712.25,565.00,677.75,742.75,705.25,555.25,509.50,373.25,344.17,361.30,391.80,326.90
CMF,2024-2025,Overtime Hours,Non-Custody (Overtime),"1,172.25","1,303.00","1,780.75","1,072.75","1,036.50","1,319.50","1,394.75","1,130.75","1,007.50","1,077.00","1,158.30","1,599.50"
CMF,2024-2025,Overtime Hours,Total Overtime Hours,"11,609.24","10,996.08","10,791.53","8,481.14","7,233.86","8,822.92","6,435.39","6,331.91","6,560.38","6,472.30","6,985.50","10,318.20"
CMF,2024-2025,Use of Force (UOF),Total UOF Incidents,29.00,36.00,27.00,37.00,23.00,26.00,23.00,26.00,24.00,34.00,57.00,42.00
COR,2024-2025,Fiscal,Actual Expenditures ($),"26,119,595.22","49,760,888.60","74,040,237.51","97,818,913.71","124,387,202.21","149,275,876.34","173,203,847.89","195,564,558.25","220,145,933.35","245,134,991.48","267,958,052.82","292,296,204.97"
COR,2024-2025,Fiscal,Institution Budget ($),"302,822,592.00","302,847,851.00","303,389,711.00","303,993,058.00","304,929,052.00","285,279,697.00","285,486,734.00","286,536,027.69","287,164,973.69","294,080,315.69","294,193,471.69","294,340,931.69"
COR,2024-2025,Lockdowns and Modified Programs,Incarcerated Persons-Days on Modified Programs,3.38,0.00,0.00,0.00,0.00,0.00,3.45,0.00,1.23,2.45,0.00,4.37
COR,2024-2025,Lockdowns and Modified Programs,Lockdowns,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,2.00,,,
COR,2024-2025,Number of Deaths,Expected,,,,,1.00,1.00,,,1.00,,,
COR,2024-2025,Number of Deaths,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
COR,2024-2025,Number of Deaths,Metric,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Jan-25,Feb-25,Mar-25,Apr-25,May-25,Jun-25
COR,2024-2025,Number of Deaths,Missing,,,,,,1.00,,,1.00,1.00,,
COR,2024-2025,Number of Deaths,Suicide,,,,,1.00,,,,,,,1.00
COR,2024-2025,Number of Deaths,Unexpected,,,,,,1.00,,,1.00,1.00,1.00,
COR,2024-2025,Overtime Hours,Custody (Overtime),"6,746.74","6,831.53","9,018.42","7,178.52","8,548.87","7,814.01","8,004.17","8,419.28","9,259.92","9,804.30","10,910.10","15,627.40"
COR,2024-2025,Overtime Hours,Dental + Mental Health (Overtime),756.50,549.00,551.75,509.75,564.00,90.75,60.75,83.00,65.00,45.30,80.30,103.80
COR,2024-2025,Overtime Hours,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
COR,2024-2025,Overtime Hours,Metric,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Jan-25,Feb-25,Mar-25,Apr-25,May-25,Jun-25
COR,2024-2025,Overtime Hours,Non-Custody (Overtime),"2,119.58","4,546.75","1,947.90","3,086.57","2,664.75","3,159.50","6,112.97","2,797.13","3,923.00","2,904.50","3,124.50","2,719.00"
COR,2024-2025,Overtime Hours,Total Overtime Hours,"9,622.82","11,927.28","11,518.07","10,774.84","11,777.62","11,064.26","14,177.89","11,299.41","13,247.92","12,754.00","14,114.80","18,450.20"
COR,2024-2025,Use of Force (UOF),Total UOF Incidents,33.00,50.00,37.00,42.00,35.00,33.00,34.00,39.00,55.00,94.00,63.00,64.00
CRC,2024-2025,Fiscal,Actual Expenditures ($),"15,936,087.42","32,940,868.87","49,644,591.50","66,377,522.07","84,556,193.55","102,055,569.55","119,154,029.85","136,275,876.60","153,290,976.10","171,111,124.51","187,818,724.25","204,951,060.95"
CRC,2024-2025,Fiscal,Institution Budget ($),"215,958,518.00","215,981,898.00","216,147,760.00","216,132,094.00","217,131,738.00","207,686,771.00","207,750,944.00","208,816,345.69","209,357,016.69","207,936,475.69","208,223,968.69","208,321,590.69"
CRC,2024-2025,Lockdowns and Modified Programs,Incarcerated Persons-Days on Modified Programs,0.00,0.00,0.00,0.00,0.72,0.57,0.82,1.78,0.00,0.00,0.00,0.00
CRC,2024-2025,Lockdowns and Modified Programs,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
CRC,2024-2025,Lockdowns and Modified Programs,Metric,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Jan-25,Feb-25,Mar-25,Apr-25,May-25,Jun-25
CRC,2024-2025,Lockdowns and Modified Programs,Lockdowns,0.00,0.00,0.00,0.00,1.00,0.00,3.00,1.00,0.00,,,
CRC,2024-2025,Number of Deaths,Missing,1.00,2.00,,,,,,1.00,,1.00,1.00,
CRC,2024-2025,Overtime Hours,Custody (Overtime),"13,635.19","12,152.93","15,658.73","12,724.52","12,815.54","15,556.43","11,367.34","14,724.10","23,642.78","16,550.90","15,830.00","18,555.50"
CRC,2024-2025,Overtime Hours,Dental + Mental Health (Overtime),46.00,30.00,17.00,22.00,71.00,66.00,71.00,42.00,54.50,10.00,33.00,53.00
CRC,2024-2025,Overtime Hours,Non-Custody (Overtime),"2,034.00","6,220.25","2,723.00","2,336.00","2,583.25","2,642.75","2,132.75","2,552.75","3,335.00","1,942.80","2,228.50","2,587.30"
CRC,2024-2025,Overtime Hours,Total Overtime Hours,"15,715.19","18,403.18","18,398.73","15,082.52","15,469.79","18,265.18","13,571.09","17,318.85","27,032.28","18,503.60","18,091.50","21,195.70"
CRC,2024-2025,Overtime Hours,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
CRC,2024-2025,Overtime Hours,Metric,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Jan-25,Feb-25,Mar-25,Apr-25,May-25,Jun-25
CRC,2024-2025,Use of Force (UOF),Total UOF Incidents,11.00,7.00,24.00,15.00,9.00,7.00,7.00,9.00,15.00,15.00,16.00,14.00
CTF,2024-2025,Fiscal,Actual Expenditures ($),"16,590,300.56","33,565,457.75","51,338,734.54","68,394,825.04","86,283,150.47","104,492,254.19","121,897,960.70","138,965,915.57","157,172,206.15","175,041,090.71","191,871,459.22","209,079,545.99"
CTF,2024-2025,Fiscal,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
CTF,2024-2025,Fiscal,Metric,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Jan-25,Feb-25,Mar-25,Apr-25,May-25,Jun-25
CTF,2024-2025,Fiscal,Institution Budget ($),"214,208,789.00","214,313,174.00","214,658,201.00","215,119,038.00","216,725,008.00","205,168,249.00","205,396,124.00","207,089,499.38","207,694,108.38","211,315,203.38","211,540,819.38","211,735,216.38"
CTF,2024-2025,Lockdowns and Modified Programs,Incarcerated Persons-Days on Modified Programs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00
CTF,2024-2025,Lockdowns and Modified Programs,Lockdowns,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.00,
CTF,2024-2025,Lockdowns and Modified Programs,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
CTF,2024-2025,Lockdowns and Modified Programs,Metric,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Jan-25,Feb-25,Mar-25,Apr-25,May-25,Jun-25
CTF,2024-2025,Number of Deaths,Expected,1.00,,,,,,,,2.00,1.00,,1.00
CTF,2024-2025,Number of Deaths,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
CTF,2024-2025,Number of Deaths,Metric,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Jan-25,Feb-25,Mar-25,Apr-25,May-25,Jun-25
CTF,2024-2025,Number of Deaths,Suicide,,,,1.00,,,,,1.00,,,
CTF,2024-2025,Number of Deaths,Unexpected,,,,,,,,,1.00,,,
CTF,2024-2025,Overtime Hours,Custody (Overtime),"14,425.71","12,003.98","14,607.94","11,803.02","23,385.47","13,131.77","11,762.47","7,954.21","11,490.01","9,642.90","7,621.70","10,218.30"
CTF,2024-2025,Overtime Hours,Dental + Mental Health (Overtime),2.00,7.25,1.25,8.25,11.50,16.00,15.00,14.75,1.00,3.50,10.50,0.00
CTF,2024-2025,Overtime Hours,Non-Custody (Overtime),"1,572.50","2,509.75","1,638.25","1,375.50","1,277.20","2,200.75","2,352.15","1,268.25","2,113.25","1,453.00","1,378.20","1,493.50"
CTF,2024-2025,Overtime Hours,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
CTF,2024-2025,Overtime Hours,Metric,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Jan-25,Feb-25,Mar-25,Apr-25,May-25,Jun-25
CTF,2024-2025,Overtime Hours,Total Overtime Hours,"16,000.21","14,520.98","16,247.44","13,186.77","24,674.17","15,348.52","14,129.62","9,237.21","13,604.26","11,099.40","9,010.40","11,711.80"
CTF,2024-2025,Use of Force (UOF),Total UOF Incidents,6.00,1.00,3.00,11.00,9.00,4.00,5.00,7.00,5.00,3.00,6.00,5.00
CVSP,2024-2025,Fiscal,Actual Expenditures ($),"5,236,743.44","7,505,337.37","8,957,432.05","10,236,352.11","11,219,696.36","11,760,607.02","12,355,853.38","13,012,572.46","13,612,278.34","14,172,797.56","14,614,251.69","15,224,497.50"
CVSP,2024-2025,Fiscal,Institution Budget ($),"102,466,640.00","102,471,815.00","102,607,690.00","102,637,820.00","102,542,981.00","21,616,363.00","21,638,767.00","21,631,684.00","21,454,619.00","19,951,417.00","19,952,074.00","19,953,838.00"
CVSP,2024-2025,Lockdowns and Modified Programs,Lockdowns,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
CVSP,2024-2025,Overtime Hours,Custody (Overtime),"2,565.92",148.00,,0.00,,,,,,,,
CVSP,2024-2025,Overtime Hours,Dental + Mental Health (Overtime),0.00,0.00,,0.00,,,,,,,,
CVSP,2024-2025,Overtime Hours,Non-Custody (Overtime),412.00,240.50,,207.50,,,,,,,,
CVSP,2024-2025,Overtime Hours,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
CVSP,2024-2025,Overtime Hours,Metric,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Jan-25,Feb-25,Mar-25,Apr-25,May-25,Jun-25
CVSP,2024-2025,Overtime Hours,Total Overtime Hours,"2,977.92",388.50,,207.50,,,,,,,,
DVI,2024-2025,Fiscal,Actual Expenditures ($),"-102,624.25","119,716.58","339,002.57","550,270.69","787,149.70","1,137,700.91","1,375,462.04","1,582,447.26","1,818,700.87","2,061,185.99","2,301,657.35","2,558,337.22"
DVI,2024-2025,Fiscal,Institution Budget ($),"3,180,795.00","3,180,795.00","3,180,795.00","3,180,795.00","3,180,795.00","3,180,795.00","3,180,795.00","3,180,795.00","3,180,795.00","2,717,735.00","2,717,735.00","2,717,735.00"
DVI,2024-2025,Fiscal,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
DVI,2024-2025,Fiscal,Metric,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Jan-25,Feb-25,Mar-25,Apr-25,May-25,Jun-25
DVI,2024-2025,Lockdowns and Modified Programs,Lockdowns,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
FOL,2024-2025,Fiscal,Actual Expenditures ($),"12,834,546.31","25,852,957.16","38,370,551.17","51,240,573.38","65,477,972.57","78,912,599.09","92,760,721.19","106,321,031.92","119,037,303.37","132,100,219.25","145,276,922.61","158,199,426.28"
FOL,2024-2025,Fiscal,Institution Budget ($),"166,451,178.00","166,581,564.00","166,735,333.00","166,726,712.00","166,639,970.00","160,490,012.00","160,569,927.00","160,636,388.00","160,828,414.00","162,250,298.00","162,295,599.00","162,547,295.00"
FOL,2024-2025,Lockdowns and Modified Programs,Incarcerated Persons-Days on Modified Programs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.63,0.00,0.00,13.00
FOL,2024-2025,Lockdowns and Modified Programs,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
FOL,2024-2025,Lockdowns and Modified Programs,Metric,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Jan-25,Feb-25,Mar-25,Apr-25,May-25,Jun-25
FOL,2024-2025,Lockdowns and Modified Programs,Lockdowns,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,8.00,,,
FOL,2024-2025,Number of Deaths,Expected,,,1.00,,,,,,,,1.00,
FOL,2024-2025,Number of Deaths,Homicide,,,1.00,,,,,,,,,
FOL,2024-2025,Number of Deaths,Suicide,,,2.00,,,,,,,,,
FOL,2024-2025,Number of Deaths,Unexpected,,,1.00,,,,,1.00,,,1.00,1.00
FOL,2024-2025,Number of Deaths,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
FOL,2024-2025,Number of Deaths,Metric,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Jan-25,Feb-25,Mar-25,Apr-25,May-25,Jun-25
FOL,2024-2025,Overtime Hours,Custody (Overtime),"9,917.73","8,801.40","11,870.10","8,160.17","8,190.58","5,193.82","3,887.60","3,701.14","6,271.37","3,956.40","4,934.20","5,490.80"
FOL,2024-2025,Overtime Hours,Dental + Mental Health (Overtime),35.00,20.00,38.00,15.00,23.00,10.00,23.00,23.00,33.00,5.00,75.00,5.00
FOL,2024-2025,Overtime Hours,Non-Custody (Overtime),"1,775.50","2,919.50","1,886.50","1,400.75","1,496.75","1,603.50","1,188.33",960.00,"1,423.25","1,038.30","1,211.80","1,733.00"
FOL,2024-2025,Overtime Hours,Total Overtime Hours,"11,728.23","11,740.90","13,794.60","9,575.92","9,710.33","6,807.32","5,098.93","4,684.14","7,727.62","4,999.70","6,220.90","7,228.80"
FOL,2024-2025,Use of Force (UOF),Total UOF Incidents,9.00,6.00,11.00,9.00,12.00,7.00,13.00,11.00,17.00,15.00,8.00,15.00
HDSP,2024-2025,Fiscal,Actual Expenditures ($),"18,170,499.07","37,543,239.32","55,820,826.56","74,691,879.20","94,399,781.19","114,313,088.75","133,345,664.93","153,056,623.09","171,274,778.38","189,909,484.27","207,829,394.46","226,250,141.38"
HDSP,2024-2025,Fiscal,Institution Budget ($),"230,765,297.00","230,780,236.00","231,533,201.00","231,890,938.00","232,895,612.00","218,463,006.00","218,675,109.00","219,760,075.69","219,874,457.69","229,458,853.69","229,491,790.69","229,672,414.69"
HDSP,2024-2025,Lockdowns and Modified Programs,Incarcerated Persons-Days on Modified Programs,0.00,0.00,0.24,0.00,6.51,3.83,0.00,0.90,10.13,0.02,0.00,11.21
HDSP,2024-2025,Lockdowns and Modified Programs,Lockdowns,0.00,0.00,1.00,0.00,0.00,0.00,0.00,2.00,3.00,,,
HDSP,2024-2025,Number of Deaths,Expected,1.00,,,1.00,,,,,,,,
HDSP,2024-2025,Number of Deaths,Homicide,,,,,,,,,,1.00,,1.00
HDSP,2024-2025,Number of Deaths,Unexpected,,,,,,,,,,,,1.00
HDSP,2024-2025,Number of Deaths,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
HDSP,2024-2025,Number of Deaths,Metric,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Jan-25,Feb-25,Mar-25,Apr-25,May-25,Jun-25
HDSP,2024-2025,Overtime Hours,Custody (Overtime),"23,498.59","22,284.71","26,866.97","23,014.27","21,357.99","21,543.21","15,911.99","16,370.77","19,045.68","13,984.70","16,884.50","23,662.20"
HDSP,2024-2025,Overtime Hours,Dental + Mental Health (Overtime),"1,121.00",237.25,274.75,255.75,293.75,183.50,270.75,250.75,263.00,265.50,258.30,297.30
HDSP,2024-2025,Overtime Hours,Non-Custody (Overtime),"1,723.50","1,941.75","2,622.50","1,699.00","1,566.25","2,083.75","1,400.57","1,751.00","2,023.50","1,632.30","1,631.50","2,167.80"
HDSP,2024-2025,Overtime Hours,Total Overtime Hours,"26,343.09","24,463.71","29,764.22","24,969.02","23,217.99","23,810.46","17,583.31","18,372.52","21,332.18","15,882.50","18,774.20","26,127.20"
HDSP,2024-2025,Use of Force (UOF),Total UOF Incidents,32.00,35.00,33.00,36.00,35.00,39.00,33.00,40.00,23.00,38.00,23.00,31.00
ISP,2024-2025,Fiscal,Actual Expenditures ($),"14,994,125.17","31,135,584.77","48,513,556.50","64,927,668.15","82,220,922.12","100,357,282.41","116,729,167.42","133,202,540.49","150,357,392.63","166,668,213.75","181,846,200.08","197,122,566.27"
