month,institution,measure,value
Jun 2020,SQ,Patients 50 Years or Older,51%
Jun 2020,SQ,Specialized Health Care Beds,50
Jun 2020,SQ,Institution Population,3632
Jun 2020,SVSP,High Risk Priority 1,5%
Jun 2020,SVSP,High Risk Priority 2,9%
Jun 2020,SVSP,Medium Risk,49%
Jun 2020,SVSP,Low Risk,38%
Jun 2020,SVSP,Mental Health EOP,13%
Jun 2020,SVSP,Disability Placement Program (DPP) Patients,12%
Jun 2020,SVSP,Patients 50 Years or Older,18%
Jun 2020,SVSP,Specialized Health Care Beds,268
Jun 2020,SVSP,Institution Population,2934
Jun 2020,VSP,High Risk Priority 1,6%
Jun 2020,VSP,High Risk Priority 2,11%
Jun 2020,VSP,Medium Risk,50%
Jun 2020,VSP,Low Risk,32%
Jun 2020,VSP,Mental Health EOP,11%
Jun 2020,VSP,Disability Placement Program (DPP) Patients,22%
Jun 2020,VSP,Patients 50 Years or Older,47%
Jun 2020,VSP,Specialized Health Care Beds,20
Jun 2020,VSP,Institution Population,3036
Jun 2020,WSP,High Risk Priority 1,1%
Jun 2020,WSP,High Risk Priority 2,3%
Jun 2020,WSP,Medium Risk,37%
Jun 2020,WSP,Low Risk,59%
Jun 2020,WSP,Mental Health EOP,1%
Jun 2020,WSP,Disability Placement Program (DPP) Patients,3%
Jun 2020,WSP,Patients 50 Years or Older,11%
Jun 2020,WSP,Specialized Health Care Beds,16
Jun 2020,WSP,Institution Population,2797
May 2020,SW,High Risk Priority 1,6%
May 2020,SW,High Risk Priority 2,9%
May 2020,SW,Medium Risk,34%
May 2020,SW,Low Risk,51%
May 2020,SW,Mental Health EOP,6%
May 2020,SW,Disability Placement Program (DPP) Patients,9%
May 2020,SW,Patients 50 Years or Older,26%
May 2020,SW,Specialized Health Care Beds,3810
May 2020,SW,Institution Population,114794
May 2020,ASP,High Risk Priority 1,0%
May 2020,ASP,High Risk Priority 2,1%
May 2020,ASP,Medium Risk,34%
May 2020,ASP,Low Risk,65%
May 2020,ASP,Mental Health EOP,0%
May 2020,ASP,Disability Placement Program (DPP) Patients,3%
May 2020,ASP,Patients 50 Years or Older,28%
May 2020,ASP,Specialized Health Care Beds,28
May 2020,ASP,Institution Population,4178
May 2020,CAC,High Risk Priority 1,0%
May 2020,CAC,High Risk Priority 2,1%
May 2020,CAC,Medium Risk,13%
May 2020,CAC,Low Risk,86%
May 2020,CAC,Mental Health EOP,0%
May 2020,CAC,Disability Placement Program (DPP) Patients,2%
May 2020,CAC,Patients 50 Years or Older,11%
May 2020,CAC,Specialized Health Care Beds,
May 2020,CAC,Institution Population,2206
May 2020,CAL,High Risk Priority 1,0%
May 2020,CAL,High Risk Priority 2,1%
May 2020,CAL,Medium Risk,16%
May 2020,CAL,Low Risk,83%
May 2020,CAL,Mental Health EOP,0%
May 2020,CAL,Disability Placement Program (DPP) Patients,1%
May 2020,CAL,Patients 50 Years or Older,8%
May 2020,CAL,Specialized Health Care Beds,18
May 2020,CAL,Institution Population,3131
May 2020,CCC,High Risk Priority 1,0%
May 2020,CCC,High Risk Priority 2,1%
May 2020,CCC,Medium Risk,8%
May 2020,CCC,Low Risk,91%
May 2020,CCC,Mental Health EOP,0%
May 2020,CCC,Disability Placement Program (DPP) Patients,1%
May 2020,CCC,Patients 50 Years or Older,9%
May 2020,CCC,Specialized Health Care Beds,19
May 2020,CCC,Institution Population,4019
May 2020,CCI,High Risk Priority 1,1%
May 2020,CCI,High Risk Priority 2,4%
May 2020,CCI,Medium Risk,49%
May 2020,CCI,Low Risk,46%
May 2020,CCI,Mental Health EOP,0%
May 2020,CCI,Disability Placement Program (DPP) Patients,3%
May 2020,CCI,Patients 50 Years or Older,21%
May 2020,CCI,Specialized Health Care Beds,16
May 2020,CCI,Institution Population,3676
May 2020,CCWF,High Risk Priority 1,6%
May 2020,CCWF,High Risk Priority 2,9%
May 2020,CCWF,Medium Risk,53%
May 2020,CCWF,Low Risk,32%
May 2020,CCWF,Mental Health EOP,5%
May 2020,CCWF,Disability Placement Program (DPP) Patients,9%
May 2020,CCWF,Patients 50 Years or Older,19%
May 2020,CCWF,Specialized Health Care Beds,38
May 2020,CCWF,Institution Population,2656
May 2020,CEN,High Risk Priority 1,0%
May 2020,CEN,High Risk Priority 2,1%
May 2020,CEN,Medium Risk,16%
May 2020,CEN,Low Risk,83%
May 2020,CEN,Mental Health EOP,0%
May 2020,CEN,Disability Placement Program (DPP) Patients,2%
May 2020,CEN,Patients 50 Years or Older,9%
May 2020,CEN,Specialized Health Care Beds,13
May 2020,CEN,Institution Population,3390
May 2020,CHCF,High Risk Priority 1,45%
May 2020,CHCF,High Risk Priority 2,20%
May 2020,CHCF,Medium Risk,28%
May 2020,CHCF,Low Risk,8%
May 2020,CHCF,Mental Health EOP,22%
May 2020,CHCF,Disability Placement Program (DPP) Patients,45%
May 2020,CHCF,Patients 50 Years or Older,59%
May 2020,CHCF,Specialized Health Care Beds,2008
May 2020,CHCF,Institution Population,2754
May 2020,CIM,High Risk Priority 1,16%
May 2020,CIM,High Risk Priority 2,31%
May 2020,CIM,Medium Risk,29%
May 2020,CIM,Low Risk,24%
May 2020,CIM,Mental Health EOP,1%
May 2020,CIM,Disability Placement Program (DPP) Patients,19%
May 2020,CIM,Patients 50 Years or Older,50%
May 2020,CIM,Specialized Health Care Beds,78
May 2020,CIM,Institution Population,3284
May 2020,CIW,High Risk Priority 1,8%
May 2020,CIW,High Risk Priority 2,14%
May 2020,CIW,Medium Risk,43%
May 2020,CIW,Low Risk,35%
May 2020,CIW,Mental Health EOP,5%
May 2020,CIW,Disability Placement Program (DPP) Patients,9%
May 2020,CIW,Patients 50 Years or Older,24%
May 2020,CIW,Specialized Health Care Beds,98
May 2020,CIW,Institution Population,1538
May 2020,CMC,High Risk Priority 1,8%
May 2020,CMC,High Risk Priority 2,17%
May 2020,CMC,Medium Risk,38%
May 2020,CMC,Low Risk,38%
May 2020,CMC,Mental Health EOP,16%
May 2020,CMC,Disability Placement Program (DPP) Patients,9%
May 2020,CMC,Patients 50 Years or Older,39%
May 2020,CMC,Specialized Health Care Beds,87
May 2020,CMC,Institution Population,3729
May 2020,CMF,High Risk Priority 1,28%
May 2020,CMF,High Risk Priority 2,26%
May 2020,CMF,Medium Risk,32%
May 2020,CMF,Low Risk,15%
May 2020,CMF,Mental Health EOP,22%
May 2020,CMF,Disability Placement Program (DPP) Patients,38%
May 2020,CMF,Patients 50 Years or Older,50%
May 2020,CMF,Specialized Health Care Beds,635
May 2020,CMF,Institution Population,2397
May 2020,COR,High Risk Priority 1,4%
May 2020,COR,High Risk Priority 2,5%
May 2020,COR,Medium Risk,45%
May 2020,COR,Low Risk,46%
May 2020,COR,Mental Health EOP,7%
May 2020,COR,Disability Placement Program (DPP) Patients,6%
May 2020,COR,Patients 50 Years or Older,21%
May 2020,COR,Specialized Health Care Beds,88
May 2020,COR,Institution Population,3777
May 2020,CRC,High Risk Priority 1,1%
May 2020,CRC,High Risk Priority 2,3%
May 2020,CRC,Medium Risk,44%
May 2020,CRC,Low Risk,53%
May 2020,CRC,Mental Health EOP,0%
May 2020,CRC,Disability Placement Program (DPP) Patients,2%
May 2020,CRC,Patients 50 Years or Older,20%
May 2020,CRC,Specialized Health Care Beds,10
May 2020,CRC,Institution Population,3277
May 2020,CTF,High Risk Priority 1,3%
May 2020,CTF,High Risk Priority 2,7%
May 2020,CTF,Medium Risk,40%
May 2020,CTF,Low Risk,50%
May 2020,CTF,Mental Health EOP,0%
May 2020,CTF,Disability Placement Program (DPP) Patients,9%
May 2020,CTF,Patients 50 Years or Older,43%
May 2020,CTF,Specialized Health Care Beds,17
May 2020,CTF,Institution Population,4852
May 2020,CVSP,High Risk Priority 1,1%
May 2020,CVSP,High Risk Priority 2,6%
May 2020,CVSP,Medium Risk,18%
May 2020,CVSP,Low Risk,75%
May 2020,CVSP,Mental Health EOP,0%
May 2020,CVSP,Disability Placement Program (DPP) Patients,6%
May 2020,CVSP,Patients 50 Years or Older,33%
May 2020,CVSP,Specialized Health Care Beds,
May 2020,CVSP,Institution Population,2283
May 2020,DVI,High Risk Priority 1,2%
May 2020,DVI,High Risk Priority 2,4%
May 2020,DVI,Medium Risk,30%
May 2020,DVI,Low Risk,64%
May 2020,DVI,Mental Health EOP,0%
May 2020,DVI,Disability Placement Program (DPP) Patients,7%
May 2020,DVI,Patients 50 Years or Older,18%
May 2020,DVI,Specialized Health Care Beds,24
May 2020,DVI,Institution Population,1976
May 2020,FSP,High Risk Priority 1,3%
May 2020,FSP,High Risk Priority 2,8%
May 2020,FSP,Medium Risk,29%
May 2020,FSP,Low Risk,59%
May 2020,FSP,Mental Health EOP,0%
May 2020,FSP,Disability Placement Program (DPP) Patients,3%
May 2020,FSP,Patients 50 Years or Older,29%
May 2020,FSP,Specialized Health Care Beds,
May 2020,FSP,Institution Population,3116
May 2020,HDSP,High Risk Priority 1,1%
May 2020,HDSP,High Risk Priority 2,2%
May 2020,HDSP,Medium Risk,40%
May 2020,HDSP,Low Risk,57%
May 2020,HDSP,Mental Health EOP,0%
May 2020,HDSP,Disability Placement Program (DPP) Patients,6%
May 2020,HDSP,Patients 50 Years or Older,10%
May 2020,HDSP,Specialized Health Care Beds,30
May 2020,HDSP,Institution Population,3465
May 2020,ISP,High Risk Priority 1,0%
May 2020,ISP,High Risk Priority 2,2%
May 2020,ISP,Medium Risk,13%
May 2020,ISP,Low Risk,85%
May 2020,ISP,Mental Health EOP,0%
May 2020,ISP,Disability Placement Program (DPP) Patients,2%
May 2020,ISP,Patients 50 Years or Older,13%
May 2020,ISP,Specialized Health Care Beds,14
May 2020,ISP,Institution Population,3279
May 2020,KVSP,High Risk Priority 1,2%
May 2020,KVSP,High Risk Priority 2,6%
May 2020,KVSP,Medium Risk,39%
May 2020,KVSP,Low Risk,53%
May 2020,KVSP,Mental Health EOP,3%
May 2020,KVSP,Disability Placement Program (DPP) Patients,6%
May 2020,KVSP,Patients 50 Years or Older,13%
May 2020,KVSP,Specialized Health Care Beds,22
May 2020,KVSP,Institution Population,3691
May 2020,LAC,High Risk Priority 1,10%
May 2020,LAC,High Risk Priority 2,18%
May 2020,LAC,Medium Risk,41%
May 2020,LAC,Low Risk,31%
May 2020,LAC,Mental Health EOP,18%
May 2020,LAC,Disability Placement Program (DPP) Patients,13%
May 2020,LAC,Patients 50 Years or Older,27%
May 2020,LAC,Specialized Health Care Beds,16
May 2020,LAC,Institution Population,3193
May 2020,MCSP,High Risk Priority 1,22%
May 2020,MCSP,High Risk Priority 2,24%
May 2020,MCSP,Medium Risk,38%
May 2020,MCSP,Low Risk,16%
May 2020,MCSP,Mental Health EOP,18%
May 2020,MCSP,Disability Placement Program (DPP) Patients,21%
May 2020,MCSP,Patients 50 Years or Older,45%
May 2020,MCSP,Specialized Health Care Beds,10
May 2020,MCSP,Institution Population,4009
May 2020,NKSP,High Risk Priority 1,1%
May 2020,NKSP,High Risk Priority 2,4%
May 2020,NKSP,Medium Risk,29%
May 2020,NKSP,Low Risk,66%
May 2020,NKSP,Mental Health EOP,1%
May 2020,NKSP,Disability Placement Program (DPP) Patients,2%
May 2020,NKSP,Patients 50 Years or Older,12%
May 2020,NKSP,Specialized Health Care Beds,16
May 2020,NKSP,Institution Population,3043
May 2020,PBSP,High Risk Priority 1,1%
May 2020,PBSP,High Risk Priority 2,3%
May 2020,PBSP,Medium Risk,22%
May 2020,PBSP,Low Risk,74%
May 2020,PBSP,Mental Health EOP,0%
May 2020,PBSP,Disability Placement Program (DPP) Patients,3%
May 2020,PBSP,Patients 50 Years or Older,13%
May 2020,PBSP,Specialized Health Care Beds,19
May 2020,PBSP,Institution Population,2586
May 2020,PVSP,High Risk Priority 1,0%
May 2020,PVSP,High Risk Priority 2,0%
May 2020,PVSP,Medium Risk,29%
May 2020,PVSP,Low Risk,71%
May 2020,PVSP,Mental Health EOP,0%
May 2020,PVSP,Disability Placement Program (DPP) Patients,2%
May 2020,PVSP,Patients 50 Years or Older,8%
May 2020,PVSP,Specialized Health Care Beds,15
May 2020,PVSP,Institution Population,3256
May 2020,RJD,High Risk Priority 1,17%
May 2020,RJD,High Risk Priority 2,20%
May 2020,RJD,Medium Risk,41%
May 2020,RJD,Low Risk,21%
May 2020,RJD,Mental Health EOP,22%
May 2020,RJD,Disability Placement Program (DPP) Patients,25%
May 2020,RJD,Patients 50 Years or Older,38%
May 2020,RJD,Specialized Health Care Beds,28
May 2020,RJD,Institution Population,3837
May 2020,SAC,High Risk Priority 1,5%
May 2020,SAC,High Risk Priority 2,15%
May 2020,SAC,Medium Risk,47%
May 2020,SAC,Low Risk,34%
May 2020,SAC,Mental Health EOP,31%
May 2020,SAC,Disability Placement Program (DPP) Patients,5%
May 2020,SAC,Patients 50 Years or Older,14%
May 2020,SAC,Specialized Health Care Beds,46
May 2020,SAC,Institution Population,2367
May 2020,SATF,High Risk Priority 1,5%
May 2020,SATF,High Risk Priority 2,8%
May 2020,SATF,Medium Risk,54%
May 2020,SATF,Low Risk,33%
May 2020,SATF,Mental Health EOP,11%
May 2020,SATF,Disability Placement Program (DPP) Patients,17%
May 2020,SATF,Patients 50 Years or Older,28%
May 2020,SATF,Specialized Health Care Beds,38
May 2020,SATF,Institution Population,4884
May 2020,SCC,High Risk Priority 1,1%
May 2020,SCC,High Risk Priority 2,2%
May 2020,SCC,Medium Risk,20%
May 2020,SCC,Low Risk,78%
May 2020,SCC,Mental Health EOP,0%
May 2020,SCC,Disability Placement Program (DPP) Patients,2%
May 2020,SCC,Patients 50 Years or Older,14%
May 2020,SCC,Specialized Health Care Beds,10
May 2020,SCC,Institution Population,4047
May 2020,SOL,High Risk Priority 1,10%
May 2020,SOL,High Risk Priority 2,16%
May 2020,SOL,Medium Risk,23%
May 2020,SOL,Low Risk,50%
May 2020,SOL,Mental Health EOP,0%
May 2020,SOL,Disability Placement Program (DPP) Patients,14%
May 2020,SOL,Patients 50 Years or Older,35%
May 2020,SOL,Specialized Health Care Beds,15
May 2020,SOL,Institution Population,3762
May 2020,SQ,High Risk Priority 1,12%
May 2020,SQ,High Risk Priority 2,20%
May 2020,SQ,Medium Risk,32%
May 2020,SQ,Low Risk,36%
May 2020,SQ,Mental Health EOP,7%
May 2020,SQ,Disability Placement Program (DPP) Patients,9%
May 2020,SQ,Patients 50 Years or Older,49%
May 2020,SQ,Specialized Health Care Beds,50
May 2020,SQ,Institution Population,3746
May 2020,SVSP,High Risk Priority 1,5%
May 2020,SVSP,High Risk Priority 2,9%
May 2020,SVSP,Medium Risk,49%
May 2020,SVSP,Low Risk,38%
May 2020,SVSP,Mental Health EOP,13%
May 2020,SVSP,Disability Placement Program (DPP) Patients,12%
May 2020,SVSP,Patients 50 Years or Older,17%
May 2020,SVSP,Specialized Health Care Beds,268
May 2020,SVSP,Institution Population,2940
May 2020,VSP,High Risk Priority 1,7%
May 2020,VSP,High Risk Priority 2,11%
May 2020,VSP,Medium Risk,50%
May 2020,VSP,Low Risk,32%
May 2020,VSP,Mental Health EOP,11%
May 2020,VSP,Disability Placement Program (DPP) Patients,22%
May 2020,VSP,Patients 50 Years or Older,47%
May 2020,VSP,Specialized Health Care Beds,20
May 2020,VSP,Institution Population,3041
May 2020,WSP,High Risk Priority 1,1%
May 2020,WSP,High Risk Priority 2,3%
May 2020,WSP,Medium Risk,38%
May 2020,WSP,Low Risk,58%
May 2020,WSP,Mental Health EOP,2%
May 2020,WSP,Disability Placement Program (DPP) Patients,3%
May 2020,WSP,Patients 50 Years or Older,11%
May 2020,WSP,Specialized Health Care Beds,16
May 2020,WSP,Institution Population,3409
Apr 2020,SW,High Risk Priority 1,6%
Apr 2020,SW,High Risk Priority 2,9%
Apr 2020,SW,Medium Risk,34%
Apr 2020,SW,Low Risk,51%
Apr 2020,SW,Mental Health EOP,6%
Apr 2020,SW,Disability Placement Program (DPP) Patients,9%
Apr 2020,SW,Patients 50 Years or Older,26%
Apr 2020,SW,Specialized Health Care Beds,3810
Apr 2020,SW,Institution Population,116118
Apr 2020,ASP,High Risk Priority 1,0%
Apr 2020,ASP,High Risk Priority 2,1%
Apr 2020,ASP,Medium Risk,34%
Apr 2020,ASP,Low Risk,65%
Apr 2020,ASP,Mental Health EOP,0%
Apr 2020,ASP,Disability Placement Program (DPP) Patients,3%
Apr 2020,ASP,Patients 50 Years or Older,28%
Apr 2020,ASP,Specialized Health Care Beds,28
Apr 2020,ASP,Institution Population,4216
Apr 2020,CAC,High Risk Priority 1,0%
Apr 2020,CAC,High Risk Priority 2,1%
Apr 2020,CAC,Medium Risk,13%
Apr 2020,CAC,Low Risk,86%
Apr 2020,CAC,Mental Health EOP,0%
Apr 2020,CAC,Disability Placement Program (DPP) Patients,2%
Apr 2020,CAC,Patients 50 Years or Older,11%
Apr 2020,CAC,Specialized Health Care Beds,
Apr 2020,CAC,Institution Population,2086
Apr 2020,CAL,High Risk Priority 1,0%
Apr 2020,CAL,High Risk Priority 2,1%
Apr 2020,CAL,Medium Risk,15%
Apr 2020,CAL,Low Risk,83%
Apr 2020,CAL,Mental Health EOP,0%
Apr 2020,CAL,Disability Placement Program (DPP) Patients,1%
Apr 2020,CAL,Patients 50 Years or Older,8%
Apr 2020,CAL,Specialized Health Care Beds,18
Apr 2020,CAL,Institution Population,2982
Apr 2020,CCC,High Risk Priority 1,0%
Apr 2020,CCC,High Risk Priority 2,1%
Apr 2020,CCC,Medium Risk,8%
Apr 2020,CCC,Low Risk,91%
Apr 2020,CCC,Mental Health EOP,0%
Apr 2020,CCC,Disability Placement Program (DPP) Patients,1%
Apr 2020,CCC,Patients 50 Years or Older,9%
Apr 2020,CCC,Specialized Health Care Beds,19
Apr 2020,CCC,Institution Population,4077
Apr 2020,CCI,High Risk Priority 1,1%
Apr 2020,CCI,High Risk Priority 2,4%
Apr 2020,CCI,Medium Risk,48%
Apr 2020,CCI,Low Risk,47%
Apr 2020,CCI,Mental Health EOP,0%
Apr 2020,CCI,Disability Placement Program (DPP) Patients,3%
Apr 2020,CCI,Patients 50 Years or Older,22%
Apr 2020,CCI,Specialized Health Care Beds,16
Apr 2020,CCI,Institution Population,3534
Apr 2020,CCWF,High Risk Priority 1,6%
Apr 2020,CCWF,High Risk Priority 2,9%
Apr 2020,CCWF,Medium Risk,53%
Apr 2020,CCWF,Low Risk,32%
Apr 2020,CCWF,Mental Health EOP,5%
Apr 2020,CCWF,Disability Placement Program (DPP) Patients,9%
Apr 2020,CCWF,Patients 50 Years or Older,18%
Apr 2020,CCWF,Specialized Health Care Beds,38
Apr 2020,CCWF,Institution Population,2683
Apr 2020,CEN,High Risk Priority 1,0%
Apr 2020,CEN,High Risk Priority 2,1%
Apr 2020,CEN,Medium Risk,16%
Apr 2020,CEN,Low Risk,83%
Apr 2020,CEN,Mental Health EOP,0%
Apr 2020,CEN,Disability Placement Program (DPP) Patients,2%
Apr 2020,CEN,Patients 50 Years or Older,9%
Apr 2020,CEN,Specialized Health Care Beds,13
Apr 2020,CEN,Institution Population,3329
Apr 2020,CHCF,High Risk Priority 1,45%
Apr 2020,CHCF,High Risk Priority 2,20%
Apr 2020,CHCF,Medium Risk,28%
Apr 2020,CHCF,Low Risk,8%
Apr 2020,CHCF,Mental Health EOP,22%
Apr 2020,CHCF,Disability Placement Program (DPP) Patients,44%
Apr 2020,CHCF,Patients 50 Years or Older,58%
Apr 2020,CHCF,Specialized Health Care Beds,2008
Apr 2020,CHCF,Institution Population,2787
Apr 2020,CIM,High Risk Priority 1,20%
Apr 2020,CIM,High Risk Priority 2,32%
Apr 2020,CIM,Medium Risk,26%
Apr 2020,CIM,Low Risk,22%
Apr 2020,CIM,Mental Health EOP,1%
Apr 2020,CIM,Disability Placement Program (DPP) Patients,19%
Apr 2020,CIM,Patients 50 Years or Older,52%
Apr 2020,CIM,Specialized Health Care Beds,78
Apr 2020,CIM,Institution Population,3519
Apr 2020,CIW,High Risk Priority 1,8%
Apr 2020,CIW,High Risk Priority 2,14%
Apr 2020,CIW,Medium Risk,42%
Apr 2020,CIW,Low Risk,36%
Apr 2020,CIW,Mental Health EOP,5%
Apr 2020,CIW,Disability Placement Program (DPP) Patients,9%
Apr 2020,CIW,Patients 50 Years or Older,24%
Apr 2020,CIW,Specialized Health Care Beds,98
Apr 2020,CIW,Institution Population,1573
Apr 2020,CMC,High Risk Priority 1,8%
Apr 2020,CMC,High Risk Priority 2,17%
Apr 2020,CMC,Medium Risk,38%
Apr 2020,CMC,Low Risk,38%
Apr 2020,CMC,Mental Health EOP,16%
Apr 2020,CMC,Disability Placement Program (DPP) Patients,9%
Apr 2020,CMC,Patients 50 Years or Older,39%
Apr 2020,CMC,Specialized Health Care Beds,87
Apr 2020,CMC,Institution Population,3743
Apr 2020,CMF,High Risk Priority 1,28%
Apr 2020,CMF,High Risk Priority 2,26%
Apr 2020,CMF,Medium Risk,31%
Apr 2020,CMF,Low Risk,14%
Apr 2020,CMF,Mental Health EOP,22%
Apr 2020,CMF,Disability Placement Program (DPP) Patients,38%
Apr 2020,CMF,Patients 50 Years or Older,50%
Apr 2020,CMF,Specialized Health Care Beds,635
Apr 2020,CMF,Institution Population,2411
Apr 2020,COR,High Risk Priority 1,2%
Apr 2020,COR,High Risk Priority 2,5%
Apr 2020,COR,Medium Risk,48%
Apr 2020,COR,Low Risk,45%
Apr 2020,COR,Mental Health EOP,7%
Apr 2020,COR,Disability Placement Program (DPP) Patients,5%
Apr 2020,COR,Patients 50 Years or Older,19%
Apr 2020,COR,Specialized Health Care Beds,88
Apr 2020,COR,Institution Population,3755
Apr 2020,CRC,High Risk Priority 1,1%
Apr 2020,CRC,High Risk Priority 2,3%
Apr 2020,CRC,Medium Risk,44%
Apr 2020,CRC,Low Risk,52%
Apr 2020,CRC,Mental Health EOP,0%
Apr 2020,CRC,Disability Placement Program (DPP) Patients,2%
Apr 2020,CRC,Patients 50 Years or Older,20%
Apr 2020,CRC,Specialized Health Care Beds,10
Apr 2020,CRC,Institution Population,3361
Apr 2020,CTF,High Risk Priority 1,3%
Apr 2020,CTF,High Risk Priority 2,7%
Apr 2020,CTF,Medium Risk,40%
Apr 2020,CTF,Low Risk,50%
Apr 2020,CTF,Mental Health EOP,0%
Apr 2020,CTF,Disability Placement Program (DPP) Patients,9%
Apr 2020,CTF,Patients 50 Years or Older,43%
Apr 2020,CTF,Specialized Health Care Beds,17
Apr 2020,CTF,Institution Population,4841
Apr 2020,CVSP,High Risk Priority 1,1%
Apr 2020,CVSP,High Risk Priority 2,5%
Apr 2020,CVSP,Medium Risk,18%
Apr 2020,CVSP,Low Risk,75%
Apr 2020,CVSP,Mental Health EOP,0%
Apr 2020,CVSP,Disability Placement Program (DPP) Patients,6%
Apr 2020,CVSP,Patients 50 Years or Older,32%
Apr 2020,CVSP,Specialized Health Care Beds,
Apr 2020,CVSP,Institution Population,2335
Apr 2020,DVI,High Risk Priority 1,2%
Apr 2020,DVI,High Risk Priority 2,5%
Apr 2020,DVI,Medium Risk,31%
Apr 2020,DVI,Low Risk,62%
Apr 2020,DVI,Mental Health EOP,0%
Apr 2020,DVI,Disability Placement Program (DPP) Patients,6%
Apr 2020,DVI,Patients 50 Years or Older,17%
Apr 2020,DVI,Specialized Health Care Beds,24
Apr 2020,DVI,Institution Population,2125
Apr 2020,FSP,High Risk Priority 1,3%
Apr 2020,FSP,High Risk Priority 2,9%
Apr 2020,FSP,Medium Risk,28%
Apr 2020,FSP,Low Risk,60%
Apr 2020,FSP,Mental Health EOP,0%
Apr 2020,FSP,Disability Placement Program (DPP) Patients,3%
Apr 2020,FSP,Patients 50 Years or Older,29%
Apr 2020,FSP,Specialized Health Care Beds,
Apr 2020,FSP,Institution Population,3006
Apr 2020,HDSP,High Risk Priority 1,1%
Apr 2020,HDSP,High Risk Priority 2,3%
Apr 2020,HDSP,Medium Risk,40%
Apr 2020,HDSP,Low Risk,57%
Apr 2020,HDSP,Mental Health EOP,0%
Apr 2020,HDSP,Disability Placement Program (DPP) Patients,6%
Apr 2020,HDSP,Patients 50 Years or Older,10%
Apr 2020,HDSP,Specialized Health Care Beds,30
Apr 2020,HDSP,Institution Population,3297
Apr 2020,ISP,High Risk Priority 1,0%
Apr 2020,ISP,High Risk Priority 2,2%
Apr 2020,ISP,Medium Risk,13%
Apr 2020,ISP,Low Risk,85%
Apr 2020,ISP,Mental Health EOP,0%
Apr 2020,ISP,Disability Placement Program (DPP) Patients,2%
Apr 2020,ISP,Patients 50 Years or Older,12%
Apr 2020,ISP,Specialized Health Care Beds,14
Apr 2020,ISP,Institution Population,3232
Apr 2020,KVSP,High Risk Priority 1,2%
Apr 2020,KVSP,High Risk Priority 2,6%
Apr 2020,KVSP,Medium Risk,40%
Apr 2020,KVSP,Low Risk,52%
Apr 2020,KVSP,Mental Health EOP,3%
Apr 2020,KVSP,Disability Placement Program (DPP) Patients,6%
Apr 2020,KVSP,Patients 50 Years or Older,13%
Apr 2020,KVSP,Specialized Health Care Beds,22
Apr 2020,KVSP,Institution Population,3581
Apr 2020,LAC,High Risk Priority 1,10%
Apr 2020,LAC,High Risk Priority 2,19%
Apr 2020,LAC,Medium Risk,40%
Apr 2020,LAC,Low Risk,31%
Apr 2020,LAC,Mental Health EOP,18%
Apr 2020,LAC,Disability Placement Program (DPP) Patients,13%
Apr 2020,LAC,Patients 50 Years or Older,27%
Apr 2020,LAC,Specialized Health Care Beds,16
Apr 2020,LAC,Institution Population,3209
Apr 2020,MCSP,High Risk Priority 1,23%
Apr 2020,MCSP,High Risk Priority 2,24%
Apr 2020,MCSP,Medium Risk,37%
Apr 2020,MCSP,Low Risk,16%
Apr 2020,MCSP,Mental Health EOP,18%
Apr 2020,MCSP,Disability Placement Program (DPP) Patients,21%
Apr 2020,MCSP,Patients 50 Years or Older,45%
Apr 2020,MCSP,Specialized Health Care Beds,10
Apr 2020,MCSP,Institution Population,3968
Apr 2020,NKSP,High Risk Priority 1,1%
Apr 2020,NKSP,High Risk Priority 2,3%
Apr 2020,NKSP,Medium Risk,30%
Apr 2020,NKSP,Low Risk,66%
Apr 2020,NKSP,Mental Health EOP,1%
Apr 2020,NKSP,Disability Placement Program (DPP) Patients,2%
Apr 2020,NKSP,Patients 50 Years or Older,11%
Apr 2020,NKSP,Specialized Health Care Beds,16
Apr 2020,NKSP,Institution Population,3777
Apr 2020,PBSP,High Risk Priority 1,1%
Apr 2020,PBSP,High Risk Priority 2,3%
Apr 2020,PBSP,Medium Risk,22%
Apr 2020,PBSP,Low Risk,73%
Apr 2020,PBSP,Mental Health EOP,0%
Apr 2020,PBSP,Disability Placement Program (DPP) Patients,2%
Apr 2020,PBSP,Patients 50 Years or Older,13%
Apr 2020,PBSP,Specialized Health Care Beds,19
Apr 2020,PBSP,Institution Population,2613
Apr 2020,PVSP,High Risk Priority 1,0%
Apr 2020,PVSP,High Risk Priority 2,0%
Apr 2020,PVSP,Medium Risk,28%
Apr 2020,PVSP,Low Risk,71%
Apr 2020,PVSP,Mental Health EOP,0%
Apr 2020,PVSP,Disability Placement Program (DPP) Patients,2%
Apr 2020,PVSP,Patients 50 Years or Older,7%
Apr 2020,PVSP,Specialized Health Care Beds,15
Apr 2020,PVSP,Institution Population,3084
Apr 2020,RJD,High Risk Priority 1,18%
Apr 2020,RJD,High Risk Priority 2,20%
Apr 2020,RJD,Medium Risk,41%
Apr 2020,RJD,Low Risk,22%
Apr 2020,RJD,Mental Health EOP,22%
Apr 2020,RJD,Disability Placement Program (DPP) Patients,25%
Apr 2020,RJD,Patients 50 Years or Older,38%
Apr 2020,RJD,Specialized Health Care Beds,28
Apr 2020,RJD,Institution Population,3847
Apr 2020,SAC,High Risk Priority 1,5%
Apr 2020,SAC,High Risk Priority 2,15%
Apr 2020,SAC,Medium Risk,46%
