Year,Month,Location,Age Group,Population
2025,Apr,ISP,55-59 Years,266
2025,Apr,ISP,60-64 Years,222
2025,Apr,ISP,65-69 Years,105
2025,Apr,ISP,70-74 Years,16
2025,Apr,ISP,75-79 Years,*
2025,Apr,ISP,80-84 Years,*
2025,Apr,ISP,85-89 Years,(Blank)
2025,Apr,ISP,90-94 Years,(Blank)
2025,Apr,ISP,95 and Older,(Blank)
2025,Apr,KVSP,18-24 Years,89
2025,Apr,KVSP,25-29 Years,422
2025,Apr,KVSP,30-34 Years,719
2025,Apr,KVSP,35-39 Years,615
2025,Apr,KVSP,40-44 Years,478
2025,Apr,KVSP,45-49 Years,339
2025,Apr,KVSP,50-54 Years,188
2025,Apr,KVSP,55-59 Years,135
2025,Apr,KVSP,60-64 Years,90
2025,Apr,KVSP,65-69 Years,24
2025,Apr,KVSP,70-74 Years,*
2025,Apr,KVSP,75-79 Years,*
2025,Apr,KVSP,80-84 Years,*
2025,Apr,KVSP,85-89 Years,(Blank)
2025,Apr,KVSP,90-94 Years,(Blank)
2025,Apr,KVSP,95 and Older,(Blank)
2025,Apr,LAC,18-24 Years,195
2025,Apr,LAC,25-29 Years,325
2025,Apr,LAC,30-34 Years,448
2025,Apr,LAC,35-39 Years,447
2025,Apr,LAC,40-44 Years,403
2025,Apr,LAC,45-49 Years,330
2025,Apr,LAC,50-54 Years,232
2025,Apr,LAC,55-59 Years,200
2025,Apr,LAC,60-64 Years,149
2025,Apr,LAC,65-69 Years,80
2025,Apr,LAC,70-74 Years,29
2025,Apr,LAC,75-79 Years,12
2025,Apr,LAC,80-84 Years,*
2025,Apr,LAC,85-89 Years,*
2025,Apr,LAC,90-94 Years,(Blank)
2025,Apr,LAC,95 and Older,(Blank)
2025,Apr,MCSP,18-24 Years,91
2025,Apr,MCSP,25-29 Years,327
2025,Apr,MCSP,30-34 Years,490
2025,Apr,MCSP,35-39 Years,502
2025,Apr,MCSP,40-44 Years,471
2025,Apr,MCSP,45-49 Years,442
2025,Apr,MCSP,50-54 Years,334
2025,Apr,MCSP,55-59 Years,336
2025,Apr,MCSP,60-64 Years,286
2025,Apr,MCSP,65-69 Years,209
2025,Apr,MCSP,70-74 Years,146
2025,Apr,MCSP,75-79 Years,94
2025,Apr,MCSP,80-84 Years,37
2025,Apr,MCSP,85-89 Years,*
2025,Apr,MCSP,90-94 Years,*
2025,Apr,MCSP,95 and Older,(Blank)
2025,Apr,NKSP,18-24 Years,225
2025,Apr,NKSP,25-29 Years,418
2025,Apr,NKSP,30-34 Years,513
2025,Apr,NKSP,35-39 Years,457
2025,Apr,NKSP,40-44 Years,351
2025,Apr,NKSP,45-49 Years,229
2025,Apr,NKSP,50-54 Years,154
2025,Apr,NKSP,55-59 Years,83
2025,Apr,NKSP,60-64 Years,50
2025,Apr,NKSP,65-69 Years,22
2025,Apr,NKSP,70-74 Years,11
2025,Apr,NKSP,75-79 Years,*
2025,Apr,NKSP,80-84 Years,*
2025,Apr,NKSP,85-89 Years,*
2025,Apr,NKSP,90-94 Years,*
2025,Apr,NKSP,95 and Older,(Blank)
