report_date,row_label,population,change_last_period,change_last_year,design_capacity,pct_occupied,staffed_capacity
2019-10-31,C. Non-CDCR Jurisdiction,1082,1.0,61.0,,,
2019-10-31,Out of State Parole,726,2.0,92.0,,,
2019-10-31,Out of State Parolee at Large,14,1.0,-4.0,,,
2019-10-31,DJJ-W&IC 1731.5(c) Institutions,24,-2.0,-23.0,,,
2019-10-31,D. Other Populations,6382,133.0,389.0,,,
2019-10-31,Temporary Release to Court and Hospital,1564,-11.0,157.0,,,
2019-10-31,Escaped,199,0.0,2.0,,,
2019-10-31,Parolee at Large,4619,144.0,230.0,,,
2019-10-31,Total CDCR Population,184106,122.0,308.0,,,
2019-11-30,I. In-State,124500,-444.0,-1736.0,,,
2019-11-30,"(Men, Subtotal)",118926,-401.0,-1432.0,,,
2019-11-30,"(Women, Subtotal)",5574,-43.0,-304.0,,,
2019-11-30,1. Institution/Camps,117636,-253.0,-771.0,89663.0,131.2,125465.0
2019-11-30,Institutions,114623,-284.0,-294.0,85083.0,134.7,121221.0
2019-11-30,"Camps(CCC, CIW, and SCC)",3013,31.0,-477.0,4580.0,65.8,4244.0
2019-11-30,2. In-State Contract Beds,5373,-200.0,-1002.0,,,
2019-11-30,Private Community Correctional Facilities,1229,-65.0,-747.0,,,
2019-11-30,Public Community Correctional Facilities,1645,-28.0,-62.0,,,
2019-11-30,Community Prisoner Mother Program,23,0.0,6.0,,,
2019-11-30,California City Correctional Facility,2244,-94.0,-202.0,,,
2019-11-30,"Female Community ReEntry Facility, McFarland",232,-13.0,3.0,,,
2019-11-30,3. Department of State Hospitals,322,2.0,113.0,,,
2019-11-30,4. CRPP Supervision,1169,7.0,-76.0,,,
2019-11-30,Alternative Custody Program,157,-3.0,-50.0,,,
2019-11-30,Custody to Community Treatment Reentry Program,341,2.0,-41.0,,,
2019-11-30,Male Community Reentry Program,644,6.0,16.0,,,
2019-11-30,Medical Parole,27,2.0,-1.0,,,
2019-11-30,B. Parole,51853,155.0,3429.0,,,
2019-11-30,Community Supervision,50048,166.0,3514.0,,,
2019-11-30,Interstate Cooperative Case,1805,-11.0,-85.0,,,
2019-11-30,C. Non-CDCR Jurisdiction,1087,5.0,63.0,,,
2019-11-30,Out of State Parole,728,2.0,86.0,,,
2019-11-30,Out of State Parolee at Large,13,-1.0,-3.0,,,
2019-11-30,DJJ-W&IC 1731.5(c) Institutions,24,0.0,-17.0,,,
2019-11-30,D. Other Populations,6521,139.0,394.0,,,
2019-11-30,Temporary Release to Court and Hospital,1578,14.0,231.0,,,
2019-11-30,Escaped,198,-1.0,0.0,,,
2019-11-30,Parolee at Large,4745,126.0,163.0,,,
2019-11-30,Total CDCR Population,183961,-145.0,158.0,,,
2019-12-31,I. In-State,124027,-473.0,-1695.0,,,
2019-12-31,"(Men, Subtotal)",118494,-432.0,-1458.0,,,
2019-12-31,"(Women, Subtotal)",5533,-41.0,-237.0,,,
2019-12-31,1. Institution/Camps,117393,-243.0,-544.0,89663.0,130.9,125465.0
2019-12-31,Institutions,114479,-144.0,39.0,85083.0,134.5,121221.0
2019-12-31,"Camps(CCC, CIW, and SCC)",2914,-99.0,-583.0,4580.0,63.6,4244.0
2019-12-31,2. In-State Contract Beds,5168,-205.0,-1173.0,,,
2019-12-31,Private Community Correctional Facilities,1134,-95.0,-831.0,,,
2019-12-31,Public Community Correctional Facilities,1599,-46.0,-68.0,,,
2019-12-31,Community Prisoner Mother Program,24,1.0,9.0,,,
2019-12-31,California City Correctional Facility,2179,-65.0,-317.0,,,
2019-12-31,"Female Community ReEntry Facility, McFarland",232,0.0,34.0,,,
2019-12-31,3. Department of State Hospitals,327,5.0,129.0,,,
2019-12-31,4. CRPP Supervision,1139,-30.0,-107.0,,,
2019-12-31,Alternative Custody Program,145,-12.0,-64.0,,,
2019-12-31,Custody to Community Treatment Reentry Program,343,2.0,-38.0,,,
2019-12-31,Male Community Reentry Program,623,-21.0,-8.0,,,
2019-12-31,Medical Parole,28,1.0,3.0,,,
2019-12-31,B. Parole,51923,70.0,3272.0,,,
2019-12-31,Community Supervision,50117,69.0,3335.0,,,
2019-12-31,Interstate Cooperative Case,1806,1.0,-63.0,,,
2019-12-31,C. Non-CDCR Jurisdiction,1068,-19.0,43.0,,,
2019-12-31,Out of State Parole,721,-7.0,70.0,,,
2019-12-31,Out of State Parolee at Large,13,0.0,0.0,,,
2019-12-31,DJJ-W&IC 1731.5(c) Institutions,23,-1.0,-16.0,,,
2019-12-31,D. Other Populations,6636,115.0,551.0,,,
2019-12-31,Temporary Release to Court and Hospital,1480,-98.0,254.0,,,
2019-12-31,Escaped,200,2.0,0.0,,,
2019-12-31,Parolee at Large,4956,211.0,297.0,,,
2019-12-31,Total CDCR Population,183654,-307.0,184.0,,,
2020-01-31,I. In-State,123649,-378.0,-1366.0,,,
2020-01-31,"(Men, Subtotal)",118187,-307.0,-1064.0,,,
2020-01-31,"(Women, Subtotal)",5462,-71.0,-302.0,,,
2020-01-31,1. Institution/Camps,117454,61.0,224.0,89663.0,131.0,124193.0
2020-01-31,Institutions,114465,-14.0,604.0,85083.0,134.5,119959.0
2020-01-31,"Camps(CCC, CIW, and SCC)",2989,75.0,-380.0,4580.0,65.3,4234.0
2020-01-31,2. In-State Contract Beds,4744,-424.0,-1627.0,,,
2020-01-31,Private Community Correctional Facilities,792,-342.0,-1203.0,,,
2020-01-31,Public Community Correctional Facilities,1600,1.0,-84.0,,,
2020-01-31,Community Prisoner Mother Program,24,0.0,10.0,,,
2020-01-31,California City Correctional Facility,2140,-39.0,-334.0,,,
2020-01-31,"Female Community ReEntry Facility, McFarland",188,-44.0,-16.0,,,
2020-01-31,3. Department of State Hospitals,301,-26.0,123.0,,,
2020-01-31,4. CRPP Supervision,1150,11.0,-86.0,,,
2020-01-31,Alternative Custody Program,133,-12.0,-53.0,,,
2020-01-31,Custody to Community Treatment Reentry Program,369,26.0,-23.0,,,
2020-01-31,Male Community Reentry Program,620,-3.0,-14.0,,,
2020-01-31,Medical Parole,28,0.0,4.0,,,
2020-01-31,B. Parole,52307,384.0,3257.0,,,
2020-01-31,Community Supervision,50506,389.0,3329.0,,,
2020-01-31,Interstate Cooperative Case,1801,-5.0,-72.0,,,
2020-01-31,C. Non-CDCR Jurisdiction,981,-87.0,-47.0,,,
2020-01-31,Out of State Parole,642,-79.0,-12.0,,,
2020-01-31,Out of State Parolee at Large,12,-1.0,-1.0,,,
2020-01-31,DJJ-W&IC 1731.5(c) Institutions,21,-2.0,-19.0,,,
2020-01-31,D. Other Populations,6605,-31.0,416.0,,,
2020-01-31,Temporary Release to Court and Hospital,1561,81.0,215.0,,,
2020-01-31,Escaped,199,-1.0,0.0,,,
2020-01-31,Parolee at Large,4845,-111.0,201.0,,,
2020-01-31,Total CDCR Population,183542,-112.0,439.0,,,
2020-02-29,I. In-State,123123,-526.0,-1951.0,,,
2020-02-29,"(Men, Subtotal)",117712,-475.0,-1632.0,,,
2020-02-29,"(Women, Subtotal)",5411,-51.0,-319.0,,,
2020-02-29,1. Institution/Camps,117344,-110.0,162.0,89663.0,130.9,123895.0
2020-02-29,Institutions,114308,-157.0,652.0,85083.0,134.3,119661.0
2020-02-29,"Camps(CCC, CIW, and SCC)",3036,47.0,-490.0,4580.0,66.3,4234.0
2020-02-29,2. In-State Contract Beds,4315,-429.0,-2143.0,,,
2020-02-29,Private Community Correctional Facilities,412,-380.0,-1670.0,,,
2020-02-29,Public Community Correctional Facilities,1598,-2.0,-164.0,,,
2020-02-29,Community Prisoner Mother Program,24,0.0,11.0,,,
2020-02-29,California City Correctional Facility,2113,-27.0,-287.0,,,
2020-02-29,"Female Community ReEntry Facility, McFarland",168,-20.0,-33.0,,,
2020-02-29,3. Department of State Hospitals,298,-3.0,116.0,,,
2020-02-29,4. CRPP Supervision,1166,16.0,-86.0,,,
2020-02-29,Alternative Custody Program,135,2.0,-57.0,,,
2020-02-29,Custody to Community Treatment Reentry Program,384,15.0,-8.0,,,
2020-02-29,Male Community Reentry Program,620,0.0,-24.0,,,
2020-02-29,Medical Parole,27,-1.0,3.0,,,
2020-02-29,B. Parole,52399,92.0,3022.0,,,
2020-02-29,Community Supervision,50620,114.0,3131.0,,,
2020-02-29,Interstate Cooperative Case,1779,-22.0,-109.0,,,
2020-02-29,C. Non-CDCR Jurisdiction,1077,96.0,41.0,,,
2020-02-29,Out of State Parole,736,94.0,65.0,,,
2020-02-29,Out of State Parolee at Large,16,4.0,5.0,,,
2020-02-29,DJJ-W&IC 1731.5(c) Institutions,20,-1.0,-17.0,,,
2020-02-29,D. Other Populations,6568,-37.0,461.0,,,
2020-02-29,Temporary Release to Court and Hospital,1626,65.0,221.0,,,
2020-02-29,Escaped,198,-1.0,-1.0,,,
2020-02-29,Parolee at Large,4744,-101.0,241.0,,,
2020-02-29,Total CDCR Population,183167,-375.0,110.0,,,
2020-03-31,I. In-State,122409,-714.0,-3016.0,,,
2020-03-31,"(Men, Subtotal)",116992,-720.0,-2677.0,,,
2020-03-31,"(Women, Subtotal)",5417,6.0,-339.0,,,
2020-03-31,1. Institution/Camps,116886,-458.0,-669.0,89663.0,130.4,123895.0
2020-03-31,Institutions,113752,-556.0,-212.0,85083.0,133.7,119661.0
2020-03-31,"Camps(CCC, CIW, and SCC)",3134,98.0,-457.0,4580.0,68.4,4234.0
2020-03-31,2. In-State Contract Beds,4090,-225.0,-2381.0,,,
2020-03-31,Private Community Correctional Facilities,219,-193.0,-1832.0,,,
2020-03-31,Public Community Correctional Facilities,1611,13.0,-152.0,,,
2020-03-31,Community Prisoner Mother Program,24,0.0,6.0,,,
2020-03-31,California City Correctional Facility,2070,-43.0,-349.0,,,
2020-03-31,"Female Community ReEntry Facility, McFarland",166,-2.0,-54.0,,,
2020-03-31,3. Department of State Hospitals,306,8.0,120.0,,,
2020-03-31,4. CRPP Supervision,1127,-39.0,-86.0,,,
2020-03-31,Alternative Custody Program,135,0.0,-38.0,,,
2020-03-31,Custody to Community Treatment Reentry Program,360,-24.0,-19.0,,,
2020-03-31,Male Community Reentry Program,605,-15.0,-31.0,,,
2020-03-31,Medical Parole,27,0.0,2.0,,,
2020-03-31,B. Parole,52542,143.0,3105.0,,,
2020-03-31,Community Supervision,50785,165.0,3225.0,,,
2020-03-31,Interstate Cooperative Case,1757,-22.0,-120.0,,,
2020-03-31,C. Non-CDCR Jurisdiction,1075,-2.0,22.0,,,
2020-03-31,Out of State Parole,738,2.0,56.0,,,
2020-03-31,Out of State Parolee at Large,15,-1.0,2.0,,,
2020-03-31,DJJ-W&IC 1731.5(c) Institutions,19,-1.0,-17.0,,,
2020-03-31,D. Other Populations,6553,-15.0,243.0,,,
2020-03-31,Temporary Release to Court and Hospital,1507,-119.0,28.0,,,
2020-03-31,Escaped,200,2.0,1.0,,,
2020-03-31,Parolee at Large,4846,102.0,214.0,,,
2020-03-31,Total CDCR Population,182579,-588.0,-780.0,,,
2020-04-30,I. In-State,117767,-4642.0,-8056.0,,,
2020-04-30,"(Men, Subtotal)",112713,-4279.0,-7313.0,,,
2020-04-30,"(Women, Subtotal)",5054,-363.0,-743.0,,,
2020-04-30,1. Institution/Camps,112573,-4313.0,-5370.0,89663.0,125.6,124628.0
2020-04-30,Institutions,109466,-4286.0,-4976.0,85083.0,128.7,120394.0
2020-04-30,"Camps(CCC, CIW, and SCC)",3107,-27.0,-394.0,4580.0,67.8,4234.0
2020-04-30,2. In-State Contract Beds,4002,-88.0,-2486.0,,,
2020-04-30,Private Community Correctional Facilities,181,-38.0,-1858.0,,,
2020-04-30,Public Community Correctional Facilities,1499,-112.0,-273.0,,,
2020-04-30,Community Prisoner Mother Program,18,-6.0,-5.0,,,
2020-04-30,California City Correctional Facility,2081,11.0,-329.0,,,
2020-04-30,"Female Community ReEntry Facility, McFarland",223,57.0,-21.0,,,
2020-04-30,3. Department of State Hospitals,297,-9.0,110.0,,,
2020-04-30,4. CRPP Supervision,895,-232.0,-310.0,,,
2020-04-30,Alternative Custody Program,88,-47.0,-78.0,,,
2020-04-30,Custody to Community Treatment Reentry Program,316,-44.0,-75.0,,,
2020-04-30,Male Community Reentry Program,462,-143.0,-161.0,,,
2020-04-30,Medical Parole,29,2.0,4.0,,,
2020-04-30,B. Parole,53421,879.0,3731.0,,,
2020-04-30,Community Supervision,51700,915.0,3894.0,,,
2020-04-30,Interstate Cooperative Case,1721,-36.0,-163.0,,,
2020-04-30,C. Non-CDCR Jurisdiction,1073,-2.0,21.0,,,
2020-04-30,Out of State Parole,735,-3.0,53.0,,,
2020-04-30,Out of State Parolee at Large,17,2.0,2.0,,,
2020-04-30,DJJ-W&IC 1731.5(c) Institutions,18,-1.0,-17.0,,,
2020-04-30,D. Other Populations,6721,168.0,523.0,,,
2020-04-30,Temporary Release to Court and Hospital,1511,4.0,34.0,,,
2020-04-30,Escaped,199,-1.0,0.0,,,
2020-04-30,Parolee at Large,5011,165.0,489.0,,,
2020-04-30,Total CDCR Population,178982,-3597.0,-4558.0,,,
2020-05-31,I. In-State,116197,-1570.0,-9262.0,,,
2020-05-31,"(Men, Subtotal)",111258,-1455.0,-8481.0,,,
2020-05-31,"(Women, Subtotal)",4939,-115.0,-781.0,,,
2020-05-31,1. Institution/Camps,111072,-1501.0,-6515.0,89663.0,123.9,124740.0
2020-05-31,Institutions,107885,-1581.0,-6498.0,85083.0,126.8,120506.0
2020-05-31,"Camps(CCC, CIW, and SCC)",3187,80.0,-17.0,4580.0,69.6,4234.0
2020-05-31,2. In-State Contract Beds,4026,24.0,-2461.0,,,
2020-05-31,Public Community Correctional Facilities,1593,94.0,-179.0,,,
2020-05-31,Community Prisoner Mother Program,17,-1.0,-5.0,,,
2020-05-31,California City Correctional Facility,2201,120.0,-248.0,,,
2020-05-31,"Female Community ReEntry Facility, McFarland",215,-8.0,-45.0,,,
2020-05-31,3. Department of State Hospitals,288,-9.0,102.0,,,
2020-05-31,4. CRPP Supervision,811,-84.0,-388.0,,,
2020-05-31,Alternative Custody Program,88,0.0,-69.0,,,
2020-05-31,Custody to Community Treatment Reentry Program,292,-24.0,-93.0,,,
2020-05-31,Male Community Reentry Program,403,-59.0,-230.0,,,
2020-05-31,Medical Parole,28,-1.0,4.0,,,
2020-05-31,B. Parole,53528,107.0,3460.0,,,
2020-05-31,Community Supervision,51866,166.0,3675.0,,,
2020-05-31,Interstate Cooperative Case,1662,-59.0,-215.0,,,
2020-05-31,C. Non-CDCR Jurisdiction,1093,20.0,20.0,,,
2020-05-31,Out of State Parole,733,-2.0,27.0,,,
2020-05-31,Out of State Parolee at Large,14,-3.0,0.0,,,
2020-05-31,DJJ-W&IC 1731.5(c) Institutions,18,0.0,-14.0,,,
2020-05-31,County Jail,26,,,,,
2020-05-31,D. Other Populations,6698,-23.0,361.0,,,
2020-05-31,Temporary Release to Court and Hospital,1571,60.0,44.0,,,
2020-05-31,Escaped,199,0.0,0.0,,,
2020-05-31,Parolee at Large,4928,-83.0,317.0,,,
2020-05-31,Total CDCR Population,177516,-1466.0,-5793.0,,,
2020-06-30,I. In-State,113403,-2794.0,-12069.0,,,
2020-06-30,"(Men, Subtotal)",108682,-2576.0,-11099.0,,,
2020-06-30,"(Women, Subtotal)",4721,-218.0,-970.0,,,
2020-06-30,1. Institution/Camps,108393,-2679.0,-9289.0,89663.0,120.9,125358.0
2020-06-30,Institutions,105410,-2475.0,-9421.0,85083.0,123.9,121124.0
2020-06-30,"Camps(CCC, CIW, and SCC)",2983,-204.0,132.0,4580.0,65.1,4234.0
2020-06-30,2. In-State Contract Beds,3880,-146.0,-2525.0,,,
2020-06-30,Public Community Correctional Facilities,1508,-85.0,-253.0,,,
2020-06-30,Community Prisoner Mother Program,15,-2.0,-7.0,,,
2020-06-30,California City Correctional Facility,2160,-41.0,-281.0,,,
2020-06-30,"Female Community ReEntry Facility, McFarland",197,-18.0,-45.0,,,
2020-06-30,3. Department of State Hospitals,283,-5.0,93.0,,,
2020-06-30,4. CRPP Supervision,847,36.0,-348.0,,,
2020-06-30,Alternative Custody Program,110,22.0,-50.0,,,
2020-06-30,Custody to Community Treatment Reentry Program,267,-25.0,-116.0,,,
2020-06-30,Male Community Reentry Program,442,39.0,-186.0,,,
2020-06-30,Medical Parole,28,0.0,4.0,,,
2020-06-30,B. Parole,53427,-101.0,2605.0,,,
2020-06-30,Community Supervision,51808,-58.0,2858.0,,,
2020-06-30,Interstate Cooperative Case,1619,-43.0,-253.0,,,
2020-06-30,C. Non-CDCR Jurisdiction,1073,-20.0,-10.0,,,
2020-06-30,Out of State Parole,726,-7.0,9.0,,,
2020-06-30,Out of State Parolee at Large,15,1.0,2.0,,,
2020-06-30,DJJ-W&IC 1731.5(c) Institutions,17,-1.0,-13.0,,,
2020-06-30,County Jail,10,-16.0,,,,
2020-06-30,D. Other Populations,7054,356.0,807.0,,,
2020-06-30,Temporary Release to Court and Hospital,1678,107.0,142.0,,,
2020-06-30,Escaped,199,0.0,0.0,,,
2020-06-30,Parolee at Large,5177,249.0,665.0,,,
2020-06-30,Total CDCR Population,174957,-2559.0,-8667.0,,,
2020-07-31,I. In-State,105875,-7528.0,-19420.0,,,
2020-07-31,"(Men, Subtotal)",101864,-6818.0,-17733.0,,,
2020-07-31,"(Women, Subtotal)",4011,-710.0,-1687.0,,,
2020-07-31,1. Institution/Camps,101523,-6870.0,-16224.0,89663.0,113.2,126240.0
2020-07-31,Institutions,99107,-6303.0,-15814.0,85083.0,116.5,122006.0
2020-07-31,"Camps(CCC, CIW, and SCC)",2416,-567.0,-410.0,4580.0,52.8,4234.0
2020-07-31,2. In-State Contract Beds,3496,-384.0,-2685.0,,,
2020-07-31,Public Community Correctional Facilities,1225,-283.0,-486.0,,,
2020-07-31,Community Prisoner Mother Program,12,-3.0,-10.0,,,
2020-07-31,California City Correctional Facility,2092,-68.0,-254.0,,,
2020-07-31,"Female Community ReEntry Facility, McFarland",167,-30.0,-85.0,,,
2020-07-31,3. Department of State Hospitals,260,-23.0,57.0,,,
2020-07-31,4. CRPP Supervision,596,-251.0,-568.0,,,
2020-07-31,Alternative Custody Program,29,-81.0,-122.0,,,
2020-07-31,Custody to Community Treatment Reentry Program,228,-39.0,-137.0,,,
2020-07-31,Male Community Reentry Program,297,-145.0,-326.0,,,
2020-07-31,Medical Parole,31,3.0,6.0,,,
2020-07-31,Medically Vulnerable Release,9,,,,,
2020-07-31,State Community Custody Program,2,,,,,
2020-07-31,B. Parole,54667,1240.0,3717.0,,,
2020-07-31,Community Supervision,53060,1252.0,3962.0,,,
2020-07-31,Interstate Cooperative Case,1607,-12.0,-245.0,,,
2020-07-31,C. Non-CDCR Jurisdiction,1137,64.0,68.0,,,
2020-07-31,Out of State Parole,730,4.0,21.0,,,
2020-07-31,Out of State Parolee at Large,15,0.0,-1.0,,,
2020-07-31,DJJ-W&IC 1731.5(c) Institutions,17,0.0,-10.0,,,
2020-07-31,County Jail,72,62.0,,,,
2020-07-31,D. Other Populations,7525,471.0,1077.0,,,
2020-07-31,Temporary Release to Court and Hospital,1690,12.0,97.0,,,
2020-07-31,Escaped,200,1.0,0.0,,,
2020-07-31,Parolee at Large,5635,458.0,980.0,,,
2020-07-31,Total CDCR Population,169204,-5753.0,-14558.0,,,
2020-08-31,I. In-State,101260,-4615.0,-23872.0,,,
2020-08-31,"(Men, Subtotal)",97518,-4346.0,-21992.0,,,
2020-08-31,"(Women, Subtotal)",3742,-269.0,-1880.0,,,
2020-08-31,1. Institution/Camps,97266,-4257.0,-20400.0,89663.0,108.5,126848.0
2020-08-31,Institutions,95278,-3829.0,-19537.0,85083.0,112.0,122614.0
2020-08-31,"Camps(CCC, CIW, and SCC)",1988,-428.0,-863.0,4580.0,43.4,4234.0
2020-08-31,2. In-State Contract Beds,3109,-387.0,-2952.0,,,
2020-08-31,Public Community Correctional Facilities,744,-481.0,-914.0,,,
2020-08-31,Community Prisoner Mother Program,12,0.0,-7.0,,,
2020-08-31,California City Correctional Facility,2235,143.0,-76.0,,,
2020-08-31,"Female Community ReEntry Facility, McFarland",118,-49.0,-159.0,,,
2020-08-31,3. Department of State Hospitals,227,-33.0,-37.0,,,
2020-08-31,4. CRPP Supervision,658,62.0,-483.0,,,
2020-08-31,Alternative Custody Program,18,-11.0,-135.0,,,
2020-08-31,Custody to Community Treatment Reentry Program,243,15.0,-110.0,,,
2020-08-31,Male Community Reentry Program,355,58.0,-255.0,,,
2020-08-31,Medical Parole,30,-1.0,5.0,,,
2020-08-31,Medically Vulnerable Release,12,3.0,,,,
2020-08-31,B. Parole,55627,960.0,4105.0,,,
2020-08-31,Community Supervision,54017,957.0,4347.0,,,
2020-08-31,Interstate Cooperative Case,1610,3.0,-242.0,,,
2020-08-31,C. Non-CDCR Jurisdiction,1254,117.0,173.0,,,
2020-08-31,Out of State Parole,742,12.0,18.0,,,
2020-08-31,Out of State Parolee at Large,18,3.0,5.0,,,
2020-08-31,DJJ-W&IC 1731.5(c) Institutions,17,0.0,-9.0,,,
2020-08-31,County Jail,175,103.0,,,,
2020-08-31,D. Other Populations,7700,175.0,1451.0,,,
2020-08-31,Temporary Release to Court and Hospital,1722,32.0,147.0,,,
2020-08-31,Escaped,200,0.0,1.0,,,
2020-08-31,Parolee at Large,5778,143.0,1303.0,,,
2020-08-31,Total CDCR Population,165841,-3363.0,-18143.0,,,
2020-09-30,I. In-State,98144,-3116.0,-26877.0,,,
2020-09-30,"(Men, Subtotal)",94653,-2865.0,-24772.0,,,
2020-09-30,"(Women, Subtotal)",3491,-251.0,-2105.0,,,
2020-09-30,1. Institution/Camps,94628,-2638.0,-23208.0,89663.0,105.5,127293.0
2020-09-30,Institutions,92816,-2462.0,-22178.0,85083.0,109.1,123059.0
2020-09-30,"Camps(CCC, CIW, and SCC)",1812,-176.0,-1030.0,4580.0,39.6,4234.0
2020-09-30,2. In-State Contract Beds,2705,-404.0,-3049.0,,,
2020-09-30,Public Community Correctional Facilities,508,-236.0,-1207.0,,,
2020-09-30,Community Prisoner Mother Program,9,-3.0,-14.0,,,
2020-09-30,California City Correctional Facility,2188,-47.0,-180.0,,,
2020-09-30,3. Department of State Hospitals,224,-3.0,-67.0,,,
2020-09-30,4. CRPP Supervision,587,-71.0,-553.0,,,
2020-09-30,Alternative Custody Program,21,3.0,-134.0,,,
2020-09-30,Custody to Community Treatment Reentry Program,246,3.0,-85.0,,,
2020-09-30,Male Community Reentry Program,280,-75.0,-348.0,,,
2020-09-30,Medical Parole,29,-1.0,3.0,,,
2020-09-30,Medically Vulnerable Release,11,-1.0,,,,
2020-09-30,B. Parole,57029,1402.0,5344.0,,,
2020-09-30,Community Supervision,55439,1422.0,5590.0,,,
2020-09-30,Interstate Cooperative Case,1590,-20.0,-246.0,,,
2020-09-30,C. Non-CDCR Jurisdiction,1411,157.0,330.0,,,
2020-09-30,Out of State Parole,751,9.0,30.0,,,
2020-09-30,Out of State Parolee at Large,17,-1.0,2.0,,,
2020-09-30,DJJ-W&IC 1731.5(c) Institutions,17,0.0,-8.0,,,
2020-09-30,County Jail,328,153.0,,,,
2020-09-30,D. Other Populations,7865,165.0,1637.0,,,
2020-09-30,Temporary Release to Court and Hospital,1779,57.0,227.0,,,
2020-09-30,Escaped,200,0.0,2.0,,,
2020-09-30,Parolee at Large,5886,108.0,1408.0,,,
2020-09-30,Total CDCR Population,164449,-1392.0,-19566.0,,,
2020-10-31,I. In-State,97679,-465.0,-27265.0,,,
2020-10-31,"(Men, Subtotal)",94171,-482.0,-25156.0,,,
2020-10-31,"(Women, Subtotal)",3508,17.0,-2109.0,,,
2020-10-31,1. Institution/Camps,94270,-358.0,-23619.0,89663.0,105.1,126420.0
2020-10-31,Institutions,92468,-348.0,-22439.0,85083.0,108.7,122186.0
2020-10-31,"Camps(CCC, CIW, and SCC)",1802,-10.0,-1180.0,4580.0,39.3,4234.0
2020-10-31,2. In-State Contract Beds,2553,-152.0,-3020.0,,,
2020-10-31,Public Community Correctional Facilities,395,-113.0,-1278.0,,,
2020-10-31,Community Prisoner Mother Program,7,-2.0,-16.0,,,
2020-10-31,California City Correctional Facility,2151,-37.0,-187.0,,,
2020-10-31,3. Department of State Hospitals,244,20.0,-76.0,,,
2020-10-31,4. CRPP Supervision,612,25.0,-550.0,,,
2020-10-31,Alternative Custody Program,17,-4.0,-143.0,,,
2020-10-31,Custody to Community Treatment Reentry Program,264,18.0,-75.0,,,
2020-10-31,Male Community Reentry Program,291,11.0,-347.0,,,
2020-10-31,Medical Parole,31,2.0,6.0,,,
2020-10-31,Medically Vulnerable Release,9,-2.0,,,,
2020-10-31,B. Parole,56488,-541.0,4790.0,,,
2020-10-31,Community Supervision,54889,-550.0,5007.0,,,
2020-10-31,Interstate Cooperative Case,1599,9.0,-217.0,,,
2020-10-31,C. Non-CDCR Jurisdiction,2937,1526.0,1855.0,,,
2020-10-31,Out of State Parole,767,16.0,41.0,,,
