report_date,row_label,population,change_last_period,change_last_year,design_capacity,pct_occupied,staffed_capacity
2023-06-30,Interstate Cooperative Case,1466,10.0,-28.0,,,
2023-06-30,C. Non-CDCR Jurisdiction,736,-3.0,-193.0,,,
2023-06-30,Out of State Parole,475,1.0,-161.0,,,
2023-06-30,Out of State Parolee at Large,19,0.0,-2.0,,,
2023-06-30,DJJ-W&IC 1731.5(c) Institutions,5,0.0,-3.0,,,
2023-06-30,County Jail,3,0.0,-21.0,,,
2023-06-30,D. Other Populations,8416,-123.0,131.0,,,
2023-06-30,Temporary Release to Court and Hospital,1648,21.0,209.0,,,
2023-06-30,Escaped,194,0.0,-1.0,,,
2023-06-30,Parolee at Large,6574,-144.0,-77.0,,,
2023-06-30,Total CDCR Population,141380,-524.0,-8838.0,,,
2023-06-30,"RReeppoorrtt ##:: SSOOMMSS--TTPPOOPP--11,, PPaaggee",11,,,,,
2023-07-31,I. In-State,95736,-297.0,-983.0,,,
2023-07-31,"(Men, Subtotal)",92005,-266.0,-996.0,,,
2023-07-31,"(Women, Subtotal)",3731,-31.0,13.0,,,
2023-07-31,1. Institution/Camps,94015,-66.0,436.0,80777.0,116.4,111489.0
2023-07-31,Institutions,92275,-117.0,251.0,77309.0,119.4,108021.0
2023-07-31,Camps(CIW and SCC),1740,51.0,185.0,3468.0,50.2,3468.0
2023-07-31,2. In-State Contract Beds,432,-197.0,-1490.0,,,
2023-07-31,Community Prisoner Mother Program,7,1.0,3.0,,,
2023-07-31,California City Correctional Facility,425,-198.0,-1493.0,,,
2023-07-31,3. Department of State Hospitals,112,-3.0,-8.0,,,
2023-07-31,4. CRPP Supervision,1177,-31.0,79.0,,,
2023-07-31,Alternative Custody Program,115,-12.0,49.0,,,
2023-07-31,Custody to Community Treatment Reentry Program,371,-12.0,11.0,,,
2023-07-31,Male Community Reentry Program,637,-7.0,21.0,,,
2023-07-31,Medical Parole,45,0.0,1.0,,,
2023-07-31,Medical Reprieve Program,9,0.0,-3.0,,,
2023-07-31,B. Parole,36046,-149.0,-7010.0,,,
2023-07-31,Community Supervision,34575,-154.0,-7005.0,,,
2023-07-31,Interstate Cooperative Case,1471,5.0,-5.0,,,
2023-07-31,C. Non-CDCR Jurisdiction,729,-7.0,-183.0,,,
2023-07-31,Out of State Parole,474,-1.0,-153.0,,,
2023-07-31,Out of State Parolee at Large,18,-1.0,1.0,,,
2023-07-31,DJJ-W&IC 1731.5(c) Institutions,4,-1.0,-3.0,,,
2023-07-31,County Jail,2,-1.0,-14.0,,,
2023-07-31,D. Other Populations,8118,-298.0,-299.0,,,
2023-07-31,Temporary Release to Court and Hospital,1626,-22.0,161.0,,,
2023-07-31,Escaped,195,1.0,0.0,,,
2023-07-31,Parolee at Large,6297,-277.0,-460.0,,,
2023-07-31,Total CDCR Population,140629,-751.0,-8475.0,,,
2023-07-31,"RReeppoorrtt ##:: SSOOMMSS--TTPPOOPP--11,, PPaaggee",11,,,,,
2023-08-31,I. In-State,95418,-318.0,-1133.0,,,
2023-08-31,"(Men, Subtotal)",91646,-359.0,-1180.0,,,
2023-08-31,"(Women, Subtotal)",3772,41.0,47.0,,,
2023-08-31,1. Institution/Camps,93928,-87.0,590.0,80777.0,116.3,111489.0
2023-08-31,Institutions,92164,-111.0,411.0,77309.0,119.2,108021.0
2023-08-31,Camps(CIW and SCC),1764,24.0,179.0,3468.0,50.9,3468.0
2023-08-31,2. In-State Contract Beds,203,-229.0,-1739.0,,,
2023-08-31,Community Prisoner Mother Program,6,-1.0,-2.0,,,
2023-08-31,California City Correctional Facility,197,-228.0,-1737.0,,,
2023-08-31,3. Department of State Hospitals,110,-2.0,-19.0,,,
2023-08-31,4. CRPP Supervision,1177,0.0,35.0,,,
2023-08-31,Alternative Custody Program,120,5.0,49.0,,,
2023-08-31,Custody to Community Treatment Reentry Program,373,2.0,-29.0,,,
2023-08-31,Male Community Reentry Program,630,-7.0,16.0,,,
2023-08-31,Medical Parole,44,-1.0,1.0,,,
2023-08-31,Medical Reprieve Program,10,1.0,-2.0,,,
2023-08-31,B. Parole,35956,-90.0,-6151.0,,,
2023-08-31,Community Supervision,34498,-77.0,-6141.0,,,
2023-08-31,Interstate Cooperative Case,1458,-13.0,-10.0,,,
2023-08-31,C. Non-CDCR Jurisdiction,748,19.0,-135.0,,,
2023-08-31,Out of State Parole,493,19.0,-106.0,,,
2023-08-31,Out of State Parolee at Large,19,1.0,1.0,,,
2023-08-31,DJJ-W&IC 1731.5(c) Institutions,4,0.0,-3.0,,,
2023-08-31,County Jail,2,0.0,-11.0,,,
2023-08-31,D. Other Populations,7767,-351.0,-700.0,,,
2023-08-31,Temporary Release to Court and Hospital,1654,28.0,118.0,,,
2023-08-31,Escaped,195,0.0,0.0,,,
2023-08-31,Parolee at Large,5918,-379.0,-818.0,,,
2023-08-31,Total CDCR Population,139889,-740.0,-8119.0,,,
2023-08-31,"RReeppoorrtt ##:: SSOOMMSS--TTPPOOPP--11,, PPaaggee",11,,,,,
2023-09-30,I. In-State,95147,-271.0,-1269.0,,,
2023-09-30,"(Men, Subtotal)",91347,-299.0,-1384.0,,,
2023-09-30,"(Women, Subtotal)",3800,28.0,115.0,,,
2023-09-30,1. Institution/Camps,93758,-170.0,578.0,80777.0,116.1,111489.0
2023-09-30,Institutions,91944,-220.0,488.0,77309.0,118.9,108021.0
2023-09-30,Camps(CIW and SCC),1814,50.0,90.0,3468.0,52.3,3468.0
2023-09-30,2. In-State Contract Beds,140,-63.0,-1847.0,,,
2023-09-30,Community Prisoner Mother Program,7,1.0,-1.0,,,
2023-09-30,California City Correctional Facility,133,-64.0,-1846.0,,,
2023-09-30,3. Department of State Hospitals,106,-4.0,-12.0,,,
2023-09-30,4. CRPP Supervision,1143,-34.0,12.0,,,
2023-09-30,Alternative Custody Program,112,-8.0,37.0,,,
2023-09-30,Custody to Community Treatment Reentry Program,362,-11.0,-38.0,,,
2023-09-30,Male Community Reentry Program,615,-15.0,14.0,,,
2023-09-30,Medical Parole,44,0.0,1.0,,,
2023-09-30,Medical Reprieve Program,10,0.0,-2.0,,,
2023-09-30,B. Parole,35813,-143.0,-5152.0,,,
2023-09-30,Community Supervision,34354,-144.0,-5150.0,,,
2023-09-30,Interstate Cooperative Case,1459,1.0,-2.0,,,
2023-09-30,C. Non-CDCR Jurisdiction,755,7.0,-108.0,,,
2023-09-30,Out of State Parole,509,16.0,-71.0,,,
2023-09-30,Out of State Parolee at Large,18,-1.0,1.0,,,
2023-09-30,County Jail,2,0.0,-10.0,,,
2023-09-30,D. Other Populations,7611,-156.0,-904.0,,,
2023-09-30,Temporary Release to Court and Hospital,1667,13.0,44.0,,,
2023-09-30,Escaped,195,0.0,0.0,,,
2023-09-30,Parolee at Large,5749,-169.0,-948.0,,,
2023-09-30,Total CDCR Population,139326,-563.0,-7433.0,,,
2023-09-30,"RReeppoorrtt ##:: SSOOMMSS--TTPPOOPP--11,, PPaaggee",11,,,,,
2023-10-31,I. In-State,94838,-309.0,-1129.0,,,
2023-10-31,"(Men, Subtotal)",91022,-325.0,-1307.0,,,
2023-10-31,"(Women, Subtotal)",3816,16.0,178.0,,,
2023-10-31,1. Institution/Camps,93577,-181.0,782.0,80777.0,115.8,110376.0
2023-10-31,Institutions,91772,-172.0,881.0,77309.0,118.7,106908.0
2023-10-31,Camps(CIW and SCC),1805,-9.0,-99.0,3468.0,52.0,3468.0
2023-10-31,2. In-State Contract Beds,8,-132.0,-1914.0,,,
2023-10-31,Community Prisoner Mother Program,8,1.0,0.0,,,
2023-10-31,3. Department of State Hospitals,111,5.0,7.0,,,
2023-10-31,4. CRPP Supervision,1142,-1.0,-4.0,,,
2023-10-31,Alternative Custody Program,118,6.0,39.0,,,
2023-10-31,Custody to Community Treatment Reentry Program,369,7.0,-22.0,,,
2023-10-31,Male Community Reentry Program,600,-15.0,-21.0,,,
2023-10-31,Medical Parole,44,0.0,0.0,,,
2023-10-31,Medical Reprieve Program,11,1.0,0.0,,,
2023-10-31,B. Parole,35537,-276.0,-4624.0,,,
2023-10-31,Community Supervision,34106,-248.0,-4591.0,,,
2023-10-31,Interstate Cooperative Case,1431,-28.0,-33.0,,,
2023-10-31,C. Non-CDCR Jurisdiction,758,3.0,-86.0,,,
2023-10-31,Out of State Parole,512,3.0,-48.0,,,
2023-10-31,Out of State Parolee at Large,21,3.0,2.0,,,
2023-10-31,County Jail,2,0.0,-10.0,,,
2023-10-31,D. Other Populations,7595,-16.0,-1078.0,,,
2023-10-31,Temporary Release to Court and Hospital,1688,21.0,19.0,,,
2023-10-31,Escaped,195,0.0,-1.0,,,
2023-10-31,Parolee at Large,5712,-37.0,-1096.0,,,
2023-10-31,Total CDCR Population,138728,-598.0,-6917.0,,,
2023-10-31,"RReeppoorrtt ##:: SSOOMMSS--TTPPOOPP--11,, PPaaggee",11,,,,,
2023-11-30,I. In-State,94647,-191.0,-1146.0,,,
2023-11-30,"(Men, Subtotal)",90853,-169.0,-1271.0,,,
2023-11-30,"(Women, Subtotal)",3794,-22.0,125.0,,,
2023-11-30,1. Institution/Camps,93371,-206.0,751.0,79574.0,117.3,110376.0
2023-11-30,Institutions,91511,-261.0,808.0,76106.0,120.2,106908.0
2023-11-30,Camps(CIW and SCC),1860,55.0,-57.0,3468.0,53.6,3468.0
2023-11-30,2. In-State Contract Beds,8,0.0,-1906.0,,,
2023-11-30,Community Prisoner Mother Program,8,0.0,0.0,,,
2023-11-30,3. Department of State Hospitals,116,5.0,19.0,,,
2023-11-30,4. CRPP Supervision,1152,10.0,-10.0,,,
2023-11-30,Alternative Custody Program,116,-2.0,30.0,,,
2023-11-30,Custody to Community Treatment Reentry Program,378,9.0,-12.0,,,
2023-11-30,Male Community Reentry Program,604,4.0,-27.0,,,
2023-11-30,Medical Parole,44,0.0,0.0,,,
2023-11-30,Medical Reprieve Program,10,-1.0,-1.0,,,
2023-11-30,B. Parole,35496,-41.0,-4058.0,,,
2023-11-30,Community Supervision,34070,-36.0,-4017.0,,,
2023-11-30,Interstate Cooperative Case,1426,-5.0,-41.0,,,
2023-11-30,C. Non-CDCR Jurisdiction,761,3.0,-52.0,,,
2023-11-30,Out of State Parole,515,3.0,-23.0,,,
2023-11-30,Out of State Parolee at Large,21,0.0,2.0,,,
2023-11-30,County Jail,2,0.0,-6.0,,,
2023-11-30,D. Other Populations,7361,-234.0,-1356.0,,,
2023-11-30,Temporary Release to Court and Hospital,1608,-80.0,-72.0,,,
2023-11-30,Escaped,195,0.0,-1.0,,,
2023-11-30,Parolee at Large,5558,-154.0,-1283.0,,,
2023-11-30,Total CDCR Population,138265,-463.0,-6612.0,,,
2023-11-30,"RReeppoorrtt ##:: SSOOMMSS--TTPPOOPP--11,, PPaaggee",11,,,,,
2023-12-31,I. In-State,94188,-459.0,-1519.0,,,
2023-12-31,"(Men, Subtotal)",90421,-432.0,-1630.0,,,
2023-12-31,"(Women, Subtotal)",3767,-27.0,111.0,,,
2023-12-31,1. Institution/Camps,92897,-474.0,291.0,78998.0,117.6,109678.0
2023-12-31,Institutions,91082,-429.0,303.0,75530.0,120.6,106210.0
2023-12-31,Camps(CIW and SCC),1815,-45.0,-12.0,3468.0,52.3,3468.0
2023-12-31,2. In-State Contract Beds,7,-1.0,-1822.0,,,
2023-12-31,Community Prisoner Mother Program,7,-1.0,-1.0,,,
2023-12-31,3. Department of State Hospitals,119,3.0,18.0,,,
2023-12-31,4. CRPP Supervision,1165,13.0,-6.0,,,
2023-12-31,Alternative Custody Program,107,-9.0,8.0,,,
2023-12-31,Custody to Community Treatment Reentry Program,380,2.0,-13.0,,,
2023-12-31,Male Community Reentry Program,623,19.0,-1.0,,,
2023-12-31,Medical Parole,46,2.0,2.0,,,
2023-12-31,Medical Reprieve Program,9,-1.0,-2.0,,,
2023-12-31,B. Parole,35389,-107.0,-3502.0,,,
2023-12-31,Community Supervision,33948,-122.0,-3476.0,,,
2023-12-31,Interstate Cooperative Case,1441,15.0,-26.0,,,
2023-12-31,C. Non-CDCR Jurisdiction,763,2.0,-63.0,,,
2023-12-31,Out of State Parole,514,-1.0,-35.0,,,
2023-12-31,Out of State Parolee at Large,22,1.0,4.0,,,
2023-12-31,County Jail,1,-1.0,-11.0,,,
2023-12-31,D. Other Populations,7314,-47.0,-1475.0,,,
2023-12-31,Temporary Release to Court and Hospital,1514,-94.0,-92.0,,,
2023-12-31,Escaped,196,1.0,0.0,,,
2023-12-31,Parolee at Large,5604,46.0,-1383.0,,,
2023-12-31,Total CDCR Population,137654,-611.0,-6559.0,,,
2023-12-31,"RReeppoorrtt ##:: SSOOMMSS--TTPPOOPP--11,, PPaaggee",11,,,,,
2024-01-31,I. In-State,93734,-454.0,-1794.0,,,
2024-01-31,"(Men, Subtotal)",89984,-437.0,-1895.0,,,
2024-01-31,"(Women, Subtotal)",3750,-17.0,101.0,,,
2024-01-31,1. Institution/Camps,92431,-466.0,-36.0,78998.0,117.0,109553.0
2024-01-31,Institutions,90643,-439.0,-135.0,75530.0,120.0,106085.0
2024-01-31,Camps(CIW and SCC),1788,-27.0,99.0,3468.0,51.6,3468.0
2024-01-31,2. In-State Contract Beds,7,0.0,-1800.0,,,
2024-01-31,Community Prisoner Mother Program,7,0.0,-1.0,,,
2024-01-31,3. Department of State Hospitals,136,17.0,35.0,,,
2024-01-31,4. CRPP Supervision,1160,-5.0,7.0,,,
2024-01-31,Alternative Custody Program,102,-5.0,-1.0,,,
2024-01-31,Custody to Community Treatment Reentry Program,381,1.0,-5.0,,,
2024-01-31,Male Community Reentry Program,626,3.0,13.0,,,
2024-01-31,Medical Parole,43,-3.0,2.0,,,
2024-01-31,Medical Reprieve Program,8,-1.0,-2.0,,,
2024-01-31,B. Parole,35194,-195.0,-3128.0,,,
2024-01-31,Community Supervision,33753,-195.0,-3110.0,,,
2024-01-31,Interstate Cooperative Case,1441,0.0,-18.0,,,
2024-01-31,C. Non-CDCR Jurisdiction,763,0.0,-21.0,,,
2024-01-31,Out of State Parole,516,2.0,3.0,,,
2024-01-31,Out of State Parolee at Large,20,-2.0,1.0,,,
2024-01-31,D. Other Populations,7309,-5.0,-1471.0,,,
2024-01-31,Temporary Release to Court and Hospital,1565,51.0,-121.0,,,
2024-01-31,Escaped,195,-1.0,-1.0,,,
2024-01-31,Parolee at Large,5549,-55.0,-1349.0,,,
2024-01-31,Total CDCR Population,137000,-654.0,-6414.0,,,
2024-01-31,"RReeppoorrtt ##:: SSOOMMSS--TTPPOOPP--11,, PPaaggee",11,,,,,
2024-02-29,I. In-State,93560,-174.0,-1900.0,,,
2024-02-29,"(Men, Subtotal)",89791,-193.0,-1971.0,,,
2024-02-29,"(Women, Subtotal)",3769,19.0,71.0,,,
2024-02-29,1. Institution/Camps,92268,-163.0,-171.0,78998.0,116.8,109037.0
2024-02-29,Institutions,90452,-191.0,-372.0,75530.0,119.8,105569.0
2024-02-29,Camps(CIW and SCC),1816,28.0,201.0,3468.0,52.4,3468.0
2024-02-29,2. In-State Contract Beds,6,-1.0,-1749.0,,,
2024-02-29,Community Prisoner Mother Program,6,-1.0,-2.0,,,
2024-02-29,3. Department of State Hospitals,136,0.0,45.0,,,
2024-02-29,4. CRPP Supervision,1150,-10.0,-25.0,,,
2024-02-29,Alternative Custody Program,95,-7.0,-22.0,,,
2024-02-29,Custody to Community Treatment Reentry Program,379,-2.0,-13.0,,,
2024-02-29,Male Community Reentry Program,622,-4.0,10.0,,,
2024-02-29,Medical Parole,47,4.0,3.0,,,
2024-02-29,Medical Reprieve Program,7,-1.0,-3.0,,,
2024-02-29,B. Parole,35173,-21.0,-2727.0,,,
2024-02-29,Community Supervision,33713,-40.0,-2726.0,,,
2024-02-29,Interstate Cooperative Case,1460,19.0,-1.0,,,
2024-02-29,C. Non-CDCR Jurisdiction,760,-3.0,-7.0,,,
2024-02-29,Out of State Parole,513,-3.0,12.0,,,
2024-02-29,Out of State Parolee at Large,21,1.0,0.0,,,
2024-02-29,D. Other Populations,7244,-65.0,-1495.0,,,
2024-02-29,Temporary Release to Court and Hospital,1571,6.0,-143.0,,,
2024-02-29,Escaped,196,1.0,1.0,,,
2024-02-29,Parolee at Large,5477,-72.0,-1353.0,,,
2024-02-29,Total CDCR Population,136737,-263.0,-6129.0,,,
2024-02-29,"RReeppoorrtt ##:: SSOOMMSS--TTPPOOPP--11,, PPaaggee",11,,,,,
2024-03-31,I. In-State,93220,-340.0,-2480.0,,,
2024-03-31,"(Men, Subtotal)",89452,-339.0,-2570.0,,,
2024-03-31,"(Women, Subtotal)",3768,-1.0,90.0,,,
2024-03-31,1. Institution/Camps,91972,-296.0,-781.0,78994.0,116.4,108310.0
2024-03-31,Institutions,90234,-218.0,-947.0,75526.0,119.5,104842.0
2024-03-31,Camps(CIW and SCC),1738,-78.0,166.0,3468.0,50.1,3468.0
2024-03-31,2. In-State Contract Beds,7,1.0,-1634.0,,,
2024-03-31,Community Prisoner Mother Program,7,1.0,0.0,,,
2024-03-31,3. Department of State Hospitals,146,10.0,45.0,,,
2024-03-31,4. CRPP Supervision,1095,-55.0,-110.0,,,
2024-03-31,Alternative Custody Program,81,-14.0,-50.0,,,
2024-03-31,Custody to Community Treatment Reentry Program,373,-6.0,-15.0,,,
2024-03-31,Male Community Reentry Program,588,-34.0,-43.0,,,
2024-03-31,Medical Parole,45,-2.0,0.0,,,
2024-03-31,Medical Reprieve Program,8,1.0,-2.0,,,
2024-03-31,B. Parole,35254,81.0,-2034.0,,,
2024-03-31,Community Supervision,33806,93.0,-2023.0,,,
2024-03-31,Interstate Cooperative Case,1448,-12.0,-11.0,,,
2024-03-31,C. Non-CDCR Jurisdiction,758,-2.0,10.0,,,
2024-03-31,Out of State Parole,512,-1.0,27.0,,,
2024-03-31,Out of State Parolee at Large,21,0.0,0.0,,,
2024-03-31,D. Other Populations,7067,-177.0,-1620.0,,,
2024-03-31,Temporary Release to Court and Hospital,1497,-74.0,-162.0,,,
2024-03-31,Escaped,195,-1.0,0.0,,,
2024-03-31,Parolee at Large,5375,-102.0,-1458.0,,,
2024-03-31,Total CDCR Population,136299,-438.0,-6124.0,,,
2024-03-31,"RReeppoorrtt ##:: SSOOMMSS--TTPPOOPP--11,, PPaaggee",11,,,,,
2024-04-30,I. In-State,93015,-205.0,-2923.0,,,
2024-04-30,"(Men, Subtotal)",89247,-205.0,-2993.0,,,
2024-04-30,"(Women, Subtotal)",3768,0.0,70.0,,,
2024-04-30,1. Institution/Camps,91748,-224.0,-1500.0,78994.0,116.1,109480.0
2024-04-30,Institutions,90048,-186.0,-1540.0,75526.0,119.2,106012.0
2024-04-30,Camps(CIW and SCC),1700,-38.0,40.0,3468.0,49.0,3468.0
2024-04-30,2. In-State Contract Beds,6,-1.0,-1369.0,,,
2024-04-30,Community Prisoner Mother Program,6,-1.0,-2.0,,,
2024-04-30,3. Department of State Hospitals,163,17.0,62.0,,,
2024-04-30,4. CRPP Supervision,1098,3.0,-116.0,,,
2024-04-30,Alternative Custody Program,76,-5.0,-54.0,,,
2024-04-30,Custody to Community Treatment Reentry Program,380,7.0,-14.0,,,
2024-04-30,Male Community Reentry Program,588,0.0,-45.0,,,
2024-04-30,Medical Parole,46,1.0,-1.0,,,
2024-04-30,Medical Reprieve Program,8,0.0,-2.0,,,
2024-04-30,B. Parole,35118,-136.0,-1708.0,,,
2024-04-30,Community Supervision,33668,-138.0,-1698.0,,,
2024-04-30,Interstate Cooperative Case,1450,2.0,-10.0,,,
2024-04-30,C. Non-CDCR Jurisdiction,763,5.0,15.0,,,
2024-04-30,Out of State Parole,521,9.0,47.0,,,
2024-04-30,Out of State Parolee at Large,23,2.0,0.0,,,
2024-04-30,D. Other Populations,7059,-8.0,-1538.0,,,
2024-04-30,Temporary Release to Court and Hospital,1516,19.0,-134.0,,,
2024-04-30,Escaped,195,0.0,0.0,,,
2024-04-30,Parolee at Large,5348,-27.0,-1404.0,,,
2024-04-30,Total CDCR Population,135955,-344.0,-6154.0,,,
2024-04-30,"RReeppoorrtt ##:: SSOOMMSS--TTPPOOPP--11,, PPaaggee",11,,,,,
2024-05-31,I. In-State,92955,-60.0,-3363.0,,,
2024-05-31,"(Men, Subtotal)",89187,-60.0,-3394.0,,,
2024-05-31,"(Women, Subtotal)",3768,0.0,31.0,,,
2024-05-31,1. Institution/Camps,91667,-81.0,-2312.0,78994.0,116.0,109480.0
2024-05-31,Institutions,89961,-87.0,-2321.0,75526.0,119.1,106012.0
2024-05-31,Camps(CIW and SCC),1706,6.0,9.0,3468.0,49.2,3468.0
2024-05-31,2. In-State Contract Beds,7,1.0,-1007.0,,,
2024-05-31,Community Prisoner Mother Program,7,1.0,2.0,,,
2024-05-31,3. Department of State Hospitals,158,-5.0,46.0,,,
2024-05-31,4. CRPP Supervision,1123,25.0,-90.0,,,
2024-05-31,Alternative Custody Program,67,-9.0,-64.0,,,
2024-05-31,Female Community Reentry Program,398,18.0,11.0,,,
2024-05-31,Male Community Reentry Program,604,16.0,-38.0,,,
2024-05-31,Medical Parole,47,1.0,3.0,,,
2024-05-31,Medical Reprieve Program,7,-1.0,-2.0,,,
2024-05-31,B. Parole,35022,-96.0,-1286.0,,,
2024-05-31,Community Supervision,33567,-101.0,-1285.0,,,
2024-05-31,Interstate Cooperative Case,1455,5.0,-1.0,,,
2024-05-31,C. Non-CDCR Jurisdiction,758,-5.0,19.0,,,
2024-05-31,Out of State Parole,514,-7.0,40.0,,,
2024-05-31,Out of State Parolee at Large,26,3.0,7.0,,,
2024-05-31,D. Other Populations,7067,8.0,-1472.0,,,
2024-05-31,Temporary Release to Court and Hospital,1495,-21.0,-132.0,,,
2024-05-31,Escaped,194,-1.0,0.0,,,
2024-05-31,Parolee at Large,5378,30.0,-1340.0,,,
2024-05-31,Total CDCR Population,135802,-153.0,-6102.0,,,
2024-05-31,"RReeppoorrtt ##:: SSOOMMSS--TTPPOOPP--11,, PPaaggee",11,,,,,
2024-06-30,I. In-State,92582,-373.0,-3451.0,,,
2024-06-30,"(Men, Subtotal)",88819,-368.0,-3452.0,,,
2024-06-30,"(Women, Subtotal)",3763,-5.0,1.0,,,
2024-06-30,1. Institution/Camps,91330,-337.0,-2751.0,78994.0,115.6,109490.0
2024-06-30,Institutions,89686,-275.0,-2706.0,75526.0,118.7,106022.0
2024-06-30,Camps(CIW and SCC),1644,-62.0,-45.0,3468.0,47.4,3468.0
2024-06-30,2. In-State Contract Beds,5,-2.0,-624.0,,,
2024-06-30,Community Participant Mother Program,5,-2.0,-1.0,,,
2024-06-30,3. Department of State Hospitals,160,2.0,45.0,,,
2024-06-30,4. CRPP Supervision,1087,-36.0,-121.0,,,
2024-06-30,Alternative Custody Program,63,-4.0,-64.0,,,
2024-06-30,Female Community Reentry Program,386,-12.0,3.0,,,
2024-06-30,Male Community Reentry Program,583,-21.0,-61.0,,,
2024-06-30,Medical Parole,48,1.0,3.0,,,
2024-06-30,Medical Reprieve Program,7,0.0,-2.0,,,
2024-06-30,B. Parole,35019,-3.0,-1176.0,,,
2024-06-30,Community Supervision,33558,-9.0,-1171.0,,,
2024-06-30,Interstate Cooperative Case,1461,6.0,-5.0,,,
2024-06-30,C. Non-CDCR Jurisdiction,756,-2.0,20.0,,,
2024-06-30,Out of State Parole,519,5.0,44.0,,,
2024-06-30,Out of State Parolee at Large,22,-4.0,3.0,,,
2024-06-30,D. Other Populations,7039,-28.0,-1377.0,,,
2024-06-30,Temporary Release to Court and Hospital,1479,-16.0,-169.0,,,
2024-06-30,Escaped,193,-1.0,-1.0,,,
2024-06-30,Parolee at Large,5367,-11.0,-1207.0,,,
2024-06-30,Total CDCR Population,135396,-406.0,-5984.0,,,
2024-06-30,"RReeppoorrtt ##:: SSOOMMSS--TTPPOOPP--11,, PPaaggee",11,,,,,
2024-07-31,I. In-State,92251,-331.0,-3485.0,,,
2024-07-31,"(Men, Subtotal)",88500,-319.0,-3505.0,,,
2024-07-31,"(Women, Subtotal)",3751,-12.0,20.0,,,
2024-07-31,1. Institution/Camps,90993,-337.0,-3022.0,78994.0,115.2,102280.0
2024-07-31,Institutions,89348,-338.0,-2927.0,75526.0,118.3,98812.0
2024-07-31,Camps(CIW and SCC),1645,1.0,-95.0,3468.0,47.4,3468.0
2024-07-31,2. In-State Contract Beds,4,-1.0,-428.0,,,
2024-07-31,Community Participant Mother Program,4,-1.0,-3.0,,,
2024-07-31,3. Department of State Hospitals,158,-2.0,46.0,,,
2024-07-31,4. CRPP Supervision,1096,9.0,-81.0,,,
2024-07-31,Alternative Custody Program,62,-1.0,-53.0,,,
2024-07-31,Female Community Reentry Program,389,3.0,18.0,,,
2024-07-31,Male Community Reentry Program,589,6.0,-48.0,,,
2024-07-31,Medical Parole,49,1.0,4.0,,,
2024-07-31,Medical Reprieve Program,7,0.0,-2.0,,,
2024-07-31,B. Parole,34906,-113.0,-1140.0,,,
2024-07-31,Community Supervision,33436,-122.0,-1139.0,,,
2024-07-31,Interstate Cooperative Case,1470,9.0,-1.0,,,
2024-07-31,C. Non-CDCR Jurisdiction,753,-3.0,24.0,,,
2024-07-31,Out of State Parole,512,-7.0,38.0,,,
2024-07-31,Out of State Parolee at Large,22,0.0,4.0,,,
2024-07-31,D. Other Populations,7079,40.0,-1039.0,,,
2024-07-31,Temporary Release to Court and Hospital,1475,-4.0,-151.0,,,
2024-07-31,Escaped,191,-2.0,-4.0,,,
2024-07-31,Parolee at Large,5413,46.0,-884.0,,,
2024-07-31,Total CDCR Population,134989,-407.0,-5640.0,,,
2024-07-31,"RReeppoorrtt ##:: SSOOMMSS--TTPPOOPP--11,, PPaaggee",11,,,,,
2024-08-31,I. In-State,91991,-260.0,-3427.0,,,
2024-08-31,"(Men, Subtotal)",88237,-263.0,-3409.0,,,
2024-08-31,"(Women, Subtotal)",3754,3.0,-18.0,,,
2024-08-31,1. Institution/Camps,90756,-237.0,-3172.0,78994.0,114.9,102280.0
2024-08-31,Institutions,89063,-285.0,-3101.0,75526.0,117.9,98812.0
2024-08-31,Camps(CIW and SCC),1693,48.0,-71.0,3468.0,48.8,3468.0
2024-08-31,2. In-State Contract Beds,3,-1.0,-200.0,,,
2024-08-31,Community Participant Mother Program,3,-1.0,-3.0,,,
2024-08-31,3. Department of State Hospitals,158,0.0,48.0,,,
2024-08-31,4. CRPP Supervision,1074,-22.0,-103.0,,,
2024-08-31,Alternative Custody Program,49,-13.0,-71.0,,,
2024-08-31,Female Community Reentry Program,380,-9.0,7.0,,,
2024-08-31,Male Community Reentry Program,590,1.0,-40.0,,,
2024-08-31,Medical Parole,49,0.0,5.0,,,
2024-08-31,Medical Reprieve Program,6,-1.0,-4.0,,,
2024-08-31,B. Parole,34957,51.0,-999.0,,,
2024-08-31,Community Supervision,33490,54.0,-1008.0,,,
2024-08-31,Interstate Cooperative Case,1467,-3.0,9.0,,,
2024-08-31,C. Non-CDCR Jurisdiction,727,-26.0,-21.0,,,
2024-08-31,Out of State Parole,495,-17.0,2.0,,,
2024-08-31,Out of State Parolee at Large,23,1.0,4.0,,,
2024-08-31,D. Other Populations,6997,-82.0,-770.0,,,
2024-08-31,Temporary Release to Court and Hospital,1529,54.0,-125.0,,,
2024-08-31,Escaped,191,0.0,-4.0,,,
2024-08-31,Parolee at Large,5277,-136.0,-641.0,,,
2024-08-31,Total CDCR Population,134672,-317.0,-5217.0,,,
2024-08-31,"RReeppoorrtt ##:: SSOOMMSS--TTPPOOPP--11,, PPaaggee",11,,,,,
2024-09-30,I. In-State,92021,30.0,-3126.0,,,
2024-09-30,"(Men, Subtotal)",88302,65.0,-3045.0,,,
2024-09-30,"(Women, Subtotal)",3719,-35.0,-81.0,,,
2024-09-30,1. Institution/Camps,90819,63.0,-2939.0,75640.0,120.1,102394.0
