GEOID,Dr_delta_JA_max_pre,Dr_delta_JA_max_fut,Dr_WSV_average,Dr_precip_demand_ratio,drought_delta_spei12_midcentury,drought_hazard_idx_norm,drought_hazard_fut_idx_norm
06013304002,3.426420189111748,5.393892739255014,30.881859303570153,1.996690059419995,132.17939873333765,48.290744291876095,48.74771710031619
06071009119,3.0319277727682596,4.841491128494138,19.23420538381882,1.892840162840002,479.5933988277497,37.29722565800693,36.87723298932396
06071000118,2.9551474815789476,4.970700534210526,31.521708450926397,1.9824399816071552,287.685466286018,45.233713385023634,46.25547006579213
06071009109,2.7251912805206464,4.480391993267505,20.375914044654508,1.892840162840002,419.3097019725152,35.64121018599164,34.82033858810236
06075020802,0.297988,2.209838,17.964396297000004,1.9845928785,7.142857142857139,6.726850914434196,8.627342897077032
06075020801,0.297988,2.209838,17.964396297000004,1.9845928785000007,7.142857142857139,6.726850914434166,8.627342897077003
06075061401,0.531162,2.399213,19.75907942551694,1.9845928784999984,2.652204309437452,10.718526383780457,12.048415663036884
06075020702,0.297988,2.209838,18.010346649915792,1.9845928784999998,7.142857142857139,6.774013232054411,8.672312454140805
06075060702,0.531162,2.399213,20.17342982682222,1.9845928785000007,2.380952380952394,11.14380549465545,12.45392188515531
06073006600,1.339916,2.502628,35.382760141968404,1.9781059053200007,193.6507936507936,34.49750870297557,28.521553846506475
06073006900,1.1804541598360654,2.305743319672131,36.089381158553145,1.9781059053199925,111.20633355536896,33.75267106033928,27.4823820018893
06073007002,1.135463,2.25037,36.89790086669638,1.978105905319996,84.92063492063494,34.16773747319507,27.786886216821287
06073009804,2.3449951083333334,4.333839575,29.950607746260086,1.9781059053199928,383.5989278349988,38.1880147533372,39.30257230191916
06073009805,2.3118163021582734,4.278434643884892,29.685458974686284,1.9781059053199948,372.6709609398088,37.609993497557696,38.556047273979075
06073010001,1.4863360347222223,3.0231643055555555,25.38230557779584,1.9781059053200023,185.54912895744187,25.583149222446718,23.310318275071335
06073010003,1.538921,3.131452,22.6425292750812,1.97810590532,210.3174603174603,23.255896431107022,21.58092212638877
06073010004,1.5121041379310345,3.076228303448276,22.20103909120209,1.9781059053200023,202.48558511822017,22.55553412472765,20.6634127764722
06073012002,1.194795,2.963464,33.0544917888435,1.9781059053200034,288.0952380952381,30.769944663992487,30.293949917013446
06073012003,1.219486,2.991593866666667,33.02345737047625,1.978105905320004,290.6031842742354,30.96572072831616,30.51085286499859
06073012101,1.194795,2.963464,33.9484795242,1.9781059053200039,288.0952380952381,31.68751179564714,31.168855764920668
06081607701,1.278258919117647,3.4834021911764705,28.721747558589612,1.9700002838051438,70.32262769205374,27.451281944981876,30.966401861442993
06081607702,1.3518968241758242,3.6084834835164834,28.342950112046122,1.9845928784999973,75.41375774121022,27.095245355628833,31.079130718878208
06081607800,1.6964346062992126,4.197969582677165,28.652646884397573,1.9845928784999969,98.7588983217368,30.589442071082285,36.56408111769842
06081607900,1.5878646952380953,4.00988280952381,29.07876076463043,1.984592878499997,94.70027499554728,30.025877034219178,35.32772727427933
06081608002,1.630941,3.963623,28.739955614036262,1.9845928784999969,86.5079365079365,30.075260888659145,34.589508020767575
06091010000,3.7364012493660184,5.94892582079459,33.172046890326435,1.8988473541085418,149.6372553882651,57.83131955435233,59.99883787525639
06037402904,3.0771006448598133,5.17377876635514,26.03532066897383,1.9814317678900009,290.4809108712644,40.77156001854083,42.713907710258944
06075012001,0.253988,1.916595,22.2845404359,1.9845928784999995,3.1746031746031917,10.755300308743324,10.27752906405284
06075010101,0.253988,1.916595,25.165411074666675,1.9845928785000007,3.0989455448613517,13.712155424464944,13.096908423788777
06075010102,0.253988,1.916595,25.0727627712,1.9845928784999993,3.1746031746031917,13.61706347330899,13.006237669262925
06075060701,0.531162,2.399213,21.394342819714623,1.9845928784999998,2.380952380952394,12.396920709308244,13.648774873649108
06075033001,-0.012806,1.439561,20.388663554803564,1.9845928784999975,-10.31746031746033,6.349815588227055,4.228762666002563
06075033002,-0.012806,1.439561,19.278152942872545,1.9845928784999973,-10.31746031746033,5.21001467534846,3.141955554321058
06075031401,-0.011684,1.684566,14.396752335534783,1.9845928784999993,-3.968253968253975,0.2102084027028069,0.5184577315898694
06075025501,0.15318977049180327,1.9054155901639345,14.662638194827881,1.9845928784999984,9.982116785542168,2.003096479213382,2.720041587381541
06075010202,0.253988,1.916595,25.07276277120001,1.9845928785000007,3.1746031746031917,13.617063473308951,13.006237669262887
06075061504,0.531162,2.399213,23.0181354396,1.9845928784999995,2.380952380952394,14.063541712823582,15.23790815002434
06075061507,0.531162,2.399213,23.018135439599995,1.9845928784999993,2.380952380952394,14.063541712823588,15.23790815002434
06075025502,0.304793875,2.238651875,14.900252873300007,1.984592878499998,15.75634556907399,3.644633204394859,5.881890358417207
06075016101,0.297988,2.209838,21.563709615300006,1.9845928784999998,6.953454809196288,10.421098012893525,12.149830002982705
06075016102,0.293863,2.18234646875,21.828460493868747,1.9845928785000009,6.284968619938694,10.654803008467066,12.167266183565637
06075012801,0.018315,1.351428,25.8795152911111,1.9845928784999993,-14.285714285714306,12.272399330085092,8.827682785447639
06075010402,0.253988,1.916595,25.849091658868975,1.9845928785000007,2.586722214440325,14.413868443340236,13.765996060635052
06075061101,0.253988,1.916595,25.63150587737143,1.9845928785,2.4153770932844525,14.190543722517418,13.553054579309556
06075047904,-0.034162,1.263206,27.596060317531705,1.9845928784999998,-13.09174419187902,13.550427926238928,9.732075233931377
06075061102,0.253988,1.916595,25.4896801368,1.9845928784999998,3.1746031746031917,14.044977253510963,13.414256064629438
06075061501,0.39986905263157896,2.1706044736842105,23.01813543959999,1.9845928784999998,2.380952380952394,12.853137659140765,13.22833015343894
06075012403,0.253988,1.916595,22.2845404359,1.9845928784999998,3.1746031746031917,10.755300308743312,10.277529064052828
06075047903,-0.034162,1.263206,27.53345802695555,1.9845928784999982,-12.698412698412696,13.486174467352278,9.670809169587043
06075035101,-0.034162,1.263206,24.376276655799998,1.9845928784999989,-12.698412698412696,10.245720778477484,6.581016843268037
06075061506,0.531162,2.399213,23.018135439599998,1.9845928784999993,2.380952380952394,14.063541712823593,15.237908150024346
06075061505,0.531162,2.399213,23.0181354396,1.9845928785,2.380952380952394,14.063541712823573,15.237908150024332
06075045202,0.108383,1.707983,24.985289959000024,1.9845928785000007,-1.4210854715202004e-14,12.184935086168998,11.086832945191544
06075012406,0.253988,1.916595,22.2845404359,1.9845928784999995,3.1746031746031917,10.755300308743324,10.27752906405284
06075012404,0.253988,1.916595,22.2845404359,1.9845928784999995,3.1746031746031917,10.755300308743324,10.27752906405284
