facilityid,name,cdcr_code,latitude,longitude,cell_lat,cell_lon,cell_dist_km,n_models,n_members,mask_override,loca2_days_over_80_historic,loca2_days_over_90_historic,loca2_days_over_100_historic,loca2_days_over_110_historic,loca2_nights_over_60_historic,loca2_nights_over_70_historic,loca2_nights_over_80_historic,loca2_nights_over_90_historic,loca2_days_over_avg_historic,loca2_days_over_avg_plus10_historic,loca2_nights_over_p95_historic,loca2_nights_over_p98_historic,loca2_days_over_80_midcentury,loca2_days_over_90_midcentury,loca2_days_over_100_midcentury,loca2_days_over_110_midcentury,loca2_nights_over_60_midcentury,loca2_nights_over_70_midcentury,loca2_nights_over_80_midcentury,loca2_nights_over_90_midcentury,loca2_days_over_avg_midcentury,loca2_days_over_avg_plus10_midcentury,loca2_nights_over_p95_midcentury,loca2_nights_over_p98_midcentury,loca2_days_over_80_endcentury,loca2_days_over_90_endcentury,loca2_days_over_100_endcentury,loca2_days_over_110_endcentury,loca2_nights_over_60_endcentury,loca2_nights_over_70_endcentury,loca2_nights_over_80_endcentury,loca2_nights_over_90_endcentury,loca2_days_over_avg_endcentury,loca2_days_over_avg_plus10_endcentury,loca2_nights_over_p95_endcentury,loca2_nights_over_p98_endcentury,loca2_avg_summer_tmax_f,loca2_avg_summer_tmin_f,loca2_p95_tmin_f,loca2_p98_tmin_f
10006226,Camp Rockey,,34.1345449734149,-117.79496229533272,34.140625,-117.796875,0.697,14,62,False,148.796,61.699,5.281,0.017,86.346,12.412,0.207,0.0,75.082,9.1,14.196,6.17,190.998,101.207,22.425,0.869,136.496,39.581,2.96,0.034,114.767,31.309,42.937,26.019,213.789,124.822,39.899,2.955,166.389,64.283,8.185,0.217,138.529,51.702,67.438,45.833,88.448,61.252,69.53,72.183
10002338,Bob Wiley Detention Facility,,36.45663045552659,-119.32069305186393,36.453125,-119.328125,0.769,14,62,False,168.39,106.156,26.379,0.246,21.804,0.526,0.009,0.0,66.496,4.43,14.275,5.96,192.366,136.616,63.972,4.287,63.407,4.248,0.036,0.0,103.629,22.889,49.534,28.956,203.712,151.815,87.773,13.155,100.859,17.954,0.444,0.002,122.387,44.284,86.154,62.508,95.123,55.494,61.477,64.029
10006229,Camp Scudder,,34.45854032992573,-118.4828038923584,34.453125,-118.484375,0.618,14,62,False,166.733,92.252,22.023,0.468,82.756,11.03,0.107,0.001,72.387,10.667,14.463,6.291,209.873,133.01,51.606,4.181,134.141,40.981,2.287,0.008,111.955,31.905,47.836,30.21,233.528,157.104,75.59,11.242,163.32,68.023,7.494,0.079,135.839,53.378,74.394,53.835,92.674,61.209,69.159,71.639
10005289,El Dorado County Jail - South Lake Tahoe,,38.9340685149632,-119.97213762662253,38.921875,-119.984375,1.717,14,62,False,45.708,1.107,0.0,0.0,0.258,0.002,0.0,0.0,63.242,3.909,15.176,6.635,82.306,10.497,0.056,0.0,2.438,0.01,0.0,0.0,99.261,21.039,46.922,27.064,102.019,22.822,0.391,0.0,8.481,0.067,0.0,0.0,117.519,38.433,75.595,52.21,77.746,44.684,50.891,53.261
10005288,El Dorado County Jail - Placerville,,38.72391175979539,-120.82363571641528,38.734375,-120.828125,1.225,14,62,False,134.251,73.436,12.638,0.073,64.848,7.107,0.02,0.0,67.643,9.871,14.582,6.419,161.663,105.597,37.418,2.159,105.044,29.965,0.911,0.003,100.383,32.279,44.642,28.618,176.121,124.535,59.28,6.704,128.192,51.646,4.672,0.031,119.802,53.132,67.803,49.895,90.839,59.591,67.805,70.272
10005270,Butte County Juvenile Hall,,39.529692691577225,-121.57051867645444,39.515625,-121.578125,1.692,14,62,False,148.083,83.886,15.908,0.234,55.218,3.055,0.01,0.0,64.336,7.308,14.454,6.281,171.233,115.532,43.876,2.925,103.176,19.468,0.36,0.0,98.835,27.254,51.066,31.532,182.612,131.94,65.028,7.759,126.382,41.56,2.39,0.008,117.297,45.398,77.658,56.721,92.565,59.645,65.758,68.19
10000900,Camp Afflerbaugh,,34.15309188637279,-117.74191185518086,34.140625,-117.734375,1.547,14,62,False,130.22,43.327,2.128,0.001,78.586,10.138,0.122,0.0,76.626,9.38,14.372,6.264,173.821,83.425,13.454,0.311,126.643,36.576,2.512,0.021,118.493,33.239,44.481,27.615,198.032,108.122,27.051,1.363,156.145,59.132,7.201,0.158,143.187,54.723,67.832,47.179,86.103,60.393,68.855,71.464
10005320,Inyo County Jail,,36.79894438134117,-118.19380693837496,36.796875,-118.203125,0.859,14,62,False,162.341,107.006,34.328,0.495,72.809,11.732,0.207,0.0,59.69,3.143,14.563,6.422,191.264,139.274,74.698,8.07,109.552,37.582,1.895,0.005,98.45,23.829,43.075,26.029,207.359,154.604,95.029,20.43,127.378,59.984,6.862,0.073,117.113,43.113,65.55,46.418,96.697,62.597,69.27,71.918
10006705,Carl F. Bryan II Juvenile Hall,,39.26565985450622,-121.03245172516118,39.265625,-121.046875,1.24,14,62,False,113.591,44.873,2.479,0.001,48.712,2.212,0.001,0.0,68.022,8.349,14.955,6.738,145.075,82.689,13.634,0.228,95.229,19.174,0.254,0.0,104.312,30.366,54.007,36.282,161.027,104.725,27.73,0.791,118.982,41.245,1.631,0.001,124.051,51.656,80.707,62.376,86.892,57.821,65.195,67.455
10006703,Camp Erwin Owen,,35.76932479905095,-118.42746270426794,35.765625,-118.421875,0.65,14,62,False,138.457,70.011,4.628,0.0,46.258,1.508,0.003,0.0,66.772,3.861,15.098,6.824,172.237,109.684,26.451,0.356,83.295,11.562,0.082,0.0,106.991,23.945,44.242,28.444,191.067,130.641,48.882,1.775,112.27,27.163,0.705,0.002,128.241,45.527,71.666,52.182,90.376,58.113,64.574,66.771
10000834,Central Detention Center,,34.10242616729506,-117.27345082727165,34.109375,-117.265625,1.055,14,62,False,196.967,120.907,43.686,1.8,101.798,16.545,0.399,0.007,72.64,8.633,15.118,6.771,234.572,157.237,83.012,13.391,147.805,54.637,4.316,0.112,111.668,32.447,52.098,32.483,254.93,179.58,105.958,27.02,174.756,85.969,13.89,0.471,133.812,53.063,82.41,60.23,96.373,63.664,70.341,72.867
10000827,Kings County Jail,,36.33368353541322,-119.66961592010344,36.328125,-119.671875,0.649,14,62,False,165.639,103.644,26.29,0.296,49.349,2.117,0.025,0.001,65.207,4.586,14.34,6.06,189.734,133.625,60.342,3.81,93.119,13.105,0.192,0.0,100.248,21.337,46.727,28.034,201.283,148.87,82.414,11.319,122.085,34.648,1.312,0.005,118.676,39.839,79.197,57.07,95.091,59.068,64.865,67.339
10006702,Fresno County Juvenile Justice Campus,,36.65951325902287,-119.72474618057136,36.671875,-119.734375,1.618,14,62,False,163.714,101.651,26.043,0.232,35.462,1.042,0.009,0.0,65.87,5.247,14.665,6.24,189.448,133.372,61.06,4.306,81.548,8.597,0.102,0.0,102.451,24.044,49.131,29.402,201.181,148.866,83.295,12.39,117.504,27.474,0.901,0.004,120.887,43.804,86.355,63.049,94.81,57.371,63.251,65.731
10005331,West Valley Detention Center,,34.08118905127584,-117.52915047961852,34.078125,-117.515625,1.289,14,62,False,182.568,99.769,23.443,0.504,96.925,12.593,0.306,0.003,74.974,9.889,14.863,6.504,222.443,139.286,57.782,5.96,151.088,45.742,3.498,0.12,115.1,34.667,50.983,29.956,243.556,162.556,81.56,14.086,180.415,76.94,10.089,0.377,138.295,55.847,81.586,55.931,93.096,61.924,69.391,72.147
10000828,High Desert Detention Center,,34.5475073764621,-117.45763172644712,34.546875,-117.453125,0.418,14,62,False,153.943,91.361,14.821,0.057,71.953,7.465,0.05,0.001,64.752,3.602,14.139,6.114,184.109,123.122,42.187,1.426,110.552,30.117,0.938,0.006,98.423,18.715,44.612,27.527,200.221,140.271,62.766,4.429,130.734,51.451,3.73,0.031,118.053,33.838,67.394,47.9,93.359,61.289,68.078,70.508
10005325,Kings County Juvenile Detention Center,,36.33158401889679,-119.66762056058052,36.328125,-119.671875,0.541,14,62,False,165.639,103.644,26.29,0.296,49.349,2.117,0.025,0.001,65.207,4.586,14.34,6.06,189.734,133.625,60.342,3.81,93.119,13.105,0.192,0.0,100.248,21.337,46.727,28.034,201.283,148.87,82.414,11.319,122.085,34.648,1.312,0.005,118.676,39.839,79.197,57.07,95.091,59.068,64.865,67.339
10002331,Santa Rita Jail,,37.71784061903257,-121.88779040170296,37.703125,-121.890625,1.652,14,62,False,120.121,46.947,7.599,0.174,26.787,1.084,0.013,0.0,72.84,17.514,13.864,5.699,155.235,74.754,18.694,1.296,78.171,5.774,0.166,0.003,105.527,35.493,50.159,26.646,175.22,97.517,31.308,3.464,119.219,19.801,0.837,0.009,128.682,52.85,89.36,60.041,86.165,56.409,62.396,65.141
20000100,Trinity County Correctional Facility,,40.750736220204836,-122.92319829648272,40.765625,-122.921875,1.656,14,62,False,105.835,46.173,4.236,0.01,5.389,0.064,0.0,0.0,66.693,11.702,13.968,6.244,131.779,76.344,15.127,0.39,22.088,0.752,0.002,0.0,96.024,32.166,41.326,24.897,144.031,93.516,29.185,1.747,41.214,2.537,0.015,0.0,111.947,49.792,66.155,45.075,86.731,49.504,56.875,59.553
10000775,Lassen County Adult Detention Facility,,40.42573469368667,-120.65008647053216,40.421875,-120.640625,0.907,14,62,False,97.306,32.164,0.708,0.0,3.048,0.016,0.0,0.0,64.448,7.402,15.865,7.229,125.916,68.662,11.914,0.156,18.724,0.38,0.001,0.0,98.486,34.823,50.3,32.271,139.515,89.158,27.514,1.295,43.761,2.918,0.01,0.0,115.208,56.56,79.1,60.33,85.248,48.646,55.231,57.739
10006699,John A. Davis Juvenile Hall,,37.98822234273883,-122.08867712061308,37.984375,-122.078125,1.017,14,62,False,122.018,41.913,5.098,0.074,32.475,1.619,0.022,0.0,68.944,13.069,14.207,5.822,156.975,71.634,13.776,0.732,87.559,7.024,0.244,0.001,104.142,28.825,48.952,24.313,174.089,93.457,23.96,2.306,125.465,17.863,0.752,0.01,125.512,43.906,84.732,51.678,86.325,57.091,63.022,65.97
10000809,Iris Garrett Juvenile Justice Complex,,37.18771223201478,-120.54145188502224,37.203125,-120.546875,1.777,14,62,False,166.114,101.697,26.145,0.277,17.285,0.36,0.006,0.0,64.56,5.848,14.305,5.984,190.487,131.743,54.648,3.628,54.241,2.752,0.036,0.002,98.896,21.006,48.711,28.66,200.985,146.063,75.545,9.392,88.398,11.124,0.13,0.001,116.364,37.139,81.735,58.368,94.732,54.743,60.608,63.066
10002325,West County Detention Facility,,37.99541519496946,-122.35366094214724,37.984375,-122.359375,1.323,14,62,False,44.259,7.101,0.318,0.0,9.711,0.427,0.004,0.0,84.17,18.246,12.129,4.988,61.105,10.24,0.864,0.013,26.26,1.213,0.039,0.001,116.15,25.017,36.28,16.452,81.688,14.645,1.227,0.011,57.321,3.26,0.091,0.001,149.742,34.706,70.903,39.104,75.339,53.663,59.159,61.978
10000778,Sacramento County Main Jail,,38.583018280359575,-121.4975209718283,38.578125,-121.484375,1.263,14,62,False,151.96,85.225,19.858,0.348,59.394,3.755,0.024,0.0,64.597,9.731,14.602,6.342,174.752,115.997,43.007,3.602,110.553,16.424,0.296,0.0,96.839,26.722,43.41,25.164,187.158,132.843,61.521,9.046,136.528,35.947,1.415,0.004,115.486,42.107,72.962,49.133,92.779,59.835,66.075,68.564
10005349,James A Musick Facility,,33.66397649112649,-117.69931931581662,33.671875,-117.703125,0.945,14,62,False,129.298,31.817,2.216,0.01,78.415,10.006,0.306,0.001,82.591,12.893,13.417,5.589,174.644,61.966,8.063,0.234,135.143,28.757,2.029,0.023,126.58,31.435,36.785,19.235,200.55,88.937,17.496,1.007,168.459,53.188,6.069,0.186,154.089,51.822,62.99,38.828,84.064,60.513,68.814,71.982
10005308,Madera Adult Correctional Facility,,36.95420893495739,-120.03497358639753,36.953125,-120.046875,1.063,14,62,False,163.758,103.62,29.797,0.452,62.269,3.471,0.028,0.002,63.913,5.503,14.819,6.246,187.72,133.14,64.207,6.358,105.35,19.748,0.425,0.002,99.067,24.379,48.685,29.433,198.589,147.535,85.353,15.523,128.719,46.728,3.078,0.012,117.009,43.068,80.353,59.223,95.446,60.418,66.071,68.551
10000791,Marin County Juvenile Hall,,38.02754018293216,-122.56630899802622,38.015625,-122.578125,1.678,14,62,False,78.835,19.303,2.066,0.029,14.704,0.971,0.019,0.0,76.197,18.394,14.21,5.756,120.816,40.141,6.741,0.382,48.512,3.867,0.151,0.004,118.42,38.777,50.316,25.975,143.459,60.727,13.351,1.198,85.53,10.526,0.473,0.007,141.416,58.924,85.079,52.703,80.259,52.872,60.16,63.433
10005335,Mojave Jail,,35.04626018655627,-118.1625003600632,35.046875,-118.171875,0.855,14,62,False,156.678,98.566,24.86,0.181,104.424,32.328,0.757,0.001,64.265,4.415,14.62,6.197,186.64,129.736,59.881,3.89,135.101,67.746,7.894,0.038,99.551,23.372,45.378,28.605,200.064,145.34,80.656,10.863,153.619,90.365,21.242,0.367,116.972,41.643,67.76,49.569,94.816,66.524,73.065,75.572
10005337,Kern County Lerdo Maximum-Medium Facility,,35.510712769404066,-119.11037865485692,35.515625,-119.109375,0.553,14,62,False,162.805,95.849,18.964,0.105,79.258,9.114,0.052,0.0,66.662,4.853,13.896,5.933,188.553,127.143,49.149,2.108,117.386,34.124,1.016,0.004,101.851,21.654,43.626,26.786,202.344,143.826,72.389,6.789,140.017,57.481,4.497,0.02,121.035,40.589,68.061,48.492,93.686,61.608,68.771,71.149
10005338,Kern County Lerdo Minimum Facility,,35.51247844150768,-119.11013689243094,35.515625,-119.109375,0.356,14,62,False,162.805,95.849,18.964,0.105,79.258,9.114,0.052,0.0,66.662,4.853,13.896,5.933,188.553,127.143,49.149,2.108,117.386,34.124,1.016,0.004,101.851,21.654,43.626,26.786,202.344,143.826,72.389,6.789,140.017,57.481,4.497,0.02,121.035,40.589,68.061,48.492,93.686,61.608,68.771,71.149
10002326,Martinez Detention Facility,,38.01736383431603,-122.13224601906312,38.015625,-122.140625,0.758,14,62,False,104.958,29.904,3.272,0.026,20.179,1.032,0.016,0.0,68.474,14.18,13.757,5.66,140.767,53.874,8.528,0.42,53.256,4.17,0.127,0.001,103.428,28.381,40.331,20.106,160.364,74.359,16.108,1.274,90.92,11.097,0.402,0.005,126.068,43.007,72.999,43.193,84.186,54.561,61.538,64.616
10002313,Yuba County Jail,,39.14114653002424,-121.58690840125676,39.140625,-121.578125,0.758,14,62,False,159.707,97.688,26.624,0.526,65.071,4.058,0.018,0.0,64.948,7.566,14.551,6.345,180.693,126.559,55.524,5.306,109.989,19.105,0.378,0.001,98.318,26.481,45.2,26.642,191.949,141.039,77.079,12.438,136.288,44.277,2.414,0.012,116.58,43.446,76.93,54.834,94.408,60.557,66.449,68.877
10006439,Placer County Juvenile Detention Center,,38.93667972767868,-121.10931248260697,38.921875,-121.109375,1.643,14,62,False,138.472,76.962,14.815,0.099,75.499,10.627,0.046,0.0,66.548,9.492,14.308,6.364,164.214,109.89,40.009,2.303,115.623,36.492,1.61,0.005,100.63,30.685,43.781,27.61,177.423,127.743,61.711,6.79,137.912,58.433,6.046,0.034,119.386,50.527,66.057,48.039,91.495,60.742,69.013,71.448
10006707,Sacramento County Youth Detention Facility,,38.54604226446235,-121.3405908477844,38.546875,-121.328125,1.086,14,62,False,143.353,72.646,12.051,0.074,16.414,0.421,0.002,0.0,67.033,9.746,14.457,6.153,169.521,106.066,32.067,1.564,53.177,2.633,0.029,0.0,100.652,27.858,49.529,26.85,182.808,124.538,49.913,4.856,91.294,10.115,0.218,0.001,119.611,44.61,85.89,58.262,90.753,54.441,60.43,63.073
10001526,San Francisco County Jail #2 Annex,,37.77546199277186,-122.40416818642215,37.765625,-122.390625,1.614,14,62,False,5.194,0.232,0.0,0.0,14.393,0.686,0.01,0.0,103.922,15.313,12.213,5.023,8.811,0.692,0.009,0.0,35.658,1.877,0.048,0.001,153.964,24.414,31.754,13.121,14.05,1.203,0.02,0.0,70.343,4.195,0.134,0.002,195.365,37.535,62.763,29.346,64.955,54.279,60.274,63.414
10000805,San Francisco County Jail #3,,37.62744097672951,-122.4603625644674,37.640625,-122.453125,1.596,14,62,False,14.962,1.783,0.036,0.0,8.518,0.382,0.005,0.0,101.01,23.425,11.671,4.858,22.687,3.64,0.222,0.002,24.29,1.179,0.029,0.001,146.991,34.846,34.784,15.858,32.99,6.1,0.524,0.004,50.672,3.212,0.096,0.001,193.055,49.77,65.806,34.667,67.265,52.401,58.656,61.632
10000854,San Luis Obispo County Jail,,35.32070973785056,-120.7267914288845,35.328125,-120.734375,1.072,14,62,False,26.229,3.574,0.182,0.001,8.296,0.373,0.005,0.0,121.015,23.021,12.065,4.971,45.856,7.528,0.658,0.009,20.71,1.457,0.031,0.0,169.076,40.713,29.318,13.402,64.141,11.757,1.322,0.037,41.666,3.564,0.109,0.0,206.904,57.369,57.448,28.281,70.728,50.689,58.132,61.55
10000797,San Joaquin County Juvenile Hall,,37.88362185715131,-121.29059713126162,37.890625,-121.296875,0.952,14,62,False,153.588,84.189,18.339,0.223,37.529,1.271,0.011,0.0,64.381,9.341,14.531,6.216,179.177,116.562,40.589,3.084,82.523,8.198,0.169,0.0,98.383,25.631,46.969,27.545,192.416,133.699,59.919,8.255,115.123,22.673,0.726,0.003,116.763,41.865,78.405,54.068,92.558,57.687,63.423,65.936
10000820,Monterey County Youth Center,,36.678865705631374,-121.62745479242824,36.671875,-121.640625,1.406,14,62,False,32.946,6.155,0.419,0.0,10.082,0.471,0.006,0.0,106.495,21.619,11.697,4.767,48.309,9.24,0.984,0.019,28.212,1.468,0.044,0.001,150.476,31.85,33.3,14.56,67.726,14.118,2.021,0.064,61.875,4.331,0.161,0.002,188.064,44.816,67.482,36.817,72.614,53.821,59.42,62.387
10006711,Solano County Stanton Correctional Facility,,38.27371914804761,-121.99938649727412,38.265625,-121.984375,1.587,14,62,False,131.034,47.711,6.706,0.038,7.536,0.35,0.003,0.0,72.362,15.024,13.858,5.76,165.627,80.204,17.864,0.766,22.004,0.948,0.03,0.0,109.883,31.626,42.489,18.916,181.032,102.826,29.354,2.432,48.379,2.783,0.059,0.0,130.878,48.208,76.959,42.859,86.803,51.138,57.807,60.926
10005315,Santa Clara County Main Jail Complex (North),,37.351471306559965,-121.90623800435311,37.359375,-121.890625,1.633,14,62,False,96.019,19.779,1.074,0.0,32.158,0.909,0.007,0.0,70.602,11.767,13.06,5.336,134.263,35.995,3.418,0.053,80.06,4.089,0.093,0.0,107.69,22.792,40.375,19.602,159.474,57.586,7.068,0.147,121.839,14.798,0.422,0.002,135.362,38.644,79.751,50.057,82.426,57.53,62.799,65.354
10000818,Monterey County Jail / Rehabilitation Facility,,36.6990536439476,-121.6303604023972,36.703125,-121.640625,1.019,14,62,False,32.229,6.055,0.397,0.0,9.679,0.464,0.007,0.0,105.912,21.236,11.792,4.817,47.547,9.098,0.969,0.017,26.241,1.414,0.04,0.0,150.571,31.425,32.696,13.956,65.952,13.513,1.953,0.065,57.961,3.899,0.14,0.002,187.484,43.844,66.104,34.784,72.574,53.642,59.251,62.296
10001529,Santa Cruz County Main Jail,,36.98011161131043,-122.02381977917152,36.984375,-122.015625,0.867,14,62,False,52.462,7.811,0.338,0.0,6.227,0.18,0.0,0.0,89.245,17.105,12.901,5.311,73.061,11.889,0.989,0.013,17.995,0.814,0.013,0.0,120.769,24.626,36.604,16.598,96.789,18.601,2.058,0.022,38.234,2.377,0.039,0.001,151.242,36.434,63.386,35.215,76.243,51.335,57.406,60.408
10005314,Santa Clara County Juvenile Hall,,37.34970166305614,-121.90715984251057,37.359375,-121.921875,1.685,14,62,False,74.161,12.786,0.453,0.0,28.753,0.778,0.005,0.0,73.143,12.533,12.967,5.257,112.541,23.525,1.734,0.013,74.367,3.337,0.065,0.0,111.43,23.113,39.53,18.297,142.648,38.865,3.531,0.035,117.58,11.544,0.266,0.001,141.593,38.236,79.465,47.383,80.093,57.356,62.428,65.043
10000788,Solano County Justice Center Detention Facility,,38.24734151191261,-122.0393212229116,38.234375,-122.046875,1.583,14,62,False,131.328,48.77,8.277,0.085,11.783,0.536,0.005,0.0,68.644,14.806,14.044,5.705,165.379,79.101,19.265,1.142,36.366,1.773,0.047,0.0,103.779,29.755,44.242,20.924,181.491,101.997,29.773,2.867,71.057,5.254,0.124,0.002,125.843,44.642,79.441,46.354,87.357,53.268,59.452,62.487
10000868,Santa Maria Juvenile Hall,,34.8809478871633,-120.44720314021224,34.890625,-120.453125,1.202,14,62,False,33.43,4.013,0.137,0.0,11.961,0.689,0.007,0.0,113.475,18.612,12.018,5.018,58.223,7.832,0.501,0.005,28.629,2.369,0.074,0.0,164.591,33.563,29.43,13.72,86.373,13.637,1.28,0.02,55.217,5.603,0.271,0.001,204.473,52.796,57.078,29.525,72.954,52.184,59.737,63.086
10000819,Monterey County Juvenile Hall,,36.700423193185415,-121.63243384862332,36.703125,-121.640625,0.788,14,62,False,32.229,6.055,0.397,0.0,9.679,0.464,0.007,0.0,105.912,21.236,11.792,4.817,47.547,9.098,0.969,0.017,26.241,1.414,0.04,0.0,150.571,31.425,32.696,13.956,65.952,13.513,1.953,0.065,57.961,3.899,0.14,0.002,187.484,43.844,66.104,34.784,72.574,53.642,59.251,62.296
10005277,Sierra County Jail Temporary Holding Facility,,39.558897821651826,-120.83026440189096,39.546875,-120.828125,1.347,14,62,False,87.576,19.444,0.285,0.0,3.618,0.015,0.0,0.0,70.696,9.428,15.613,6.894,122.011,50.888,3.059,0.019,24.911,0.439,0.0,0.0,106.933,32.17,55.231,36.5,138.651,75.246,9.394,0.154,51.135,3.171,0.012,0.0,125.167,55.15,83.191,64.465,82.438,49.654,56.163,58.454
10005293,Sonoma County Juvenile Hall,,38.44154467199271,-122.5821207731632,38.453125,-122.578125,1.332,14,62,False,78.586,15.867,0.8,0.0,17.208,0.918,0.004,0.0,72.822,13.968,13.208,5.638,119.385,36.118,3.113,0.043,38.272,3.754,0.059,0.0,113.76,32.384,31.14,16.765,143.543,52.629,6.718,0.2,69.065,9.978,0.292,0.003,138.382,47.74,58.609,35.242,80.626,51.256,61.231,64.456
10005297,Solano County Juvenile Detention Facility,,38.251590132038416,-122.0642316186344,38.265625,-122.078125,1.973,14,62,False,131.335,50.624,8.775,0.121,23.746,1.288,0.012,0.0,68.699,15.219,14.159,5.83,165.037,81.437,20.649,1.311,63.492,4.932,0.139,0.001,103.917,30.96,43.749,21.887,180.434,103.548,32.761,3.692,100.766,12.432,0.408,0.004,124.837,46.872,75.878,45.016,87.537,55.418,62.058,65.13
10005294,Sonoma County Probation Camp,,38.504195449308106,-122.8691064487371,38.515625,-122.859375,1.525,14,62,False,120.422,36.028,4.429,0.045,3.706,0.099,0.0,0.0,73.243,14.755,14.852,6.093,154.093,62.008,9.494,0.336,14.095,0.588,0.009,0.0,112.479,28.528,54.224,28.436,173.252,85.416,16.715,1.053,37.053,2.035,0.048,0.001,135.002,44.222,90.066,59.463,84.89,49.574,55.399,58.074
10002320,North County Detention Facility,,38.513140047609944,-122.80147808524178,38.515625,-122.796875,0.486,14,62,False,107.75,28.641,3.078,0.019,4.11,0.125,0.0,0.0,74.043,15.822,14.956,6.144,144.117,50.979,7.273,0.244,16.488,0.628,0.012,0.0,113.166,29.851,57.195,31.14,164.87,72.072,13.254,0.825,43.987,2.359,0.054,0.001,137.036,44.902,94.889,64.688,83.387,50.486,55.909,58.469
10000865,Santa Barbara County Main Jail,,34.44490502379509,-119.77712765160398,34.453125,-119.765625,1.393,14,62,False,87.987,14.07,0.463,0.001,70.724,7.95,0.192,0.0,85.724,13.355,12.996,5.444,128.924,28.583,2.22,0.047,116.54,21.872,1.355,0.019,126.275,27.543,30.383,16.483,157.612,42.236,4.448,0.108,148.881,36.064,2.776,0.044,154.655,40.843,47.311,27.993,80.193,59.228,68.257,71.221
10000886,Ventura County Pre-Trial Detention Facility (Main Jail),,34.26940988794384,-119.20927538337398,34.265625,-119.203125,0.703,14,62,False,52.61,5.331,0.122,0.0,47.295,3.064,0.031,0.0,106.965,15.511,12.453,5.142,80.633,9.73,0.392,0.001,85.923,8.835,0.255,0.0,147.328,27.181,29.997,15.082,106.511,16.075,1.209,0.009,118.568,18.739,0.782,0.005,176.061,41.262,52.482,30.593,75.699,57.491,65.258,68.164
10000885,Ventura County Juvenile Justice Complex,,34.25611380659831,-119.15972354105072,34.265625,-119.171875,1.535,14,62,False,72.979,8.321,0.247,0.0,47.863,3.208,0.039,0.0,103.377,14.343,12.483,5.142,108.012,15.279,0.713,0.003,88.528,9.476,0.292,0.0,144.922,25.924,31.283,15.603,138.604,25.264,1.812,0.017,121.684,20.475,0.88,0.005,174.898,40.923,54.903,32.233,77.781,57.587,65.349,68.273
10002317,Yolo County Monroe Detention Center,,38.659879421445865,-121.7314816044994,38.671875,-121.734375,1.355,14,62,False,157.342,89.959,20.892,0.357,30.496,1.187,0.007,0.0,65.901,9.104,14.731,6.286,180.087,122.958,46.65,4.241,73.469,5.737,0.076,0.0,100.745,27.658,45.001,24.703,191.913,139.438,67.075,10.094,109.674,15.103,0.331,0.001,120.497,43.598,77.118,49.854,93.114,56.647,62.744,65.41
