facility,year,month,gridmet_days_over_90f,gridmet_days_over_95f,gridmet_days_over_avg_plus10_base1991_2020,dental_mh_overtime,modified_programs_days,deaths_unexpected,uof_incidents,violent_incidents,inmate_on_inmate,staff_involved,ed_hospital_rate,ed_hospital_cost,total_labor_cost,specialty_care_referrals,prescriptions_per_patient,actual_expenditure_monthly,institution_budget,vacancy_all,vacancy_medical,vacancy_dental,vacancy_mh,crowding_pct,ac_type,security_level,post_ac
ASP,2023,11,0,0,0,358.5,0.0,,11.0,15.0,13.0,2.0,8.1,82.0,678.0,43.0,1.9,19718811.60000001,221760134.0,22.0,20.0,6.0,43.0,158.4,evaporative,MEDIUM,0
ASP,2023,12,0,0,0,440.5,0.0,1.0,26.0,34.0,30.0,4.0,7.7,51.0,660.0,43.0,1.9,23756569.959999993,221735501.0,21.0,18.0,6.0,43.0,159.3,evaporative,MEDIUM,0
ASP,2024,1,0,0,0,48.5,0.24,,26.0,35.0,32.0,3.0,6.0,54.0,659.0,43.0,1.9,20635725.640000015,223652762.0,19.0,16.0,3.0,41.0,162.2,evaporative,MEDIUM,0
ASP,2024,2,0,0,0,41.5,0.87,,29.0,34.0,32.0,2.0,8.6,49.0,663.0,43.0,1.9,19761456.560000002,226013375.0,17.0,15.0,0.0,36.0,167.1,evaporative,MEDIUM,0
ASP,2024,3,0,0,0,73.5,0.0,,32.0,33.0,33.0,0.0,4.5,42.0,661.0,43.0,1.9,22815489.859999985,226039796.0,17.0,15.0,0.0,36.0,164.9,evaporative,MEDIUM,0
ASP,2024,4,0,0,0,53.75,0.73,,13.0,19.0,18.0,1.0,6.2,41.0,669.0,43.0,1.9,19517327.699999988,242029716.0,17.0,14.0,3.0,36.0,163.1,evaporative,MEDIUM,0
ASP,2024,5,9,0,0,66.75,0.0,,17.0,22.0,22.0,0.0,10.1,44.0,675.0,41.0,1.9,19003809.49000001,242263039.0,18.0,15.0,8.0,36.0,161.9,evaporative,MEDIUM,0
ASP,2024,6,25,15,1,51.0,1.29,,13.0,20.0,18.0,2.0,4.3,45.0,676.0,35.0,1.9,19454355.310000002,242280009.0,17.0,15.0,8.0,33.0,160.0,evaporative,MEDIUM,0
ASP,2024,7,31,29,17,70.0,0.18,,15.0,22.0,20.0,2.0,6.6,45.0,685.0,38.0,1.9,18498763.86,238104051.0,17.0,15.0,10.0,34.0,156.8,evaporative,MEDIUM,0
ASP,2024,8,28,22,3,60.0,0.0,,3.0,7.0,6.0,1.0,5.2,45.0,691.0,50.0,1.9,20391250.189999998,238182006.0,17.0,14.0,10.0,34.0,152.3,evaporative,MEDIUM,0
ASP,2024,9,21,12,0,77.25,1.54,,6.0,9.0,6.0,3.0,6.1,44.0,740.0,46.0,1.9,18682081.730000004,238401029.0,18.0,15.0,10.0,36.0,168.6,evaporative,MEDIUM,0
ASP,2024,10,9,8,0,57.75,4.0,,2.0,6.0,4.0,2.0,7.2,44.0,745.0,47.0,2.0,18398404.58,237306201.0,18.0,14.0,13.0,36.0,161.7,evaporative,MEDIUM,0
ASP,2024,11,0,0,0,71.5,0.0,,10.0,14.0,13.0,1.0,7.2,44.0,816.0,45.0,2.0,19479738.75,238679601.0,18.0,14.0,15.0,36.0,155.2,evaporative,MEDIUM,0
ASP,2024,12,0,0,0,74.25,0.0,,8.0,11.0,8.0,3.0,8.0,60.0,825.0,61.0,2.0,19591071.42,223523934.0,17.0,13.0,15.0,36.0,150.8,evaporative,MEDIUM,0
ASP,2025,1,0,0,0,70.75,0.0,,11.0,15.0,12.0,3.0,7.0,71.0,841.0,54.0,2.0,18185620.53999999,223616636.0,11.0,8.0,18.0,16.0,130.1,evaporative,MEDIUM,0
ASP,2025,2,0,0,0,50.0,0.0,,11.0,12.0,10.0,2.0,6.6,76.0,856.0,47.0,2.1,18008440.340000004,225095915.69,12.0,9.0,15.0,21.0,129.4,evaporative,MEDIUM,0
ASP,2025,3,0,0,0,114.75,0.49,,9.0,10.0,10.0,0.0,9.4,80.0,871.0,56.0,2.1,18502198.97,224816815.69,11.0,8.0,15.0,21.0,130.9,evaporative,MEDIUM,0
ASP,2025,4,0,0,0,82.5,0.0,,24.0,17.0,13.0,4.0,5.8,72.0,936.0,47.0,2.1,17620554.200000018,225176554.69,9.0,5.0,13.0,27.0,135.6,evaporative,MEDIUM,0
ASP,2025,5,8,3,0,96.0,0.0,,12.0,12.0,12.0,0.0,6.8,68.0,897.0,53.0,2.2,17402907.399999976,225247905.69,9.0,4.0,10.0,28.0,137.2,evaporative,MEDIUM,0
ASP,2025,6,24,13,0,4.0,0.0,,12.0,18.0,14.0,4.0,6.8,64.0,952.0,34.0,2.2,18140293.130000025,225480246.69,9.0,6.0,10.0,25.0,138.5,evaporative,MEDIUM,0
ASP,2025,7,30,20,0,,,,,14.0,14.0,0.0,6.0,62.0,1007.0,43.0,2.2,,,12.0,5.0,11.0,35.0,138.9,evaporative,MEDIUM,0
ASP,2025,8,31,25,3,,,,,24.0,18.0,6.0,5.5,59.0,1048.0,40.0,2.1,,,14.0,8.0,11.0,33.0,135.2,evaporative,MEDIUM,0
ASP,2025,9,16,8,1,,,,,13.0,11.0,2.0,7.0,57.0,1083.0,47.0,2.1,,,12.0,7.0,8.0,35.0,135.2,evaporative,MEDIUM,0
ASP,2025,10,1,0,0,,,,,11.0,10.0,1.0,5.4,57.0,1112.0,43.0,2.1,,,12.0,7.0,5.0,38.0,132.4,evaporative,MEDIUM,0
ASP,2025,11,0,0,0,,,,,12.0,12.0,0.0,6.9,42.0,930.0,29.0,2.1,,,11.0,6.0,5.0,35.0,130.5,evaporative,MEDIUM,0
ASP,2025,12,0,0,0,,,,,7.0,7.0,0.0,7.6,75.0,943.0,47.0,2.1,,,11.0,7.0,8.0,31.0,131.4,evaporative,MEDIUM,0
CAC,2016,1,0,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
CAC,2016,2,0,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
CAC,2016,3,0,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
CAC,2016,4,0,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
CAC,2016,5,6,3,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
CAC,2016,6,27,22,4,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
CAC,2016,7,31,30,4,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
CAC,2016,8,31,29,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
CAC,2016,9,18,8,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
CAC,2016,10,0,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
CAC,2016,11,0,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
CAC,2016,12,0,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
CAC,2017,1,0,0,0,,,,,,,,3.0,10.0,712.0,33.0,1.7,,,9.0,11.0,0.0,0.0,,,MEDIUM,0
CAC,2017,2,0,0,0,,,,,,,,3.8,12.0,705.0,29.0,1.7,,,11.0,11.0,17.0,0.0,,,MEDIUM,0
CAC,2017,3,0,0,0,,,,,,,,4.6,19.0,686.0,43.0,1.6,,,12.0,14.0,0.0,0.0,,,MEDIUM,0
CAC,2017,4,1,0,0,,,,,,,,5.5,21.0,675.0,38.0,1.6,,,12.0,12.0,,0.0,,,MEDIUM,0
CAC,2017,5,11,4,0,,,,,,,,6.5,27.0,666.0,43.0,1.6,,,12.0,11.0,0.0,0.0,,,MEDIUM,0
CAC,2017,6,23,22,5,,,,,,,,8.6,29.0,658.0,35.0,1.6,,,13.0,12.0,7.0,0.0,,,MEDIUM,0
CAC,2017,7,31,30,3,,,,,,,,8.7,30.0,646.0,28.0,1.5,,,13.0,13.0,7.0,0.0,,,MEDIUM,0
CAC,2017,8,30,27,0,,,,,,,,6.7,34.0,645.0,45.0,1.5,,,13.0,14.0,7.0,0.0,,,MEDIUM,0
CAC,2017,9,11,8,0,,,,,,,,9.1,35.0,639.0,32.0,1.6,,,14.0,15.0,7.0,0.0,,,MEDIUM,0
CAC,2017,10,2,0,0,,,,,,,,5.8,35.0,628.0,41.0,1.4,,,18.0,19.0,6.0,0.0,,,MEDIUM,0
CAC,2017,11,0,0,0,,,,,,,,9.7,66.0,593.0,34.0,1.4,,,20.0,22.0,6.0,0.0,,,MEDIUM,0
CAC,2017,12,0,0,0,,,,,,,,14.1,59.0,581.0,40.0,1.4,,,20.0,22.0,6.0,0.0,,,MEDIUM,0
CAC,2018,1,0,0,0,,,,,,,,6.8,52.0,581.0,43.0,1.4,,,17.0,19.0,0.0,0.0,,,MEDIUM,0
CAC,2018,2,0,0,0,,,,,,,,9.4,49.0,588.0,35.0,1.4,,,14.0,16.0,0.0,0.0,,,MEDIUM,0
CAC,2018,3,0,0,0,,,,,,,,11.2,55.0,585.0,47.0,1.4,,,12.0,13.0,6.0,0.0,,,MEDIUM,0
CAC,2018,4,2,0,0,,,,,,,,6.9,50.0,587.0,40.0,1.4,,,13.0,15.0,0.0,0.0,,,MEDIUM,0
CAC,2018,5,5,3,0,,,,,,,,13.6,51.0,588.0,43.0,1.4,,,10.0,11.0,0.0,0.0,,,MEDIUM,0
CAC,2018,6,25,20,0,,,,,,,,12.5,47.0,587.0,41.0,1.4,,,11.0,12.0,0.0,0.0,,,MEDIUM,0
CAC,2018,7,31,31,6,,,,,,,,12.3,44.0,593.0,43.0,1.4,,,9.0,10.0,0.0,0.0,,,MEDIUM,0
CAC,2018,8,31,29,0,,,,,,,,10.1,42.0,597.0,47.0,1.3,,,14.0,16.0,0.0,50.0,,,MEDIUM,0
CAC,2018,9,27,13,0,,,,,,,,9.3,41.0,603.0,33.0,1.3,,,11.0,12.0,0.0,50.0,,,MEDIUM,0
CAC,2018,10,0,0,0,,,,,,,,3.6,40.0,608.0,41.0,1.2,,,12.0,12.0,6.0,50.0,,,MEDIUM,0
CAC,2018,11,0,0,0,,,,,,,,8.3,50.0,768.0,39.0,1.2,,,9.0,11.0,0.0,0.0,,,MEDIUM,0
CAC,2018,12,0,0,0,,,,,,,,7.5,41.0,737.0,33.0,1.2,,,10.0,12.0,0.0,0.0,,,MEDIUM,0
CAC,2019,1,0,0,0,,,,,,,,8.3,39.0,713.0,41.0,1.2,,,10.0,12.0,0.0,0.0,,,MEDIUM,0
CAC,2019,2,0,0,0,,,,,,,,6.9,37.0,715.0,32.0,1.2,,,14.0,15.0,11.0,0.0,,,MEDIUM,0
CAC,2019,3,0,0,0,,,,,,,,7.7,36.0,694.0,40.0,1.2,,,13.0,13.0,16.0,0.0,,,MEDIUM,0
CAC,2019,4,5,0,0,,,,,,,,8.4,38.0,689.0,45.0,1.1,,,13.0,13.0,16.0,0.0,,,MEDIUM,0
CAC,2019,5,0,0,0,,,,,,,,10.4,38.0,685.0,41.0,1.1,,,12.0,12.0,16.0,0.0,,,MEDIUM,0
CAC,2019,6,25,13,0,,,,,,,,8.3,35.0,684.0,40.0,1.1,,,12.0,13.0,11.0,0.0,,,MEDIUM,0
CAC,2019,7,31,24,0,,,,,,,,11.9,35.0,620.0,42.0,1.1,,,20.0,21.0,16.0,0.0,,,MEDIUM,0
CAC,2019,8,31,28,0,,,,,,,,10.7,36.0,628.0,39.0,1.1,,,27.0,21.0,50.0,0.0,,,MEDIUM,0
CAC,2019,9,13,9,0,,,,,,,,8.5,38.0,634.0,42.0,1.1,,,19.0,22.0,0.0,0.0,,,MEDIUM,0
CAC,2019,10,1,0,0,,,,,,,,13.8,38.0,639.0,47.0,1.1,,,17.0,19.0,0.0,0.0,,,MEDIUM,0
CAC,2019,11,0,0,0,,,,,,,,9.7,34.0,709.0,33.0,1.1,,,13.0,15.0,0.0,0.0,,,MEDIUM,0
CAC,2019,12,0,0,0,,,,,,,,9.4,35.0,722.0,37.0,1.1,,,12.0,13.0,6.0,0.0,,,MEDIUM,0
CAC,2020,1,0,0,0,,,,,,,,12.6,36.0,719.0,30.0,1.1,,,12.0,12.0,6.0,0.0,,,MEDIUM,0
CAC,2020,2,0,0,0,,,,,,,,15.3,42.0,721.0,28.0,1.1,,,5.0,5.0,0.0,0.0,,,MEDIUM,0
CAC,2020,3,0,0,0,,,,,,,,9.3,39.0,727.0,17.0,1.1,,,6.0,6.0,6.0,0.0,,,MEDIUM,0
CAC,2020,4,3,0,0,,,,,,,,15.1,44.0,741.0,8.0,1.2,,,8.0,9.0,6.0,0.0,,,MEDIUM,0
CAC,2020,5,11,6,0,,,,,,,,13.0,46.0,757.0,7.0,1.1,,,8.0,10.0,0.0,0.0,,,MEDIUM,0
CAC,2020,6,20,14,0,,,,,,,,6.6,43.0,767.0,6.0,1.2,,,10.0,12.0,0.0,0.0,,,MEDIUM,0
CAC,2020,7,31,28,1,,,,,,,,9.6,41.0,770.0,17.0,1.2,,,5.0,5.0,0.0,50.0,,,MEDIUM,0
CAC,2020,8,30,28,2,,,,,,,,4.8,39.0,773.0,12.0,1.2,,,3.0,3.0,0.0,50.0,,,MEDIUM,0
CAC,2020,9,27,9,1,,,,,,,,2.3,36.0,770.0,22.0,1.3,,,3.0,3.0,0.0,50.0,,,MEDIUM,0
CAC,2020,10,12,4,0,,,,,,,,5.5,34.0,774.0,25.0,1.4,,,5.0,6.0,0.0,50.0,,,MEDIUM,0
CAC,2020,11,0,0,0,,,,,,,,6.7,34.0,779.0,18.0,1.4,,,7.0,7.0,0.0,50.0,,,MEDIUM,0
CAC,2020,12,0,0,0,,,,,,,,14.7,41.0,810.0,6.0,1.5,,,8.0,9.0,0.0,50.0,,,MEDIUM,0
CAC,2021,1,0,0,0,,,,,7.0,7.0,0.0,9.0,38.0,787.0,22.0,1.5,,,7.0,9.0,0.0,0.0,,,MEDIUM,0
CAC,2021,2,0,0,0,,,,,2.0,1.0,1.0,7.4,30.0,783.0,,,,,5.0,6.0,0.0,0.0,,,MEDIUM,0
CAC,2021,3,0,0,0,,,,,6.0,6.0,0.0,8.1,27.0,790.0,,,,,8.0,9.0,0.0,0.0,,,MEDIUM,0
CAC,2021,4,1,0,0,,,,,11.0,11.0,0.0,17.1,60.0,809.0,,,,,8.0,9.0,0.0,50.0,,,MEDIUM,0
CAC,2021,5,8,2,0,,,,,3.0,3.0,0.0,6.9,83.0,837.0,,,,,11.0,11.0,0.0,50.0,,,MEDIUM,0
CAC,2021,6,26,22,4,,,,,2.0,2.0,0.0,7.7,77.0,856.0,,,,,9.0,10.0,0.0,0.0,,,MEDIUM,0
CAC,2021,7,30,30,3,0.0,1.41,,9.0,11.0,11.0,0.0,8.6,79.0,872.0,,,8838319.11,79107580.0,8.0,10.0,-6.0,0.0,,,MEDIUM,0
CAC,2021,8,29,24,0,0.0,9.94,,6.0,3.0,2.0,1.0,9.5,76.0,872.0,,,7399798.16,79162632.0,9.0,11.0,-6.0,0.0,,,MEDIUM,0
CAC,2021,9,21,11,0,0.0,11.07,,4.0,3.0,3.0,0.0,10.9,75.0,874.0,,,6877604.620000001,79162632.0,7.0,9.0,-6.0,0.0,,,MEDIUM,0
CAC,2021,10,1,0,0,0.0,0.0,,11.0,11.0,10.0,1.0,13.7,79.0,871.0,,,6818244.949999999,79175847.0,7.0,8.0,0.0,0.0,,,MEDIUM,0
CAC,2021,11,0,0,0,13.8,0.0,,6.0,7.0,7.0,0.0,9.6,39.0,996.0,,,7883525.260000002,84889225.0,9.0,10.0,0.0,0.0,,,MEDIUM,0
CAC,2021,12,0,0,0,33.35,3.28,,1.0,1.0,0.0,1.0,11.3,58.0,984.0,,,7954764.1000000015,84889225.0,11.0,13.0,0.0,0.0,,,MEDIUM,0
CAC,2022,1,0,0,0,32.2,27.7,,1.0,0.0,0.0,0.0,8.0,62.0,962.0,,,7122260.739999995,85524136.0,10.0,12.0,0.0,0.0,,,MEDIUM,0
CAC,2022,2,0,0,0,32.2,14.3,,6.0,8.0,7.0,1.0,10.4,58.0,961.0,,,7360066.1000000015,86279829.0,10.0,12.0,-6.0,0.0,,,MEDIUM,0
CAC,2022,3,0,0,0,34.5,0.0,,5.0,6.0,6.0,0.0,11.2,55.0,954.0,,,7434785.990000002,86197250.0,11.0,12.0,0.0,0.0,,,MEDIUM,0
CAC,2022,4,0,0,0,34.5,0.0,,3.0,3.0,3.0,0.0,6.0,48.0,946.0,,,6434596.519999996,90635394.0,10.0,12.0,0.0,0.0,,,MEDIUM,0
CAC,2022,5,8,3,0,43.65,8.99,,0.0,0.0,0.0,0.0,5.4,48.0,951.0,,,7095893.019999996,90731713.0,9.0,11.0,0.0,0.0,,,MEDIUM,0
CAC,2022,6,21,16,0,34.5,28.55,,1.0,1.0,1.0,0.0,7.5,47.0,952.0,,,7642876.070000008,90850569.0,9.0,10.0,6.0,0.0,,,MEDIUM,0
CAC,2022,7,29,26,0,36.8,5.08,,4.0,7.0,7.0,0.0,6.3,48.0,952.0,,,8003078.6,86657361.0,9.0,9.0,6.0,50.0,,,MEDIUM,0
CAC,2022,8,31,29,0,34.5,0.58,,7.0,7.0,7.0,0.0,9.2,46.0,953.0,,,8797006.040000001,86782888.0,11.0,11.0,0.0,50.0,,,MEDIUM,0
CAC,2022,9,18,13,3,31.05,1.35,,8.0,9.0,9.0,0.0,6.8,45.0,955.0,,,8727711.329999998,86796562.0,12.0,12.0,6.0,50.0,,,MEDIUM,0
CAC,2022,10,8,0,0,35.65,0.45,,12.0,14.0,13.0,1.0,7.6,45.0,961.0,,,8448140.25,86818768.0,11.0,10.0,11.0,50.0,,,MEDIUM,0
CAC,2022,11,0,0,0,33.35,10.25,,4.0,3.0,3.0,0.0,6.2,38.0,1099.0,,,8685115.920000002,97501992.0,10.0,10.0,6.0,50.0,,,MEDIUM,0
CAC,2022,12,0,0,0,35.65,8.68,,4.0,7.0,7.0,0.0,13.3,69.0,1068.0,,,9221186.39,97807130.0,9.0,9.0,6.0,50.0,,,MEDIUM,0
CAC,2023,1,0,0,0,35.65,5.32,,7.0,7.0,7.0,0.0,10.0,61.0,1055.0,,,8099122.030000001,99066805.0,10.0,10.0,6.0,50.0,,,MEDIUM,0
CAC,2023,2,0,0,0,31.05,5.39,,4.0,7.0,7.0,0.0,14.5,63.0,1061.0,,,8592361.769999996,99768076.0,10.0,10.0,6.0,50.0,,,MEDIUM,0
CAC,2023,3,0,0,0,34.5,0.3,,7.0,8.0,8.0,0.0,6.7,59.0,1028.0,,,7487837.570000008,99644089.0,16.0,16.0,11.0,50.0,,,MEDIUM,0
CAC,2023,4,2,0,0,34.5,6.87,,6.0,9.0,7.0,2.0,10.3,57.0,1069.0,,,8496823.949999988,102930324.0,16.0,18.0,0.0,50.0,,,MEDIUM,0
CAC,2023,5,11,4,0,34.35,5.21,,2.0,3.0,3.0,0.0,4.4,51.0,1046.0,,,7477199.260000005,102930603.0,17.0,17.0,6.0,100.0,,,MEDIUM,0
CAC,2023,6,9,3,0,39.35,3.51,,0.0,1.0,1.0,0.0,9.6,45.0,1056.0,,,6707474.0,102682989.0,23.0,25.0,11.0,,,,MEDIUM,0
CAC,2023,7,31,29,3,35.55,0.0,,0.0,0.0,0.0,0.0,12.7,51.0,1069.0,,,7144798.38,75368421.0,-114.0,-462.0,11.0,,,,MEDIUM,0
CAC,2023,8,27,19,0,34.05,0.0,,0.0,1.0,0.0,1.0,11.5,50.0,1098.0,,,5789317.56,75368421.0,-94.0,-431.0,28.0,,,,MEDIUM,0
CAC,2023,9,12,1,0,34.35,0.0,,,,,,16.6,53.0,1144.0,,,4633066.1,75257339.0,2.0,-115.0,44.0,,,,MEDIUM,0
CAC,2023,10,5,0,0,434.0,,,,,,,14.0,54.0,1204.0,,,3357513.3100000024,75295597.0,39.0,8.0,50.0,,,,MEDIUM,0
CAC,2023,11,0,0,0,0.0,,,,,,,9.1,13.0,,,,2132450.799999997,75188333.0,,,,,,,MEDIUM,0
CAC,2023,12,0,0,0,0.0,,,,,,,,,,,,750077.3800000027,75157011.0,,,,,,,MEDIUM,0
CAC,2024,1,0,0,0,0.0,,,,,,,,,,,,564213.7899999991,75518677.0,,,,,,,MEDIUM,0
CAC,2024,2,0,0,0,0.0,,,,,,,,,,,,613788.2800000012,75395082.0,,,,,,,MEDIUM,0
CAC,2024,3,0,0,0,,,,,,,,,,,,,1052025.3299999982,75395082.0,,,,,,,MEDIUM,0
CAC,2024,4,1,0,0,,,,,,,,,,,,,270567.19999999925,29322314.0,,,,,,,MEDIUM,0
CAC,2024,5,11,3,0,,,,,,,,,,,,,206955.5700000003,29322314.0,,,,,,,MEDIUM,0
CAC,2024,6,29,22,0,,,,,,,,,,,,,231431.4600000009,29325527.0,,,,,,,MEDIUM,0
CAC,2024,7,31,31,15,,,,,,,,,,,,,-49517.47,2302146.0,,,,,,,MEDIUM,0
CAC,2024,8,28,26,0,,,,,,,,,,,,,270534.43,2302146.0,,,,,,,MEDIUM,0
CAC,2024,9,22,14,0,,,,,,,,,,,,,110788.11000000002,2331647.0,,,,,,,MEDIUM,0
CAC,2024,10,12,7,0,,,,,,,,,,,,,292861.29,2331647.0,,,,,,,MEDIUM,0
CAC,2024,11,0,0,0,,,,,,,,,,,,,272207.82000000007,2331647.0,,,,,,,MEDIUM,0
CAC,2024,12,0,0,0,,,,,,,,,,,,,176466.92000000004,2331647.0,,,,,,,MEDIUM,0
CAC,2025,1,0,0,0,,,,,,,,,,,,,160851.5299999998,2331647.0,,,,,,,MEDIUM,0
CAC,2025,2,0,0,0,,,,,,,,,,,,,318729.06000000006,2331647.0,,,,,,,MEDIUM,0
CAC,2025,3,0,0,0,,,,,,,,,,,,,222049.78000000003,2336830.0,,,,,,,MEDIUM,0
CAC,2025,4,0,0,0,,,,,,,,,,,,,212344.6100000001,2798062.0,,,,,,,MEDIUM,0
CAC,2025,5,12,5,0,,,,,,,,,,,,,397310.23999999976,2798062.0,,,,,,,MEDIUM,0
CAC,2025,6,25,19,0,,,,,,,,,,,,,179857.39000000013,2798062.0,,,,,,,MEDIUM,0
CAC,2025,7,29,22,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
CAC,2025,8,31,26,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
CAC,2025,9,15,7,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
CAC,2025,10,0,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
CAC,2025,11,0,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
CAC,2025,12,0,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
CAL,2016,1,0,0,0,,,,,,,,,,,,,,,,,,,165.3,mechanical,MAXIMUM,0
CAL,2016,2,2,0,0,,,,,,,,,,,,,,,,,,,164.1,mechanical,MAXIMUM,0
CAL,2016,3,10,0,0,,,,,,,,,,,,,,,,,,,160.2,mechanical,MAXIMUM,0
CAL,2016,4,11,4,0,,,,,,,,,,,,,,,,,,,159.1,mechanical,MAXIMUM,0
CAL,2016,5,19,11,0,,,,,,,,,,,,,,,,,,,163.0,mechanical,MAXIMUM,0
CAL,2016,6,30,29,1,,,,,,,,,,,,,,,,,,,163.7,mechanical,MAXIMUM,0
CAL,2016,7,31,31,0,,,,,,,,,,,,,,,,,,,163.0,mechanical,MAXIMUM,0
CAL,2016,8,31,31,0,,,,,,,,,,,,,,,,,,,163.6,mechanical,MAXIMUM,0
CAL,2016,9,27,23,0,,,,,,,,,,,,,,,,,,,167.5,mechanical,MAXIMUM,0
CAL,2016,10,23,9,0,,,,,,,,,,,,,,,,,,,168.8,mechanical,MAXIMUM,0
CAL,2016,11,3,0,0,,,,,,,,,,,,,,,,,,,168.1,mechanical,MAXIMUM,0
CAL,2016,12,0,0,0,,,,,,,,,,,,,,,,,,,167.8,mechanical,MAXIMUM,0
CAL,2017,1,0,0,0,,,,,,,,8.7,49.0,517.0,51.0,1.1,,,10.0,11.0,3.0,8.0,165.8,mechanical,MAXIMUM,0
CAL,2017,2,0,0,0,,,,,,,,5.6,46.0,517.0,36.0,1.0,,,10.0,11.0,9.0,8.0,164.0,mechanical,MAXIMUM,0
CAL,2017,3,14,7,0,,,,,,,,7.7,42.0,515.0,44.0,1.0,,,12.0,14.0,3.0,8.0,164.4,mechanical,MAXIMUM,0
CAL,2017,4,15,4,0,,,,,,,,8.0,39.0,514.0,26.0,0.9,,,11.0,14.0,-3.0,8.0,166.7,mechanical,MAXIMUM,0
CAL,2017,5,22,17,0,,,,,,,,7.8,39.0,516.0,40.0,0.9,,,11.0,13.0,3.0,8.0,168.0,mechanical,MAXIMUM,0
CAL,2017,6,30,27,2,,,,,,,,6.5,42.0,514.0,52.0,0.9,,,11.0,15.0,0.0,8.0,165.6,mechanical,MAXIMUM,0
CAL,2017,7,31,31,1,,,,,,,,10.6,45.0,514.0,43.0,0.9,,,11.0,14.0,0.0,8.0,163.6,mechanical,MAXIMUM,0
CAL,2017,8,31,31,0,,,,,,,,13.1,46.0,524.0,50.0,0.9,,,10.0,12.0,0.0,8.0,161.1,mechanical,MAXIMUM,0
CAL,2017,9,26,20,0,,,,,,,,8.7,49.0,528.0,57.0,0.9,,,12.0,14.0,3.0,17.0,160.9,mechanical,MAXIMUM,0
CAL,2017,10,24,15,0,,,,,,,,9.6,49.0,531.0,48.0,1.0,,,14.0,15.0,3.0,25.0,160.8,mechanical,MAXIMUM,0
CAL,2017,11,2,0,0,,,,,,,,12.9,83.0,634.0,39.0,0.9,,,11.0,13.0,3.0,9.0,161.3,mechanical,MAXIMUM,0
CAL,2017,12,0,0,0,,,,,,,,11.1,69.0,637.0,44.0,0.9,,,11.0,13.0,3.0,9.0,162.7,mechanical,MAXIMUM,0
CAL,2018,1,0,0,0,,,,,,,,9.3,62.0,635.0,41.0,0.9,,,10.0,11.0,3.0,9.0,160.3,mechanical,MAXIMUM,0
CAL,2018,2,0,0,0,,,,,,,,9.2,60.0,637.0,28.0,0.9,,,9.0,11.0,3.0,0.0,159.7,mechanical,MAXIMUM,0
CAL,2018,3,3,1,0,,,,,,,,8.0,53.0,632.0,38.0,0.9,,,9.0,11.0,3.0,0.0,158.2,mechanical,MAXIMUM,0
CAL,2018,4,18,10,0,,,,,,,,8.5,54.0,630.0,30.0,0.9,,,9.0,11.0,3.0,9.0,157.7,mechanical,MAXIMUM,0
CAL,2018,5,24,16,0,,,,,,,,10.4,53.0,631.0,41.0,0.9,,,10.0,11.0,6.0,9.0,157.2,mechanical,MAXIMUM,0
CAL,2018,6,30,28,0,,,,,,,,8.8,54.0,627.0,41.0,0.9,,,9.0,10.0,3.0,18.0,156.1,mechanical,MAXIMUM,0
CAL,2018,7,31,31,1,,,,,,,,10.8,57.0,633.0,41.0,0.9,,,10.0,12.0,3.0,18.0,154.6,mechanical,MAXIMUM,0
CAL,2018,8,31,31,0,,,,,,,,6.8,56.0,636.0,50.0,0.9,,,10.0,11.0,9.0,9.0,149.5,mechanical,MAXIMUM,0
CAL,2018,9,30,30,0,,,,,,,,12.2,56.0,635.0,46.0,0.9,,,8.0,7.0,12.0,9.0,148.4,mechanical,MAXIMUM,0
CAL,2018,10,11,1,0,,,,,,,,7.9,58.0,632.0,40.0,0.9,,,7.0,6.0,12.0,9.0,149.0,mechanical,MAXIMUM,0
CAL,2018,11,1,0,0,,,,,,,,8.3,75.0,647.0,58.0,0.9,,,5.0,4.0,9.0,9.0,150.7,mechanical,MAXIMUM,0
CAL,2018,12,0,0,0,,,,,,,,12.5,85.0,645.0,32.0,0.8,,,6.0,4.0,12.0,18.0,151.3,mechanical,MAXIMUM,0
CAL,2019,1,0,0,0,,,,,,,,14.6,140.0,640.0,43.0,0.9,,,6.0,6.0,6.0,18.0,151.2,mechanical,MAXIMUM,0
CAL,2019,2,0,0,0,,,,,,,,15.8,125.0,651.0,38.0,0.9,,,6.0,6.0,0.0,25.0,153.9,mechanical,MAXIMUM,0
