facility,year,month,gridmet_days_over_90f,gridmet_days_over_95f,gridmet_days_over_avg_plus10_base1991_2020,dental_mh_overtime,modified_programs_days,deaths_unexpected,uof_incidents,violent_incidents,inmate_on_inmate,staff_involved,ed_hospital_rate,ed_hospital_cost,total_labor_cost,specialty_care_referrals,prescriptions_per_patient,actual_expenditure_monthly,institution_budget,vacancy_all,vacancy_medical,vacancy_dental,vacancy_mh,crowding_pct,ac_type,security_level,post_ac
FOL,2025,2,0,0,0,23.0,0.0,1.0,11.0,10.0,8.0,2.0,7.9,56.0,1175.0,70.0,2.6,13560310.730000004,160636388.0,14.0,11.0,7.0,33.0,136.4,,MEDIUM,0
FOL,2025,3,0,0,0,33.0,7.63,,17.0,25.0,21.0,4.0,14.9,67.0,1162.0,75.0,2.6,12716271.450000003,160828414.0,14.0,10.0,18.0,33.0,137.0,,MEDIUM,0
FOL,2025,4,0,0,0,5.0,0.0,,15.0,21.0,16.0,5.0,8.1,63.0,1179.0,80.0,2.6,13062915.879999995,162250298.0,16.0,12.0,22.0,28.0,138.3,,MEDIUM,0
FOL,2025,5,4,2,0,75.0,0.0,1.0,8.0,12.0,11.0,1.0,11.1,63.0,1157.0,79.0,2.6,13176703.360000014,162295599.0,15.0,11.0,22.0,28.0,138.8,,MEDIUM,0
FOL,2025,6,14,6,0,5.0,13.0,1.0,15.0,18.0,14.0,4.0,9.8,63.0,1170.0,65.0,2.6,12922503.669999987,162547295.0,16.0,13.0,22.0,22.0,137.0,,MEDIUM,0
FOL,2025,7,19,10,1,,,,,7.0,7.0,0.0,11.6,72.0,1189.0,77.0,2.6,,,15.0,12.0,22.0,22.0,134.8,,MEDIUM,0
FOL,2025,8,25,16,4,,,,,6.0,0.0,6.0,7.3,67.0,1202.0,58.0,2.6,,,14.0,11.0,22.0,18.0,132.0,,MEDIUM,0
FOL,2025,9,9,5,0,,,,,15.0,9.0,6.0,10.0,70.0,1218.0,71.0,2.5,,,12.0,11.0,18.0,12.0,132.3,,MEDIUM,0
FOL,2025,10,0,0,0,,,,,7.0,5.0,2.0,10.5,67.0,1229.0,81.0,2.6,,,13.0,11.0,18.0,17.0,132.5,,MEDIUM,0
FOL,2025,11,0,0,0,,,,,6.0,6.0,0.0,5.0,60.0,1164.0,62.0,2.6,,,12.0,11.0,15.0,17.0,129.8,,MEDIUM,0
FOL,2025,12,0,0,0,,,,,12.0,9.0,3.0,7.6,54.0,1155.0,69.0,2.6,,,13.0,12.0,15.0,17.0,131.0,,MEDIUM,0
FWF,2016,1,0,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2016,2,0,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2016,3,0,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2016,4,0,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2016,5,5,1,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2016,6,17,13,2,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2016,7,22,13,6,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2016,8,20,9,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2016,9,13,4,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2016,10,0,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2016,11,0,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2016,12,0,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2017,1,0,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2017,2,0,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2017,3,0,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2017,4,0,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2017,5,4,2,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2017,6,16,9,5,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2017,7,31,23,7,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2017,8,27,15,6,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2017,9,11,6,3,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2017,10,0,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2017,11,0,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2017,12,0,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2018,1,0,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2018,2,0,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2018,3,0,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2018,4,0,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2018,5,2,1,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2018,6,15,8,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2018,7,29,25,6,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2018,8,18,12,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2018,9,16,2,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2018,10,0,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2018,11,0,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2018,12,0,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2019,1,0,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2019,2,0,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2019,3,0,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2019,4,0,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2019,5,0,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2019,6,13,6,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2019,7,24,11,2,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2019,8,23,17,2,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2019,9,11,7,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2019,10,0,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2019,11,0,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2019,12,0,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2020,1,0,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2020,2,0,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2020,3,0,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2020,4,0,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2020,5,6,4,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2020,6,16,9,1,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2020,7,26,17,2,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2020,8,29,16,4,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2020,9,11,5,2,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2020,10,8,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2020,11,0,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2020,12,0,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2021,1,0,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2021,2,0,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2021,3,0,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2021,4,0,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2021,5,3,1,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2021,6,15,8,2,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2021,7,26,15,5,,0.0,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2021,8,18,10,0,,0.0,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2021,9,13,5,0,,0.0,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2021,10,0,0,0,,0.0,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2021,11,0,0,0,,0.0,,,,,,,,,,,,,,,,,59.6,,MEDIUM,0
FWF,2021,12,0,0,0,,16.41,,,,,,,,,,,,,,,,,55.6,,MEDIUM,0
FWF,2022,1,0,0,0,,34.32,,,,,,,,,,,,,,,,,49.4,,MEDIUM,0
FWF,2022,2,0,0,0,,27.14,,,,,,,,,,,,,,,,,46.9,,MEDIUM,0
FWF,2022,3,0,0,0,,0.0,,,,,,,,,,,,,,,,,45.2,,MEDIUM,0
FWF,2022,4,0,0,0,,0.0,,,,,,,,,,,,,,,,,53.6,,MEDIUM,0
FWF,2022,5,4,1,0,,0.0,,,,,,,,,,,,,,,,,67.5,,MEDIUM,0
FWF,2022,6,16,11,0,,23.3,,,,,,,,,,,,,,,,,68.0,,MEDIUM,0
FWF,2022,7,23,19,3,,10.25,,,,,,,,,,,,,,,,,60.3,,MEDIUM,0
FWF,2022,8,28,16,3,,20.79,,,,,,,,,,,,,,,,,50.6,,MEDIUM,0
FWF,2022,9,14,9,8,,0.0,,,,,,,,,,,,,,,,,45.2,,MEDIUM,0
FWF,2022,10,5,0,0,,1.38,,,,,,,,,,,,,,,,,45.2,,MEDIUM,0
FWF,2022,11,0,0,0,,0.46,,,,,,,,,,,,,,,,,52.9,,MEDIUM,0
FWF,2022,12,0,0,0,,2.11,,,,,,,,,,,,,,,,,20.1,,MEDIUM,0
FWF,2023,1,0,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2023,2,0,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2023,3,0,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2023,4,0,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2023,5,4,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2023,6,4,2,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2023,7,25,22,8,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2023,8,25,13,3,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2023,9,6,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2023,10,4,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2023,11,0,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2023,12,0,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2024,1,0,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2024,2,0,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2024,3,0,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2024,4,0,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2024,5,3,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2024,6,17,11,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2024,7,27,23,15,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2024,8,19,12,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2024,9,13,8,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2024,10,8,8,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2024,11,0,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2024,12,0,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2025,1,0,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2025,2,0,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2025,3,0,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2025,4,0,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2025,5,4,2,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2025,6,13,3,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2025,7,18,8,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2025,8,24,15,3,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2025,9,8,4,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2025,10,0,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2025,11,0,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
FWF,2025,12,0,0,0,,,,,,,,,,,,,,,,,,,,,MEDIUM,0
HDSP,2016,1,0,0,0,,,,,,,,,,,,,,,,,,,154.1,mixed_evaporative,MAXIMUM,0
HDSP,2016,2,0,0,0,,,,,,,,,,,,,,,,,,,155.2,mixed_evaporative,MAXIMUM,0
HDSP,2016,3,0,0,0,,,,,,,,,,,,,,,,,,,157.1,mixed_evaporative,MAXIMUM,0
HDSP,2016,4,0,0,0,,,,,,,,,,,,,,,,,,,156.2,mixed_evaporative,MAXIMUM,0
HDSP,2016,5,0,0,0,,,,,,,,,,,,,,,,,,,159.0,mixed_evaporative,MAXIMUM,0
HDSP,2016,6,11,2,0,,,,,,,,,,,,,,,,,,,159.6,mixed_evaporative,MAXIMUM,0
HDSP,2016,7,14,7,5,,,,,,,,,,,,,,,,,,,160.2,mixed_evaporative,MAXIMUM,0
HDSP,2016,8,20,9,5,,,,,,,,,,,,,,,,,,,164.1,mixed_evaporative,MAXIMUM,0
HDSP,2016,9,1,0,0,,,,,,,,,,,,,,,,,,,162.9,mixed_evaporative,MAXIMUM,0
HDSP,2016,10,0,0,0,,,,,,,,,,,,,,,,,,,160.5,mixed_evaporative,MAXIMUM,0
HDSP,2016,11,0,0,0,,,,,,,,,,,,,,,,,,,160.7,mixed_evaporative,MAXIMUM,0
HDSP,2016,12,0,0,0,,,,,,,,,,,,,,,,,,,160.6,mixed_evaporative,MAXIMUM,0
HDSP,2017,1,0,0,0,,,,,,,,5.8,59.0,672.0,26.0,1.4,,,22.0,24.0,6.0,24.0,160.2,mixed_evaporative,MAXIMUM,0
HDSP,2017,2,0,0,0,,,,,,,,8.3,64.0,680.0,43.0,1.5,,,23.0,23.0,15.0,27.0,159.3,mixed_evaporative,MAXIMUM,0
HDSP,2017,3,0,0,0,,,,,,,,8.0,67.0,680.0,44.0,1.6,,,22.0,24.0,3.0,24.0,157.2,mixed_evaporative,MAXIMUM,0
HDSP,2017,4,0,0,0,,,,,,,,8.3,70.0,688.0,42.0,1.6,,,21.0,22.0,3.0,27.0,159.5,mixed_evaporative,MAXIMUM,0
HDSP,2017,5,0,0,0,,,,,,,,9.5,75.0,689.0,36.0,1.5,,,20.0,20.0,3.0,29.0,163.1,mixed_evaporative,MAXIMUM,0
HDSP,2017,6,11,5,4,,,,,,,,13.2,76.0,681.0,40.0,1.6,,,19.0,19.0,3.0,27.0,161.3,mixed_evaporative,MAXIMUM,0
HDSP,2017,7,27,9,3,,,,,,,,9.0,74.0,685.0,39.0,1.6,,,20.0,18.0,6.0,31.0,155.1,mixed_evaporative,MAXIMUM,0
HDSP,2017,8,17,7,6,,,,,,,,4.3,70.0,699.0,35.0,1.7,,,21.0,21.0,6.0,33.0,153.0,mixed_evaporative,MAXIMUM,0
HDSP,2017,9,6,4,4,,,,,,,,8.4,72.0,696.0,21.0,1.7,,,21.0,23.0,6.0,26.0,155.6,mixed_evaporative,MAXIMUM,0
HDSP,2017,10,0,0,0,,,,,,,,11.2,69.0,691.0,22.0,1.6,,,19.0,21.0,6.0,21.0,151.3,mixed_evaporative,MAXIMUM,0
HDSP,2017,11,0,0,0,,,,,,,,8.1,52.0,831.0,27.0,1.6,,,18.0,20.0,3.0,19.0,148.5,mixed_evaporative,MAXIMUM,0
HDSP,2017,12,0,0,0,,,,,,,,10.1,87.0,801.0,39.0,1.7,,,19.0,20.0,3.0,22.0,147.5,mixed_evaporative,MAXIMUM,0
HDSP,2018,1,0,0,0,,,,,,,,6.7,82.0,790.0,31.0,1.7,,,20.0,21.0,3.0,22.0,146.9,mixed_evaporative,MAXIMUM,0
HDSP,2018,2,0,0,0,,,,,,,,11.7,82.0,799.0,36.0,1.7,,,21.0,23.0,6.0,22.0,149.6,mixed_evaporative,MAXIMUM,0
HDSP,2018,3,0,0,0,,,,,,,,9.5,75.0,800.0,76.0,1.7,,,19.0,22.0,6.0,16.0,149.5,mixed_evaporative,MAXIMUM,0
HDSP,2018,4,0,0,0,,,,,,,,6.7,71.0,806.0,39.0,1.7,,,21.0,24.0,6.0,19.0,149.1,mixed_evaporative,MAXIMUM,0
HDSP,2018,5,0,0,0,,,,,,,,7.0,77.0,805.0,55.0,1.7,,,21.0,24.0,10.0,21.0,148.4,mixed_evaporative,MAXIMUM,0
HDSP,2018,6,4,0,0,,,,,,,,9.5,77.0,795.0,53.0,1.8,,,22.0,25.0,13.0,20.0,146.2,mixed_evaporative,MAXIMUM,0
HDSP,2018,7,27,15,12,,,,,,,,6.9,74.0,802.0,57.0,1.8,,,23.0,26.0,10.0,20.0,150.0,mixed_evaporative,MAXIMUM,0
HDSP,2018,8,17,6,5,,,,,,,,5.8,77.0,820.0,52.0,1.8,,,21.0,23.0,6.0,25.0,147.3,mixed_evaporative,MAXIMUM,0
HDSP,2018,9,4,0,0,,,,,,,,5.2,78.0,822.0,61.0,1.8,,,19.0,22.0,3.0,20.0,144.2,mixed_evaporative,MAXIMUM,0
HDSP,2018,10,0,0,0,,,,,,,,6.1,78.0,817.0,86.0,1.8,,,18.0,20.0,3.0,22.0,142.0,mixed_evaporative,MAXIMUM,0
HDSP,2018,11,0,0,0,,,,,,,,9.2,62.0,863.0,52.0,1.8,,,18.0,20.0,0.0,25.0,143.7,mixed_evaporative,MAXIMUM,0
HDSP,2018,12,0,0,0,,,,,,,,8.2,55.0,846.0,51.0,1.8,,,16.0,17.0,0.0,25.0,143.5,mixed_evaporative,MAXIMUM,0
HDSP,2019,1,0,0,0,,,,,,,,8.6,81.0,819.0,64.0,1.8,,,17.0,17.0,0.0,27.0,139.4,mixed_evaporative,MAXIMUM,0
HDSP,2019,2,0,0,0,,,,,,,,8.8,101.0,831.0,75.0,1.8,,,15.0,16.0,0.0,23.0,136.8,mixed_evaporative,MAXIMUM,0
HDSP,2019,3,0,0,0,,,,,,,,10.2,93.0,827.0,60.0,1.8,,,16.0,17.0,0.0,23.0,138.7,mixed_evaporative,MAXIMUM,0
HDSP,2019,4,0,0,0,,,,,,,,8.1,87.0,832.0,64.0,1.8,,,16.0,17.0,0.0,23.0,137.1,mixed_evaporative,MAXIMUM,0
HDSP,2019,5,0,0,0,,,,,,,,5.5,85.0,841.0,67.0,1.9,,,16.0,18.0,0.0,20.0,134.6,mixed_evaporative,MAXIMUM,0
HDSP,2019,6,2,0,0,,,,,,,,4.4,79.0,847.0,70.0,1.9,,,16.0,17.0,0.0,23.0,134.6,mixed_evaporative,MAXIMUM,0
HDSP,2019,7,14,1,0,,,,,,,,4.3,74.0,774.0,49.0,1.9,,,20.0,21.0,0.0,28.0,134.7,mixed_evaporative,MAXIMUM,0
HDSP,2019,8,22,4,1,,,,,,,,6.6,77.0,794.0,57.0,1.9,,,20.0,22.0,0.0,26.0,142.9,mixed_evaporative,MAXIMUM,0
HDSP,2019,9,4,0,0,,,,,,,,9.9,77.0,803.0,55.0,1.9,,,22.0,25.0,0.0,26.0,137.3,mixed_evaporative,MAXIMUM,0
HDSP,2019,10,0,0,0,,,,,,,,11.8,76.0,815.0,55.0,1.9,,,22.0,25.0,0.0,26.0,137.7,mixed_evaporative,MAXIMUM,0
HDSP,2019,11,0,0,0,,,,,,,,10.5,84.0,906.0,49.0,2.0,,,20.0,22.0,0.0,24.0,136.1,mixed_evaporative,MAXIMUM,0
HDSP,2019,12,0,0,0,,,,,,,,8.1,80.0,894.0,50.0,2.0,,,18.0,20.0,3.0,22.0,133.8,mixed_evaporative,MAXIMUM,0
HDSP,2020,1,0,0,0,,,,,,,,8.7,80.0,906.0,49.0,2.1,,,17.0,18.0,3.0,22.0,136.0,mixed_evaporative,MAXIMUM,0
HDSP,2020,2,0,0,0,,,,,,,,9.3,82.0,918.0,44.0,2.0,,,17.0,19.0,3.0,21.0,140.1,mixed_evaporative,MAXIMUM,0
HDSP,2020,3,0,0,0,,,,,,,,8.2,75.0,917.0,43.0,2.0,,,17.0,19.0,3.0,18.0,144.2,mixed_evaporative,MAXIMUM,0
HDSP,2020,4,0,0,0,,,,,,,,10.2,74.0,939.0,28.0,2.1,,,16.0,17.0,6.0,18.0,141.4,mixed_evaporative,MAXIMUM,0
HDSP,2020,5,3,0,0,,,,,,,,11.3,71.0,943.0,32.0,2.1,,,16.0,18.0,6.0,16.0,148.6,mixed_evaporative,MAXIMUM,0
HDSP,2020,6,10,3,3,,,,,,,,11.0,75.0,944.0,29.0,2.1,,,18.0,21.0,3.0,15.0,153.7,mixed_evaporative,MAXIMUM,0
HDSP,2020,7,20,9,7,,,,,,,,11.6,76.0,936.0,29.0,2.2,,,17.0,20.0,3.0,15.0,148.9,mixed_evaporative,MAXIMUM,0
HDSP,2020,8,20,4,2,,,,,,,,4.9,72.0,932.0,23.0,2.2,,,17.0,17.0,3.0,27.0,144.1,mixed_evaporative,MAXIMUM,0
HDSP,2020,9,6,4,4,,,,,,,,4.6,70.0,924.0,33.0,2.3,,,17.0,17.0,3.0,28.0,144.2,mixed_evaporative,MAXIMUM,0
HDSP,2020,10,0,0,0,,,,,,,,8.1,70.0,918.0,31.0,2.4,,,18.0,17.0,3.0,30.0,143.8,mixed_evaporative,MAXIMUM,0
HDSP,2020,11,0,0,0,,,,,,,,6.9,404.0,843.0,15.0,2.4,,,18.0,18.0,3.0,30.0,143.6,mixed_evaporative,MAXIMUM,0
HDSP,2020,12,0,0,0,,,,,,,,5.9,255.0,926.0,6.0,2.5,,,19.0,19.0,3.0,30.0,142.1,mixed_evaporative,MAXIMUM,0
HDSP,2021,1,0,0,0,,,,,20.0,17.0,3.0,8.3,205.0,911.0,17.0,2.6,,,20.0,21.0,0.0,29.0,0.0,mixed_evaporative,MAXIMUM,0
HDSP,2021,2,0,0,0,,,,,18.0,14.0,4.0,7.4,175.0,911.0,130.0,3.8,,,21.0,22.0,0.0,29.0,141.6,mixed_evaporative,MAXIMUM,0
HDSP,2021,3,0,0,0,,,,,36.0,29.0,7.0,12.5,161.0,943.0,130.0,3.8,,,21.0,22.0,3.0,27.0,141.7,mixed_evaporative,MAXIMUM,0
HDSP,2021,4,0,0,0,,,,,36.0,25.0,11.0,11.7,148.0,971.0,130.0,3.8,,,23.0,24.0,6.0,29.0,142.1,mixed_evaporative,MAXIMUM,0
HDSP,2021,5,1,0,0,,,,,46.0,40.0,6.0,6.6,139.0,984.0,130.0,3.8,,,23.0,25.0,6.0,29.0,140.4,mixed_evaporative,MAXIMUM,0
HDSP,2021,6,16,10,7,,,,,40.0,32.0,8.0,6.0,134.0,983.0,130.0,3.8,,,24.0,25.0,10.0,29.0,141.4,mixed_evaporative,MAXIMUM,0
HDSP,2021,7,29,19,15,153.15,2.79,,19.0,19.0,15.0,4.0,9.0,126.0,985.0,130.0,3.8,14270697.14,163877563.0,23.0,25.0,0.0,28.0,138.6,mixed_evaporative,MAXIMUM,0
HDSP,2021,8,15,9,8,114.95,4.27,,21.0,21.0,16.0,5.0,10.8,118.0,993.0,130.0,3.8,16033158.370000001,163848661.0,24.0,25.0,3.0,33.0,139.1,mixed_evaporative,MAXIMUM,0
HDSP,2021,9,5,3,1,136.25,5.09,,23.0,35.0,32.0,3.0,11.8,113.0,998.0,130.0,3.8,15376117.080000002,163848661.0,25.0,26.0,3.0,35.0,138.0,mixed_evaporative,MAXIMUM,0
HDSP,2021,10,0,0,0,106.4,0.0,1.0,31.0,36.0,34.0,2.0,11.8,111.0,998.0,130.0,3.8,14038475.559999995,164490317.0,28.0,29.0,3.0,39.0,137.4,mixed_evaporative,MAXIMUM,0
HDSP,2021,11,0,0,0,182.7,1.27,,34.0,43.0,35.0,8.0,8.9,32.0,1101.0,130.0,3.8,14074553.059999995,172628499.0,29.0,30.0,7.0,39.0,126.9,mixed_evaporative,MAXIMUM,0
HDSP,2021,12,0,0,0,57.05,3.54,,16.0,19.0,17.0,2.0,8.6,45.0,1096.0,130.0,3.8,18312924.16000001,172628499.0,30.0,32.0,7.0,39.0,99.7,mixed_evaporative,MAXIMUM,0
HDSP,2022,1,0,0,0,70.3,23.34,,7.0,11.0,7.0,4.0,9.6,55.0,1081.0,130.0,3.8,13813336.569999993,172863444.0,30.0,33.0,7.0,32.0,96.1,mixed_evaporative,MAXIMUM,0
HDSP,2022,2,0,0,0,74.5,21.47,,10.0,11.0,9.0,2.0,9.3,71.0,1086.0,130.0,3.8,13817628.769999996,173668637.0,32.0,35.0,7.0,34.0,95.7,mixed_evaporative,MAXIMUM,0
HDSP,2022,3,0,0,0,87.3,0.0,,31.0,41.0,39.0,2.0,12.4,74.0,1106.0,130.0,3.8,13963154.980000004,173511932.0,33.0,36.0,10.0,34.0,96.9,mixed_evaporative,MAXIMUM,0
HDSP,2022,4,0,0,0,95.85,0.0,,22.0,25.0,20.0,5.0,12.4,77.0,1145.0,130.0,3.8,12846672.860000014,181808166.0,33.0,36.0,10.0,37.0,101.7,mixed_evaporative,MAXIMUM,0
HDSP,2022,5,0,0,0,75.9,3.41,,23.0,24.0,22.0,2.0,10.1,76.0,1187.0,130.0,3.8,13327770.939999998,180277927.0,32.0,35.0,4.0,37.0,93.3,mixed_evaporative,MAXIMUM,0
HDSP,2022,6,4,0,0,75.9,3.9,,18.0,23.0,18.0,5.0,10.6,76.0,1215.0,130.0,3.8,14384526.50999999,180893208.0,31.0,33.0,0.0,40.0,83.1,mixed_evaporative,MAXIMUM,0
HDSP,2022,7,22,15,13,55.75,0.0,,10.0,14.0,14.0,0.0,10.1,76.0,1240.0,130.0,3.8,13748315.88,171038637.0,30.0,34.0,14.0,21.0,78.4,mixed_evaporative,MAXIMUM,0
HDSP,2022,8,26,8,2,55.45,0.0,,22.0,22.0,18.0,4.0,8.7,72.0,1261.0,130.0,3.8,14904994.94,171082170.0,30.0,34.0,7.0,24.0,76.5,mixed_evaporative,MAXIMUM,0
HDSP,2022,9,8,8,8,81.9,0.0,,17.0,23.0,23.0,0.0,11.3,72.0,1287.0,130.0,3.8,13855137.89,171129841.0,31.0,35.0,7.0,24.0,74.2,mixed_evaporative,MAXIMUM,0
HDSP,2022,10,0,0,0,73.5,5.17,,9.0,11.0,7.0,4.0,8.6,73.0,1314.0,130.0,3.8,15034319.030000001,171356323.0,32.0,34.0,7.0,35.0,100.7,mixed_evaporative,MAXIMUM,0
HDSP,2022,11,0,0,0,106.8,3.02,,9.0,16.0,12.0,4.0,10.8,67.0,2045.0,130.0,3.8,15324019.729999997,176895187.0,32.0,35.0,7.0,37.0,98.6,mixed_evaporative,MAXIMUM,0
HDSP,2022,12,0,0,0,61.95,0.0,,8.0,9.0,9.0,0.0,10.4,70.0,2041.0,130.0,3.8,19993527.5,177181387.0,32.0,34.0,7.0,37.0,101.6,mixed_evaporative,MAXIMUM,0
